V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16
GS1_SS_00251_00031 0.13206200811751 0.321752776752745 0.116382960845492 0.515042015253689 2.26544057135931 0.807032141499796 0.37650092542389 -1.8239633974572 -1.8805107810612 -0.628757334918122 -0.50101165468545 0.0549519395666011 -0.134738829068634 0.379816658371579
GS1_SS_01053_13528 0.016683697000597 -0.333059061744104 0.790938411858768 0.805367555210635 1.53830245047028 1.062796590011 0.874233921208185 -1.75908474050766 -1.6934977252719 -1.24750602166872 -0.755603407400501 0.326582343989572 -0.0232423985241732 0.397088385368017
GS1_SS_05526_04978 -1.00122819598506 -0.909176838186174 0.0753272804660671 -0.379139181182932 1.14460773025244 2.34528406980012 1.75437374070407 0.187273609144063 -0.93887082457291 -0.726558821907746 -0.400518851381382 -0.354493172481941 -0.192067066946493 -0.604813477722127
GS1_SS_06178_10267 -0.81597476372718 0.376245969083262 0.417050927010858 0.596355700642909 1.34932448563762 1.83066334915816 0.233779340634215 -0.627526970476498 -1.38632503517515 -1.90394572257915 -0.774129726848259 -0.31093177526944 0.130738960805193 0.884675261103459
GS1_SS_07364_07335 -0.854651177643441 -1.06086081007365 0.505147787869183 1.10390158654472 1.62161938711417 1.40343204624706 1.08433360865879 0.597108509055079 -0.810776787764674 -1.24952068655234 -1.3899187341644 -0.521205814564812 -0.325526035705512 -0.103082879020163
GS1_SS_08163_00789 -0.0267615009460334 -0.21455163376748 1.01265031813212 0.870166196375983 1.78744876823459 1.06452241775762 0.0395559935118902 -1.26118615026184 -1.46604811333978 -1.00510869641441 -1.63807963361677 -0.0598545872893933 0.423015565427013 0.474231056196498
GS1_SS_10202_15400 -0.248557152831957 -1.22585105316029 0.386211538899853 0.90985253840017 2.05515850723937 1.42714483519074 0.248825612260827 -1.35790406952312 -1.04554789620334 -1.01507412319653 -0.553650410251783 -0.54019116050711 0.245270338743366 0.714312494939819
GS1_SS_13081_20949 -1.39526666525857 -0.687367000716429 -0.174455102426913 1.20243219435695 1.54879204230569 1.25737940480314 1.53061884040714 0.0553824509958593 -1.59837892177171 -0.789350733723557 -0.40963771523161 -0.118866484854893 -0.617026019250297 0.195743710365208
GS1_SS_13213_14333 -0.47504343648006 -1.22241606238873 0.505741348481367 1.16589949595348 2.17163871260629 1.26168418325374 0.108486961151835 -1.11024715226078 -1.67235202773341 -0.129588399782646 -0.521675455297295 0.027574106879767 0.0455967519902121 -0.155299026373771
GS1_SS_14753_03116 -0.112938206620108 0.0885349477364516 0.296173400805562 0.757469858048176 1.04503700514071 1.00980672678328 -0.0834768863437061 -1.77999094064581 -2.11908236983608 -1.04015509513975 0.1180403058608 -0.238666262508191 1.39513789631768 0.664109620400984
GS1_SS_15828_15399 -0.0168386921491571 -0.72156175004825 -0.0580072206132397 0.573229649100662 2.32151078949738 1.47499660583481 0.455426566891462 -0.323012030326326 -1.48884554213649 -1.59101104706129 -0.528906797904353 0.212522866407004 -0.428200800192772 0.118697402700561
GS1_SS_16219_21289 0.262137477062287 0.41414212632525 -0.634432318590445 0.873591207430817 1.90069606911728 1.3503877117856 -0.126032587722229 -1.70791148005205 -1.22699281571725 -1.12393881621694 -0.857715984174459 0.150839157601948 -0.103704221163828 0.828934474314014
GS1_SS_16579_19888 -0.956794706250227 -1.08165719974121 -0.354271968051589 1.59186913147745 0.787362947925756 1.14138484123548 -0.638517762057529 -0.853966770434125 -1.76472848766246 -0.295929355896882 -0.430903263076446 0.776590497506926 1.18545395658524 0.894108138439615
GS1_SS_22128_00342 -0.199956425541165 -0.764946927511274 -0.142731166472728 1.11767695077576 1.30039110282676 1.82790922703124 0.934381831627613 -0.192403853278326 -2.10698092190814 -1.13386103419613 -0.486082720883354 -0.410556998254959 0.124513698212362 0.132647237572343
GS1_SS_24218_01517 -0.414142928977225 -0.167639030179233 0.227913737659406 0.368936898367095 1.67712735663923 1.62782657687963 1.21507586261323 0.0559342733817372 -1.73150562534417 -1.41162382178771 -1.24193741703374 0.151096243615381 -0.3373254349332 -0.0197366909004373
