Time aliceblue_01 antiquewhite4_01 antiquewhite4_02 blanchedalmond_01 blue1_01 blue1_02 chocolate1_01 chocolate1_02 chocolate3_01 chocolate3_02 cornflowerblue_01 cornflowerblue_02 cornsilk2_01 cornsilk2_02 darkolivegreen_01 darkolivegreen_02 darkseagreen4_01 darkseagreen4_02 deeppink2_01 deepskyblue_01 deepskyblue_02 deepskyblue4_01 deepskyblue4_02 green3_01 green3_02 honeydew_01 lavenderblush2_01 lightblue2_01 lightskyblue3_01 lightskyblue3_02 lightslateblue_01 lightyellow_01 lightyellow_02 mediumpurple4_01 mediumpurple4_02 mistyrose3_01 oldlace_01 oldlace_02 plum1_01 plum1_02 royalblue3_01 slateblue_01 slateblue_02
-2 0.421807046043653 1.17399041951012 -1.01616067184372 0.51448338572246 0.702043223944895 -0.536215896800702 0.864449567332719 -0.748348077003888 0.687623172628169 -0.316673813962328 -0.654122971647431 0.616033574517443 -0.193806953983666 -0.0165774028708991 0.418923607032624 -1.25041825711226 0.868779612396324 -0.794840491152895 1.50180753366589 1.40573242457058 -1.35232277936234 -0.459697816365528 0.605828055220165 -0.710584632014628 0.660719976553881 -1.63450070982299 -0.551656944974657 -0.423649588240297 0.138855554544336 -0.298958758720462 -0.297364413788684 0.999469432074078 -0.923133729879729 0.431791131117297 -0.793670701843039 0.26608896671158 -0.267563142676687 0.304391348049566 0.755385881726384 -0.565515663519641 -0.614806753378341 -1.14728324783429 1.04273301162225
0 0.337093173586781 0.883012901507802 -1.04725442574949 0.878207354100914 0.641658191543239 -0.574314481931864 1.18742500668849 -1.2861379799159 0.459530304907795 -0.469190771095789 -0.798967918583265 0.647588237320831 0.373875236602874 -0.23319838457817 0.120588771043833 -0.221322172518594 1.0240193900741 -0.992748339515796 0.288899385717356 1.47044455527936 -1.77930491237955 -0.653722317778753 0.832139789242012 -0.757999581559098 0.753665001785417 -0.595750820809153 -0.0730890804141237 0.375792376427977 0.401699844179332 -0.579761917888541 0.674141104136601 1.12218226671726 -1.09774030134193 0.377572931932698 -1.04587646417243 -1.15774095249915 -0.352996373051998 0.532012567011617 0.949338171070687 -1.14335920071109 0.446814016212342 -0.89203821371078 0.901526215598555
2 0.827574783516802 0.748691863637368 -1.0569713394661 -0.0641470360651545 0.29539953215412 -0.169353469354318 1.41054051108703 -1.56977403735953 0.197804457547482 -0.73978232793988 -1.09398084404857 1.16259704538665 0.950926927071536 -0.978927694201265 -0.190858273980232 0.0162533736927041 1.19225364177292 -1.20334289240057 -0.0101618300520048 0.025579165496025 -0.222147449602322 0.290886927008157 -0.0966309258553462 -0.529451644749108 0.45582001717879 0.995546769420596 0.082442686876265 -0.0286777660923082 0.789973994631572 -0.81540595620143 0.210336518257575 0.954562609571526 -1.04879380251186 2.2436265474489 -1.83993523738603 -0.31662213906669 -0.343476746517143 0.658807030640645 0.356492040132012 -0.123551175915287 0.0936209524831345 0.219117306549261 0.137432276679957
4 -0.284011762260611 0.345627743797717 -0.64529629036161 0.303693280107276 -0.626919231883213 0.759117491459596 0.788617347507262 -0.770553283502652 -1.00982399389655 -0.716342003211553 -1.40735433866001 1.21769344733219 1.44335481382197 -1.54768666418541 0.653966242202473 -0.869581074994649 0.918652776983199 -0.832933821563832 -0.647709500113764 -1.07877679445013 0.848314348896035 0.683515868101401 -0.678746296499332 0.527686000578388 -0.468414210935585 0.502360289845748 -0.443520816918418 -0.383701197709705 1.37507463165205 -1.26284125718996 -2.01864895430687 0.139978748159506 -0.180020590922666 0.467946576337414 -1.04295352139061 0.665016646765703 -0.737612412666063 1.18331234442245 -0.578907457652816 0.994947948054307 -1.28870668579279 0.692160241500528 -0.663527265320472
6 -0.0583683600482967 -1.15784969648603 0.619490728478925 -2.00035359719581 -1.70775657024791 2.00163484537663 -1.07742333888839 1.09034395462587 1.11941053494299 -2.16207861889338 -0.821649321764604 0.93764381237098 1.57833716395142 -1.80473095282812 1.21835144360063 -0.378909972015536 -0.459840079427975 0.32095898095874 -1.61532753092178 -1.286312668423 1.80286728971242 2.27342021668942 -2.03852728417238 2.35816483292824 -2.20848672755261 0.400965441206787 0.657791873603619 -0.199191425990844 1.51183317414067 -1.71976999582473 -0.16580834629299 -1.33825318142466 1.1824829138467 -0.784530993142361 0.370056138292739 2.08805305766187 2.36562613698224 -2.01867794600127 2.14708581837451 -2.3023836552593 -0.106453731016648 1.16570694954546 -1.28592188621086
8 -1.75576890125789 -1.90986851644923 1.72882579685733 -1.88991364316282 -1.57197968938272 1.67985678205772 -0.67765621005056 0.798883262174653 -1.59451141601453 2.18079395826075 0.397802271628657 0.38922010605094 0.147082245580398 -0.23374521288053 -0.845817795473403 0.835232392290445 -1.08833789336193 1.20616355136684 -0.304224515080491 -1.68571778633181 1.37268678865762 1.46064311329984 -1.50855659874259 1.7043386766504 -1.62909647172893 -0.713711845566763 -0.530080512652157 -1.33271699533322 0.847363568266545 -0.588659268676975 0.563860046628701 -1.55150969310224 1.68332313133347 0.532774201406801 0.29516184062663 1.322145032305 1.70072400183382 -1.90647208741627 -1.34856590817979 1.03785712160813 -1.03945506121461 2.06645324101816 -2.39642338268829
10 0.992552122227744 -0.75828851101845 1.09688601400155 -0.261502167915854 -0.663558647160307 0.396456914874317 -0.842511243651298 0.709854706586013 -0.209399604850029 0.101676285631256 0.749099156794434 -0.269948799936434 -0.860828654547408 1.19470036331718 -0.887945268865373 0.0258041494197914 -0.990572576943166 1.02913359382275 0.0191385335222621 -0.27873052092618 0.122444722766775 0.0915059110816568 -0.483390128339919 0.279376347333055 -0.447531688537 -0.059221966986052 1.24232049680028 -0.842714961050058 -0.811809566567877 0.642209665930368 0.276042206340027 -0.771847084047858 0.818961665980995 -0.574510175050143 1.10186370112857 0.998531641410969 0.242323773039478 -0.775521479816843 -0.339439937616721 0.489573237309307 -1.06044327364097 0.720035686016648 -0.2392357737121
12 1.84749857697683 -0.445993923830293 0.739079752071105 -0.473050451302959 -0.743496658496112 0.423094983475313 -1.39566404076909 1.35895340801475 0.221643912870255 -0.117257925369511 1.05595556247241 -1.27626858614438 -1.55568870521741 1.73061765914476 1.01083570394236 -0.323993011584783 -1.39717765819817 1.40209352989933 1.98897020514165 -0.870683535185422 0.723098240224695 0.528432488176066 -0.50294512249248 0.300217492059237 -0.372141478124413 -0.419173035615954 -0.700098508515709 0.162079724270512 -1.06722771644533 1.32637412727464 -1.08709365957438 -1.11940860530753 1.02557155704495 -1.05826881267301 1.64460147734823 -0.00611888554363294 0.700038828047902 -0.581057096660132 -0.928267606746571 0.952038774500487 0.566265915224123 0.902065697194203 -0.611960375461874
14 -0.512856333846873 -0.367311600299805 0.788317686210214 -0.283507728392165 -0.236023441810199 -0.484941916837898 -1.08007046196183 0.94939032725079 0.271763785871291 0.162980070753946 1.07487096192524 -1.16830768466386 -1.14465811602237 1.38538139588924 0.281524448401501 -0.0787768447918152 -1.1104198253198 1.20049170043217 0.573374326433094 -0.312811726491432 0.344411464574973 -0.719808897610883 0.228031253713673 -0.253280605508969 0.198112912117823 0.414814567702505 1.12613789852284 0.130070037362579 -1.2366646136145 1.18218176043904 0.515147397468229 -0.655445175603491 0.735621259763908 -0.687920084720552 1.27252379434228 0.349234837932754 -0.643789348589259 -0.541974751542333 -0.885212658794876 0.642139187722892 -0.895844668390732 0.351105857089444 -0.221973042372995
16 1.14089899565453 -0.365700995944546 0.480077848272408 1.42819417278785 0.279546803398314 -0.631291347673269 -0.418837697140489 0.326690623982489 -1.97679260465793 1.08079457474583 0.795484767022165 -1.21443909630788 -0.972198742730824 0.726419790468629 -1.07310941525677 0.148770386906041 -0.60858867330704 0.550261621876971 0.900950105952559 -0.151068783560298 0.421492134280702 -0.671147298761464 0.884134689170977 -0.43900218901685 0.542505812918329 -0.657210418653942 2.26431266612049 -1.97504191571536 -1.13160769592665 1.20703810627415 0.459803897350585 -0.0899395513461571 0.124935293863453 -0.522683906522901 0.899159237147338 -0.971439000385314 -0.664176700489781 0.89853731359296 -1.67250313562587 1.6147471216095 -1.48920953912638 -0.855094853508693 0.38623582427973
