Probe	1	3	5	7	9	11	13	15	17	19	21	23	25	27
1	1.33960442439474	1.26320884103938	1.77469952675642	0.821304004651469	0.960349628757468	0.296115332529827	1.98970165439224	3.59875671806551	0.700833511320405	2.20518393387153	0.34270515864339	0.472897611220068	0.686419280774232	1.15811546972985
2	2.25634929114812	1.84422272797839	1.68026858790284	1.27070376942066	0.448180039850219	0.266116797715199	0.591197260317387	0.734078409713825	0.775225751231235	0.776091685572794	2.89943090646872	1.14058004767505	0.995528249776666	0.971809924274632
3	0.4944303907895	0.483888170069851	0.480640012478773	0.639361469680658	1.53633275990921	3.31457936357562	2.13892517459804	1.66911082807901	1.72705937945601	1.39481892918234	0.381974323126775	0.878311136117485	0.894295676937454	0.948909571944255
4	1.42848252322332	1.83808993096077	0.956510667819807	1.23430016427746	0.249938733783493	0.269823209719936	0.834218858820831	0.720439680074298	0.821590993477751	2.69109658822288	0.956510667819807	1.87813304530955	1.67266435488059	1.35169656958326
5	1.62680713557965	1.56012128705499	1.2272247911882	0.647557751410199	0.306135748837382	0.336346537266789	0.631319121225951	0.5972899455256	0.84908244991273	1.21381352689376	2.5084809695138	1.877886406427	1.41491533364512	1.43265119168649
6	0.68957725915567	0.671605298859566	0.889241097187099	1.6924550192193	4.00453532305641	3.20396143375363	1.316271334338	1.34080086368905	0.71452583623029	0.645598285466077	0.429801093650283	0.546730003694777	0.68059792824696	0.713223381650726
7	1.82064490245554	2.27745888092979	2.6583674089264	1.72741814315242	0.473874410275093	0.62518011210997	0.557672005534395	0.380069710322945	0.473005720957907	0.748027027315911	0.665261692244675	1.10165697653262	1.56686040001967	1.70819053064431
8	0.595284783832425	0.410047236645435	0.336861151086251	0.586192622587102	2.12924794091074	1.73975392493274	1.63563938403578	2.56499036755821	1.93105643456688	1.25413323544602	1.42886139323979	0.966747186179571	0.652164164236147	0.623540424271074
9	1.61062783626546	1.37509405886843	1.14695155622093	0.496606829129701	2.17258185705667	0.331134350773812	0.86489709390413	1.16606152603995	1.20728290547593	0.25405405479027	3.53263744091911	1.07075164753858	0.848116188046824	0.831000203238351
10	0.80291890409063	0.722369671936528	0.598829696184656	0.608638709211299	0.223434114335067	4.5340300671632	1.07301949343948	0.921938278828867	1.11959742253978	2.11520072249814	0.606383576155699	1.75174881859724	1.29083391588393	1.45364871615225
11	0.635461677210932	0.574760204900421	0.468466943649208	0.377002412673182	0.565794743360246	1.31749936966384	1.6807430183889	2.07909482961143	2.10653365010497	1.73566048410656	2.62570800699401	1.45336853153536	0.759593166237221	0.672921088809067
12	1.53265562788036	1.56654719849854	2.23860043353638	2.3257458418839	1.91539748471569	1.30968522113159	0.829348978207099	0.412861962913058	0.444942963183849	0.430940592171641	0.409636578719924	0.744613949164545	1.17247000541519	0.871380440569523
13	0.874295601467744	1.29582889808598	1.93311427884303	2.71952523671661	2.98625458541436	1.10732770954653	0.550636192914236	0.340166103878373	0.452296859543818	0.509728617485951	0.85679885455554	0.820467081269541	1.05276896299173	1.60250189285886
14	0.988575184522017	0.850746735525063	0.507356700640756	0.342058108769255	0.286234414825015	0.85042433597022	2.28897286973521	3.31869870929873	2.61241010873914	1.65452809577747	1.07810826865715	1.1140272012978	0.94524426961164	0.75730271816658
15	1.33692970100423	1.08717845495519	0.876084374732784	1.57348807203673	2.32680682918768	0.556395325554694	0.54038320100331	2.01507802794935	1.21547856228689	0.475293502572025	0.209769158459301	1.0251961301467	1.8522221171792	1.48745121392887
16	0.420326331582925	0.857778955870204	1.01132968029415	0.547305752389356	0.769018402919173	1.78414440935286	1.01804698716829	0.798855786097447	0.946860079662352	1.10862418573769	7.89954323679778	1.61950429842369	0.631543691016682	0.529486221108216
17	1.82611751909326	2.03357667802706	2.28509420326282	1.89034921582134	0.727066848458351	0.470302891296071	0.503277994368881	0.379671165622458	0.463159231655147	0.655837966376197	0.911867971724311	1.20588549849396	1.61700303297549	1.83032780022989
18	0.57640689921455	0.50251956095097	0.434267865736721	0.56138646202714	1.24916060872324	2.30723275512547	2.04079828803951	2.64284814157087	2.2981798439523	1.46435122093149	0.994090360402853	0.740716318032946	0.638056236523887	0.585547812714918
19	2.83197304479183	1.22170789617512	0.99298110446926	0.638292897607996	0.326390838783273	0.8098774290834	1.01335420193321	3.96953551816774	1.48799979370616	1.86729531032545	0.752106471750556	0.739232636501359	0.487549096636905	0.526942890164285
20	2.64952258380397	2.77107268921789	1.01788823820138	0.473430056351137	0.409997589144703	0.310848218042296	0.824316043463312	0.546887679059135	0.805071193564424	0.9005830416088	1.39179939319302	1.70617808525205	2.1376098487325	1.67778637486406
21	0.391660955953713	0.291323722003862	0.857288413614781	1.80039610525145	3.48912985107535	2.58952374703605	1.08857795318005	1.65072321908818	1.26963294069778	1.33931204718347	1.0943853372881	0.784384631521127	0.503719327544318	0.475663813073995
22	0.727138547503203	0.635638177114378	1.22339215251501	1.60604895374263	4.83467937529031	2.75231026618186	1.0654817712775	1.44236119475284	0.607177864915187	0.628007067951813	0.868213227200195	0.618642062248423	0.486436981667028	0.521337925601332
23	1.52185199108454	1.78032396178183	0.935214416231035	0.624707910469132	0.243412087278837	0.351462677812729	0.715294806439053	0.705664763403912	1.17123555391582	1.84565728675667	0.833218783859388	1.51091821891055	1.81936229314923	2.27848524218596
24	0.611072460085886	0.591315671627913	0.692818017837643	1.44161507294373	5.12717746104212	3.25879517367236	1.21367012191245	1.2313300272899	0.838986437604037	0.737644609304396	0.642472952891025	0.643149733804776	0.624015408457837	0.644849439473557
25	1.58087136030818	1.68607066426071	1.37156216924753	0.722758606877319	0.216361134480524	0.323290614094425	0.73329637439904	0.772634777377318	1.14719680574509	1.45650011250643	1.52156473495047	1.48276768049164	1.57493901478233	1.66947971755675
26	0.322081854688082	0.661699997488177	1.99383602975296	1.41652914938173	1.32039121154926	0.609749322201832	0.95978158172452	0.747853176928028	1.33312731672624	0.634103208269754	5.18359485491089	1.56164620397633	0.724058750819597	0.565346449523979
27	0.682236125460386	0.950600403799242	1.05880923764176	0.735337865993556	1.57766606767028	0.692516085650245	2.36578750524825	0.615530176283171	2.18273637875271	4.8042547927087	0.302120874673311	0.684766488239105	0.80951614478906	1.1281629881237
28	0.745536252416674	1.29755201799814	0.98031835041021	0.766468710039364	0.871038609509282	0.397019838782348	0.557593264382281	1.11889893041323	1.09434682635156	0.254362532730355	1.43256297831766	1.1717822543243	4.39079801647776	2.50641344474753
29	1.10103135516151	1.32106352694333	1.72904329538225	2.5938132856582	2.85172165718713	1.79920997945277	0.569666878763029	0.477235173841854	0.424352589536434	0.456406835582615	0.537272018894771	0.712081014191306	1.10915786190928	1.27636385620828
30	0.812838837688081	0.669074182881757	0.568248566134696	0.416722453916787	0.303597118741336	0.664960583913206	1.56071776196207	2.50771627075515	2.26919684056653	2.30863181271257	1.75570968575905	1.28020449083529	0.96370781657431	0.763284388931859
31	0.813737615179632	1.59564653568681	1.15695802062192	0.24678917947207	0.891428909215599	1.4782190248261	1.21086850763952	0.470708672932846	1.42914014487215	1.37535485620046	0.306240484922143	1.25391560400103	3.70940120259526	1.2827328296492
32	1.99926461190816	2.17675987272175	1.93799199224681	1.10188888421391	0.395499237553679	0.341152881479511	0.585667164092297	0.46028246727469	0.634879554850556	0.939562115867156	1.24177412560777	1.33698715797274	1.66222493273775	1.75152645431179
33	0.527362272691909	0.467247774860004	0.483372129657604	0.882690397966745	2.26967057040688	3.21166881609751	1.76413585471105	2.03576574020111	1.66511435401708	1.09045882353486	0.791843427031586	0.671969124172434	0.620546503780172	0.61303249331578
34	1.34890722962596	1.29915442850054	4.73586037536279	1.38313940977253	0.580540654933185	1.44670844141322	0.671514205719221	0.480207948055819	0.620748129943317	0.696075688907275	1.62728387362013	1.49334212158865	0.72489086055234	0.293909482462335
35	0.576874460304549	0.484350567055331	0.279334323560901	0.485332870367607	1.29240311977763	1.22702261616256	2.1463177894519	3.12661477324354	2.41583813383625	1.86497880813907	0.630886362539913	0.639153590239597	1.07760430348184	1.26712213284605
36	1.2025434038862	0.448213822957406	0.802947663802469	1.58558656865729	4.25173905978306	2.50037595216366	1.99796545831024	0.995767693298043	1.27388481791944	0.509997118029107	1.0272103075709	0.36937320587628	0.446608926858164	0.625847946768247
37	0.830721533824895	0.782956264612993	0.788139685921489	0.599731056042023	5.15376279197992	3.25064047703137	1.18289643887948	1.62454851449492	0.640029652385624	0.631048720824704	0.335973270958836	1.10445470022679	0.960842844225635	0.701627394642018
38	1.2348975419905	1.44594488981125	1.57877658817219	2.27097581882682	0.246784220167171	0.266744034627473	0.584177428017028	0.66847379140025	0.686830136753279	1.86417501783668	1.49845923710492	2.134464228253	1.05127491852961	1.41142154482279
39	1.68808304823256	1.93098662445192	1.28030899675037	0.669470570614352	4.42932180726471	0.392682195520752	0.790348069912537	0.525488972100736	0.541407711302983	0.313708573804422	0.890303916254985	1.3394191717707	1.41655518546521	1.72695519854912
40	0.675713852460173	0.452704263639245	0.917925405544016	1.99300861728644	0.202727870391682	2.05317574356195	1.40402948924465	1.93460465380671	1.56064151999797	3.06257913231692	0.608508234805353	0.867491420336866	0.873532651212589	0.717128064759962
