Time antiquewhite2_01 antiquewhite2_02 antiquewhite4_01 antiquewhite4_02 blue1_01 blue1_02 coral4_01 coral4_02 cornflowerblue_01 cornflowerblue_02 darkolivegreen1_01 darkseagreen3_01 darkseagreen3_02 darkviolet_01 darkviolet_02 green3_01 lavender_01 lavender_02 lightpink_01 lightpink3_01 lightpink3_02 lightskyblue3_01 lightskyblue3_02 lightskyblue4_01 lightskyblue4_02 plum3_01 plum3_02
-2 0.549494542041366 -0.61168857634334 0.545618058578176 -0.248557152831957 -0.843622696092352 0.884096810207778 0.161117523036056 -0.0707331370399776 0.759000507285977 -0.647968911653293 0.0243481213228916 -0.488952817303847 0.535071599583321 0.582211684638511 -0.425069094084712 -0.0216566245774924 0.466897164468579 -0.3235911283703 -0.563282253585093 -0.355115055473117 0.974453552240808 0.786395130463551 -0.683131339793398 -0.469693376832567 0.522571909266187 -0.337524844065557 0.262784792288308
0 0.352826530765892 -0.658452002485972 0.208471889020301 -0.687367000716429 -1.12475681764068 0.985255191025327 -0.179669026262857 0.12573263402162 0.750531918349229 -0.925357595560281 1.09730506365961 -1.53804238156045 1.56237220221781 0.954050747968181 -0.964092712159692 -0.459172666112034 0.552656516042719 -0.647252539933295 -0.05575159571237 -0.43331240626663 -0.0967104814239725 0.838279309744922 -0.686966732994953 -0.34470185691281 0.23955579333904 -0.579331263497894 0.587050825708931
2 -0.519526345352781 0.0381786581410586 -0.127992224923801 0.227913737659406 -0.80210530290283 0.654747172570069 -0.840587419255786 0.817791967533257 0.89782814730169 -0.982982230566117 0.398177862846077 -1.60445143715272 1.61344354875312 1.40162970154366 -1.4104805873678 0.530978990167531 1.06864721663711 -1.07263043935383 -0.222738804215539 -0.554312709401426 0.423799471850268 0.897251173760037 -0.708916417703223 0.00997629404168615 -0.129274884151596 -0.0702485782462336 -0.083258722584513
4 -1.69128348020486 1.64926621878873 -0.694075404008653 0.870166196375983 0.579552806318755 -0.386812163014775 -1.69268662539773 1.70874563941365 0.539558909039685 -0.43319865051588 -0.0755037701629064 -1.3223538284367 1.26544477085382 1.30118559905792 -1.19011201319958 -0.382827585038893 1.47660058326069 -1.55142323253365 -0.285951202083831 0.0805744062685865 -0.400020049796155 0.67230763545169 -1.01176184046147 0.937771326974502 -0.7460729085185 0.392464738141767 -0.52952892248481
6 -1.72661338080161 1.86935964311415 -1.76907470511657 1.62161938711417 1.2635252776191 -1.33699748088801 -1.64950497297218 1.68142636343594 -0.635229080296725 0.596673772613109 -0.119937042072022 -0.474344164407143 0.522187918676623 0.828968395909455 -0.817923947728499 -2.14023262435717 0.708486515429195 -0.75871241196606 -1.63546328679939 0.13217151749928 0.428362807785167 0.819171598479454 -0.802647285362546 1.72230552720902 -1.73675294166192 0.102558087694288 -0.499547584448857
8 -1.20566497382032 1.17286514602555 -1.45026213406107 1.3503877117856 1.40208829778754 -1.45972204013539 -0.636244551458673 0.721663057947294 -1.34853191094009 1.38481659085823 -0.126495458589972 0.0459100657847943 -0.287103055598156 -0.106735366940533 0.148144250599827 -1.15361926895042 -0.647354846287154 0.62025502294013 -0.702096402621631 -1.10905751516041 0.51765756909655 -0.756012247976025 0.640437588919562 1.56264212269169 -1.5778832795454 1.00382963193207 -0.795398434445278
10 -0.477811813086992 0.681344749059817 -0.465691373687738 0.37650092542389 1.35129357048596 -1.30847568353971 0.182857600950323 -0.0926634485932782 -1.46469409700176 1.43426007266956 -0.900388607708145 0.612996600442175 -0.656051256863898 -0.902225479719295 0.832799685929633 -0.868646572098556 -1.07656138573011 1.07995993644644 0.567751973679692 -0.737098835992067 0.797863467714012 -1.79626145402889 1.78874873121092 0.921286940710011 -0.881878532554008 1.06030147588462 -1.07426296286737
12 0.221674446536144 -0.0885679559463027 0.708272646678577 -0.853966770434125 0.901506658237641 -0.86057102416261 0.904639927816322 -0.959393906120153 -1.2065983031412 1.27687700730244 -2.18583824522646 0.820556930992927 -0.909460551257731 -1.49707977720684 1.46502550166298 0.494406759984224 -1.45760380662741 1.38982369133618 -0.857671155938617 -0.390544560234231 0.261684585837635 -2.19853353320174 2.08234729633411 0.0414468300803585 -0.0706578498678388 1.5982483345453 -1.37679831847667
14 0.619079798651778 -0.511760276472085 1.43328898450891 -1.59837892177171 0.355011845057446 -0.35479605458483 1.15501337084009 -0.889022920944195 -0.779427468884929 0.762120741862952 -1.12337476931847 0.62699321474877 -0.634836447000804 -1.13682162842817 1.14586224814881 -0.470330793345801 -1.10088884250218 1.23336968846178 -0.0544817310089238 0.366047952913983 -0.0788944739385117 -0.707936847414347 0.552733590562975 -0.243776167370767 0.141110979032951 0.927233176824619 -1.09563257837136
16 0.921636330527165 -0.856051237853992 1.13839355218321 -1.04015509513975 -0.172186064439341 0.184092700343827 1.11021080230167 -1.0459421690131 -0.256069799665961 0.235463431779032 -0.793814339291447 0.983532740453579 -1.03908712395845 -1.00673537186136 0.912808936755143 0.724176090521659 -0.823933809091751 0.898885679418707 0.972293536399387 -0.139292805368631 0.75076952276899 -0.236386384928388 0.241293300302767 -0.703765849904772 0.569496749569503 0.279313908738822 0.176614027688854
18 0.931261250609979 -0.807332385354418 0.828044267359846 -0.528906797904353 -0.378223498490193 0.458071483888333 0.851886396162093 -0.811644300137015 0.252849620200986 -0.160173763679464 0.0161501006754534 0.927573233022936 -0.866792870830727 -0.654191490039651 0.629686108449967 0.511143950834874 -0.291037666333134 0.417974015411642 1.02074472760486 0.0530865215158071 0.0212317019567773 0.170414068851455 -0.073101399989061 -0.821570085963068 0.807982327029053 -0.570300121259566 0.465751535237116
20 0.867090072621939 -0.722509382403107 0.370458227828427 -0.0598545872893933 -0.687421882934692 0.77831253523976 0.531085792759604 -0.661335726727008 0.697228547730975 -0.630684688174773 1.24093438540273 1.07792224279853 -0.98622344497835 -0.402356891457196 0.329295184722926 -0.050726482370727 0.195144754135313 -0.158594885694584 2.323339926194 3.17976775405882 -3.03827070975378 0.563695184204642 -0.425211892000962 -1.01321887706947 1.10903876830896 -1.47816681672344 1.34288032774189
22 0.662869533714736 -0.702808704279732 -0.0666931495841722 -0.0232423985241732 -0.796648430109175 0.837122051934032 0.30859031276123 -0.411796523611612 0.787947872546386 -0.741701716424013 1.68198789623491 0.514445689328773 -0.339455848230041 0.0924162933697317 0.0127466095321208 1.50230864761329 0.249635775160569 -0.261867850367493 0.691692772608186 -0.0599888452360606 -0.01777111550553 0.1997776498384 -0.428101649406562 -0.962483850434879 0.951935064364347 -0.94026133728052 1.25032591728132
24 0.519736147294807 -0.538735950991818 -0.408335555583159 0.379816658371579 -1.00209687395178 0.914034646791479 -0.110434549603332 -0.0868287878448312 1.01447026571779 -1.09784163877146 0.86644880222775 -0.0958487974134689 -0.00149719958920762 0.58081126685721 -0.510775046158796 1.78419817772951 0.611767854594562 -0.853760119533286 -1.06652069966402 -0.0367222965899485 0.123074551871089 0.401471975629061 -0.426806687084629 -0.831040403466071 0.869535156041093 -1.35367856961123 1.54421376072049
