Probe	1	3	5	7	9	11	13	15	17	19	21	23	25	27
1	1.73434305811013	1.35945212937683	1.07901677797564	0.481204922112353	0.264816724011123	0.403813854512187	0.535400109296701	1.0911596727786	1.43883593223513	2.0169485680847	2.10019407490908	1.78337096604984	1.41498843844045	0.804215158566646
2	0.590925435131603	0.696696570597801	0.816201918328901	2.25826057268724	3.98858661112369	2.56671993387835	1.75945913399956	0.851489457915908	0.704391485227106	0.516820987541067	0.500448423240371	0.582976745488671	0.639288968614652	1.18669288559749
3	0.780752029577419	2.02664110599507	1.004923812739	0.344869147709572	2.80902108638187	0.82337697441839	1.16602419562617	2.59589063808797	0.660207399596276	1.38062539539919	1.75174037244673	0.950662789155102	0.437253328453563	0.334980712315876
4	1.96769861979876	1.71673923511853	1.62374924967851	1.91005389025581	0.413768109403515	0.24540571973043	0.565834758080307	0.565178514814805	1.00312344774125	0.793403464336328	1.041568210738	1.56532486034139	1.36801284106962	1.67115646145164
5	0.551364549270657	0.604978048961495	0.588496370645647	0.540622319898456	2.47239556103633	3.85275957517987	1.72223710081565	1.78858645215325	1.03591541867922	1.26701861351582	1.01209106516514	0.630855788879061	0.697095132444677	0.529878277010743
6	0.541137367531158	0.442726589089865	0.454940828689004	0.914370787601828	1.87443874870024	2.44159859620025	3.16275941972254	2.08568256849049	1.66990187548604	0.920441108730286	0.719011249558677	0.701623780521714	0.586164445922747	0.750066772066817
7	1.80812497741541	2.42709212428238	2.26419558911911	1.16460681095326	0.549879941966992	0.429396129423008	0.304617630728982	0.4842592275176	0.616433859960621	1.09228936911813	1.4495852682364	1.33643737559121	1.5439998056292	1.18519160691907
8	1.80839748419305	1.46358704277476	1.35668944126293	0.283643117113402	1.58484640494457	1.9421164123691	0.320086659814145	1.10620381494168	0.564241261389696	1.88129308305401	1.81890983254744	0.745226886149341	1.31360125786075	0.547370014294853
9	0.768575688560479	0.720051297279624	0.88419190100982	3.70571148950837	0.60528619607173	0.422663083621845	2.33717757119086	0.683302056820841	1.76003291934958	0.429640359551702	0.730596894356585	1.25122839267188	0.847463539187789	2.10210202729757
10	1.29233808042341	2.1254193297279	2.27125624174805	2.23341940076827	1.5375293764643	0.677333256583228	0.372536443122717	0.35867678994153	0.45619370072281	0.626145589970303	0.849046914975838	0.94959589570565	1.38157247173886	1.62036723440545
11	0.781052807123013	0.488824793354868	0.416455954442011	0.459021293260446	0.6711685074765	1.73658024738824	3.20161272875958	2.7111408427264	2.09273415123168	1.34469685044418	1.07025919510474	0.93516748801678	0.717199592635267	0.626766510912102
12	2.08573222605566	1.96721725099469	1.91123574164031	1.28585264018587	0.447861243686808	0.320743999648279	0.416444134325463	0.54105028340984	0.727469522199706	0.945271236946544	1.19772026577582	1.52468284347223	1.54838629638734	1.60542431694007
13	0.526973129703679	0.52021905765635	0.580557055414495	0.808969896183771	2.62111175791266	3.10566037451068	2.38283362305736	1.92395439594598	1.1947846642178	0.917027089172119	0.80257906295342	0.62420852259091	0.613261996569688	0.599660743967802
14	1.33094872461897	1.50095889454686	1.3207148551671	3.58492047657955	0.823373826152128	0.3166790852068	0.768328085088229	0.437757657309814	0.935774530399589	0.470529357678658	0.647486839031566	1.41387480017488	1.0708424320335	2.23644896631662
15	1.32477568448488	0.840413067379689	1.00270922407482	0.249025013328472	1.5895382604992	2.83895599713223	0.492985458592787	1.40465686144265	0.827679020492677	2.18293263193463	1.70044216076185	0.697555829600196	1.21863250420236	0.391065056289646
16	0.198931824511277	2.78299433343556	1.27766896974713	1.56765483393662	3.16083608024054	1.48481229681371	0.754496623063263	0.611973281905596	0.608122021206934	0.668523536379495	0.923620048802937	0.624250866960685	1.45094397127662	1.09112639421892
17	1.2975408192225	1.61534684941069	1.49509461734624	0.30604602106158	0.266991673864581	0.659074579434678	0.497959980465693	1.41803556953222	0.750683309076969	2.28426753237512	2.53465907778789	1.21271527570861	2.14606768538612	0.741853889566261
18	0.553560651958297	0.527103347915872	0.676728110856157	4.78039270388418	3.20452134507593	1.22936203702972	2.04755906438903	0.629502538198145	0.951997065453132	0.724385707738057	0.46826816564119	0.680050494775281	0.620574462248108	1.53090821419535
19	0.308866117840416	1.37813904998901	1.09949249070731	0.414020170414561	2.02714874374274	2.6426732434661	0.407194189180079	1.02024057569625	0.982374895596359	1.51291623903988	2.81266622055002	1.20978126146979	1.18367015618004	0.387384096967364
20	2.04438736367816	0.666060367763012	1.03876629342063	2.16013804934096	0.669093870672182	0.215626014445091	1.40716455383168	1.10097667860628	1.70460925425676	0.479504915074608	0.438525513830606	1.57932218689409	0.909688817898909	2.84338904603224
