Time antiquewhite3_01 antiquewhite3_02 antiquewhite4_01 aquamarine_01 aquamarine_02 aquamarine1_01 aquamarine1_02 bisque1_01 bisque1_02 blanchedalmond_01 blanchedalmond_02 blue3_01 blue3_02 burlywood_01 burlywood_02 coral_01 darkseagreen2_01 darkseagreen2_02 dodgerblue_01 dodgerblue_02 dodgerblue3_01 firebrick_01 firebrick_02 firebrick1_01 firebrick1_02 firebrick2_01 firebrick2_02 goldenrod2_01 goldenrod2_02 green3_01 green3_02 ivory_01 lightseagreen_01 mistyrose3_01 mistyrose3_02 orange2_01 orangered4_01 palevioletred1_01 palevioletred1_02 rosybrown2_01 sienna4_01
-2 0.794389296069478 -0.758951996891687 -0.35706368032775 0.976509268940446 -0.858921584586029 -0.885933226713351 0.854494400134732 0.854711815722013 -0.37974075281914 0.369983533767527 -0.35650800234724 1.06055395127146 -0.924198693995574 0.412454991863724 0.405748098334079 -2.3296540022658 0.375779924913455 -0.853186697509079 -1.69494647676943 1.031668579206 1.35064572798255 0.414257804667023 -0.218790149385445 0.304890245091671 -0.239760991070849 -0.793346438818771 0.768378428972415 -0.178706413666889 0.213535881804707 1.60798643209264 -1.76709575560974 0.17694047023712 0.565386994747775 -0.743628577413684 0.866973223107088 -1.33450196454077 -3.08927488480387 0.633919948613488 -0.663331298099721 -0.557137812992084 0.30665690329284
0 0.443025350386876 -0.521397633064877 1.01909062731282 0.779670917166643 -0.725045298333056 -1.17551207406924 1.27922886939673 0.549508548579102 -0.473828405423088 1.08774750253854 -1.03261063390628 0.97615629143712 -0.942808843083029 0.585884467667843 -0.25082950058546 1.47663797114428 0.691843975568014 -0.923842239461376 0.46272145887598 -0.586275154339407 -0.185075164995279 -0.875611425434072 0.742242725512931 0.235234938870135 -0.415701754466937 -0.977233904184812 1.10480236898049 1.19611797796538 -1.06066701723019 1.08398121039407 -0.640292704656607 1.71143542102353 -0.17507906902821 -1.26207834751573 0.816915312051503 0.914538700083376 0.151665282454546 1.00964952239572 -1.04249853010061 -1.64754229095356 -1.4241668200113
2 0.109717297925148 -0.29300199350436 0.00708612911557826 0.699328859015517 -0.764894576934897 -1.13624917970398 1.17899858858684 0.440090512336442 -0.177568575282651 1.18349047920417 -1.26376417473058 0.934505738712809 -0.78449023706672 0.401319019619035 0.00390329906575335 0.353514097970186 0.580236788541626 -0.563351776458932 0.136837750935649 0.0548711063605148 -0.533744945978815 -0.145545626947485 0.298864245476469 0.434500125992599 -0.777031140801564 -0.909166184888523 0.879692413408946 -1.77974268617552 1.16927357305397 0.545953197096254 -0.59072938059573 -0.187369540484551 0.187474488721429 -1.12853644419665 0.956994033155379 1.6581384048256 -0.5961236183362 1.23399660675658 -1.25428222070973 -0.72280325049059 -1.60084157911006
4 -1.05527669536846 1.17521196318549 -1.53587902505442 0.933613343029622 -0.887307019303892 -0.129148781946506 0.2198429612027 -1.81785123890547 1.88975056381037 1.15925419186524 -1.1233670153905 0.362725318051241 -0.305842077565183 1.84194111632835 -2.00563743374854 0.648607941987993 -1.70817948325993 2.25712913884929 -1.27222703960672 1.11112351458108 0.529213622436271 1.04429910749459 -1.23633186456271 0.203322581885298 -0.0662428906475624 0.834467645116811 -0.702194150823901 -0.451843116697859 0.844651143205884 0.220171716163273 -0.113909354844633 0.956949857101661 -0.88058074960453 0.533819703385313 -0.506282136851102 1.44106084018929 -0.345571328483262 0.916070829354066 -0.787325193938895 0.384581934814484 -1.15915468136317
6 -1.91693385912431 1.99587760600548 1.49006745433415 -1.27310563910068 1.30590957992987 0.906458683246603 -0.862811432679252 0.66434302865355 -0.724310645022042 0.620613975248291 -0.575253071561041 -1.15887626897072 1.39017886803071 -0.280380506661386 0.668607742847786 1.66030621956509 -1.90513334271826 1.6801088795722 1.01945195164985 -0.579719466602189 -0.790404645869473 -1.58931992180205 1.59215050937137 -2.21855602726683 2.40549573382742 1.59899041656148 -1.27918759617258 -0.715041603617052 0.526528003312608 0.227168317229668 -0.343621032363696 2.06225023949946 -2.45601368762962 0.144160625452707 -0.813303991325351 -0.387721450111105 0.163613408514985 0.471207219715605 -0.716093509953242 1.78526284016302 0.138815882149022
8 -1.30823768572085 1.35992588568822 -0.280374990358467 -2.02675922025263 1.9458921599092 1.28782603780625 -1.21961890808611 0.95762967990954 -1.24241998536112 -0.562062262085983 0.796249079210696 -1.64050581868743 1.63490006964815 -1.65890650590713 1.50536048794533 0.570280563637588 -0.601486368208355 0.29790984013041 1.40199805223114 -2.21339685071692 -0.271637280760289 -1.60546470760963 1.52579488682045 -1.56484830056198 1.62497033448004 0.848350074107626 -1.03335172885243 -0.684254533672283 0.743741114960167 -1.61041658850216 1.92399600023916 -1.75879972575962 -0.281164923693286 1.07766902994769 -0.606648248517548 -1.61859062306484 0.505687562735297 -0.430709210352017 0.425332547176115 2.29040663319125 0.719486923720264
10 -0.901310661396545 0.815132005783595 0.221597725543307 -0.821547293604071 0.784283772597602 1.66118381915798 -1.71492865001171 -1.6434655436553 1.22476734958685 -1.4245465317536 1.67879880813897 -1.26380512279568 1.25267822153669 -0.380205604699573 -1.02038300229122 -0.406413651260369 -1.00589829296279 1.03390506880016 -1.29621112114787 0.492791047206678 -2.53556953922978 1.22064800119537 -1.42721788496023 -0.536658766450839 0.926074774713393 1.62664276416985 -1.73338211056268 -0.392963636478619 0.57612784770457 -0.634131080809089 1.0842638699063 -0.135545992835061 -1.53651693801567 2.31925911339093 -2.02637403590567 0.665637653971715 0.309441082137358 -1.55548165963178 1.58405402990064 -0.0515866459372177 1.36140521511241
12 0.125862231148638 -0.231939426529744 1.37622960552058 -0.823221472030957 0.838819853350425 1.06051960286616 -1.04614855536798 0.1456172225669 -0.549404625383809 -1.479243703703 1.43890006257619 -0.886165415336328 0.944074602890529 -1.19179568021191 0.490217742719234 -0.708459427106243 0.503893721113493 -0.667715899884302 0.0289093840004893 0.138783909396905 1.00560792388426 0.173994246149576 -0.166417577777684 -0.201806927033232 0.29474854506783 0.692515003292596 -0.628830007665654 -0.443391932825705 0.203786946872494 -1.14307812478568 0.60253266567137 0.139089783161803 0.538464268729878 0.549806483039757 -1.00185545630138 -0.897269923152044 0.462733851789891 -1.3731082164351 1.26852420564485 0.529871881414095 1.72064389194654
14 0.524902093644962 -0.505550625091998 -0.599008786528327 0.00449915977365048 0.0509062134168371 0.739763331496463 -0.69798198537791 -0.825615924841762 0.815602413032026 -1.13228156932172 1.065389051651 -0.459041288230575 0.256750625018691 -0.0957671324492967 -0.272856705573084 -0.717567261798151 -0.41372368885808 -0.0709709684788688 -0.0256544015056194 0.769441069717278 0.418438327436293 1.08891119113464 -0.927946739453862 0.571519213189069 -0.788078248389412 0.212836264521814 -0.381636929486993 -0.588687649117892 0.31102523112684 -1.2093418373325 1.03996676051702 -0.562236210664336 0.465221724271995 1.10112626738459 -1.34558644554973 -0.798404024769223 0.239143340437925 -1.38309884807894 1.40918176689863 -0.614441759405502 1.26717867692641
16 1.01217429589178 -0.952263437381417 0.465321926756005 -0.333873397971437 0.34143771897731 -0.119602676257011 0.127355105423153 0.91172462107322 -1.21879857132622 -0.675429946504185 0.427280967089955 -0.081199737986897 -0.124963742924137 -1.08764335523624 1.1262676076198 -0.580949741419537 1.19173162838368 -0.465170012954387 0.597332116525666 -1.06038249149501 0.763476131534584 -0.471231365019804 0.551335379875985 0.387213470694776 -0.38409309285073 -0.755029167300036 0.794835866296964 0.561229802835535 -0.747674895722289 -0.581756924487603 0.274833443952392 -0.908538754597324 1.06396350595452 -0.340223857161369 1.23915379180536 0.592529562772246 0.514325771606737 -0.605541852605193 0.522799522338301 0.350627309694401 0.138815882149022
