Hour	leaf +1	internode 1	internode 5
-2	-0.485	-0.6026	-0.7658
0	-0.6912	-0.8381	-1.1061
2	-0.9281	-1.1567	-1.0806
4	0.4791	0.3219	0.5276
6	1.0563	0.4398	1.0041
8	1.0416	0.7947	1.1854
10	1.1182	1.0869	1.0054
12	1.1397	1.5613	1.2173
14	1.065	1.2402	1.0492
16	0.5489	0.8883	0.617
18	-0.1724	-0.1043	-0.1501
20	-1.082	-0.8401	-1.187
22	-1.4112	-1.1617	-1.5061
24	-1.6789	-1.6296	-0.8104
