Hour	leaf +1	internode 1	internode 5
-2	1.224880668	0.720589538	
0	1.062521799	1.348061581	
2	1.214104637	1.414704854	
4	0.080035123	0.760575502	
6	-1.716975826	-0.519487971	
8	-1.544559328	-1.200274632	
10	-1.002165762	-0.697886885	
12	-0.876445399	-1.322795725	
14	-0.653740756	-1.40994462	
16	-0.067165462	-0.84040096	
18	0.478101712	0.016221412	
20	0.444696015	0.053131532	
22	0.625733338	0.712387289	
24	0.730979242	0.965119084	
