ProbeName	ZT23a	ZT01a	ZT03a	ZT05a	ZT07a	ZT09a	ZT11a	ZT13a	ZT15a	ZT17a	ZT19a	ZT21a	ZT23b	ZT01b
GS1_SS_01806_08712	0.0175	-0.27795	0.071	-0.0115	0.054695	0.23465	0.0826	-0.074	0.098	0.1289	0.204796	0.3215	0.016	0.1141
GS1_SS_01807_08213	0.0039	0.05425	0.00952	0.1835	-0.7125	-0.6115	-0.13245	-0.15235	-0.023	0.033	-0.01125	0.1062	0.207695	0.13595
GS1_SS_01808_13897	0.0127	-0.02474	-0.017	-0.178	0.3715	0.371	0.27005	0.23315	0.019	0.0605	-0.10355	-0.2425	-0.1952	-0.0917
GS1_SS_01809_17429	-0.259	0.0045	-0.1695	0.12955	0.081	0.2855	0.4825	0.1911	0.604	0.08285	0.0545	0.09265	0.00065	-0.13125
GS1_SS_01811_20552	0.213	0.008	0.0835	0.0996	-0.203	-0.24565	-0.0175	-0.1722	0.13235	-0.0165	0.0495	0.2145	0.12915	0.0494025
GS1_SS_01812_21497	0.227	0.0275	-0.032	0.1494	-0.2535	-0.4456	0.21256	0.035	0.1816	-0.229	-0.05025	0.1598	0.038	0.171
GS1_SS_01813_10587	0.178	-1.535	-0.91	1.481	-2.79	-2.388	0.137	-0.792	0.3	-1.4905	-2.215	-0.795	-1.335	0.7337
GS1_SS_01814_00696	0.41	-0.07125	0.0229	-0.0766	-0.36	-0.16595	-0.356	-0.0748	-0.1144	0.0385	0.10885	-0.063	0.0002265	0.126
GS1_SS_01818_00758	-0.23	-0.27	-0.19235	-0.31265	-0.32405	0.14675	0.16615	0.1584	0.243	0.25176	0.1873	-0.136	-0.0275	-0.333
GS1_SS_01821_00707	-0.038	-0.14625	0.3115	0.2163	0.0802	0.0631325	0.029	0.11355	0.5155	0.06	0.1415	0.0635	0.004	0.01855
GS1_SS_01822_03703	-0.142	0.4185	-0.7165	-0.0098	-0.4265	-0.327	-0.255	-0.3143	-0.281	0.227	-0.0856	0.0237	0.266	0.8125
GS1_SS_01825_10710	-0.261	0.3405	-0.3436	-0.084	0.19555	-0.1304	-0.13645	-0.1662	0.00195	0.053215	0.048	0.0305	0.0398	0.0772
GS1_SS_01826_12012	-0.292	-0.1955	-0.269	-1.0315	-0.9305	-0.398	0.10215	0.15255	0.0391	0.7375	0.385	-0.1225	0.2875	-0.6271
GS1_SS_01828_19341	0.19	0.092	0.1	-0.8915	-0.25025	0.6135	-1.195	-0.2797	-0.683	0.0535	0.577	-0.3135	0.2035	-0.68
GS1_SS_01829_15967	-0.0591	0.08835	0.07335	0.1478	0.2985	0.1466	0.0949	0.18755	-0.1311	-0.17965	-0.0353	-0.2895	-0.1774	-0.0945
GS1_SS_01834_12074	0.231	0.0282	-0.07095	0.16215	-0.4925	-0.6515	-0.07395	-0.0144	0.07659	0.09805	-0.0495	0.1721	0.0198	0.3875
GS1_SS_01840_13597	0.125	0.3425	0.2147	0.02695	0.0016	-0.0656	-0.08585	-0.223	-0.11745	0.0155	0.09665	0.077735	0.2455	0.0275
GS1_SS_01844_08215	-0.136	-0.0405	-0.003	-0.135	0.0654	0.3575	0.1523	0.06035	0.268	0.12685	0.03343	0.1775	0.08895	-0.01431
GS1_SS_01845_05193	-0.0773	0.10045	0	-0.060445	0.13555	0.15575	0.02485	-0.1545	0.1145	-0.031	0.132	0.1755	0.178	0.0235
GS1_SS_01850_06190	-0.057	-0.6668	-0.0385	0.0721	0.329	1.1045	0.687	-0.0445	0.598165	-0.2065	0.3705	-0.261	-0.2135	-0.195
GS1_SS_01853_06264	-0.188	-0.751	-0.628	0.527	1.044	0.6605	0.4305	-0.07285	-0.1	-0.458	-0.517	-0.3735	-0.448	0.1494
GS1_SS_01856_21219	0.0122	-0.6395	-0.2625	0.2945	-0.5185	-0.484	0.3745	-0.173	0.16905	-0.177	-0.488	0.1455	-0.137	0.2397
GS1_SS_01857_18101	0.214	0.1856	0.1415	0.0455	0.06865	0.032	-0.0035	0.051495	0.168	0.16895	0.205	0.22833	0.0525	-0.1532
GS1_SS_01858_07474	0.144	-0.135	-0.3365	0.347	0.6175	0.0146	0.1397	-0.10695	-0.095795	-0.221	-0.2383	0.006	-0.01387	0.492
GS1_SS_01867_08709	-0.148	-0.184	0.16345	0.6385	-0.628	-0.949	-0.3995	-0.578	-0.00665	-0.1224	0.01585	0.183	0.1834	0.276
GS1_SS_01869_10284	0.319	-0.05945	-0.06085	-0.05713	-0.168	-0.01095	0.20755	0.23	0.2375	0.2075	0.22785	0.1547	0.19965	0.1235
GS1_SS_01873_01770	0.586	-0.2155	0.8305	0.21	1.05	0.8595	-0.41155	0.069	-0.5825	-0.0075	0.28315	-0.2484	-0.257	-0.29255
GS1_SS_01877_07548	-0.0268	-0.1056	-0.0295	-0.13775	-0.1142	-0.027	-0.16595	0.120095	-0.0035	0.039	0	-0.06325	0.007	0.0287
GS1_SS_01878_17963	0.159	0.3495	0.1418	0.01035	0.18105	0.07984	-0.2365	-0.0785	0.03845	0.0447	0.2055	0.2465	-0.0726	0.1836
GS1_SS_01879_06629	0.181	-0.1295	0.09005	-0.0092	-0.0438	0.0499	0.1805	0.12615	0.15195	-0.05736	-0.00075	0.0274	0.2655	0.171
GS1_SS_01881_06770	0.519	0.479	0.389	0.00585	-0.4645	-0.623	-0.633	-0.3755	-0.3105	0.1137	0.2475	0.26185	0.2985	0.19205
GS1_SS_01883_08769	0.0409	0.0354	0.456	0.46965	-0.5775	-0.4375	0.1894	-0.134	0.3905	-0.0625	0.0191	0.2408	0.2435	0.028
GS1_SS_01884_21005	0.0241	0.10735	0.18715	-0.04635	0.0235	-0.3495	0.0049	-0.12895	-0.1325	-0.1595	-0.1099	0.14476	-0.0222	-0.0026
GS1_SS_01885_02262	-0.00767	0.0705	-0.18	-0.4215	-0.32945	-0.148	0.2075	0.1505	0.09905	0.084	-0.353	0.064	0.1048	0.248
GS1_SS_01888_14274	0.214	-0.07315	0.4025	0.207	-0.5425	-0.3385	-0.0885	0.14075	-0.03485	0.10435	0.1013	0.2475	0.1759	0.041
GS1_SS_01889_16710	0.418	0.5415	0.7615	0.9585	-0.0517	-0.417	-0.7135	-0.8595	-0.7055	-0.867	-0.5555	-0.181	0.100265	0.438
GS1_SS_01890_00294	0.0463	0.2415	0.1175	0.2845	0.232	-0.04745	-0.03428	-0.171	0.2495	-0.04635	0.0965	0.225	0.00995	0.002
GS1_SS_01896_08344	0.26	-0.047545	0.583	0.2131	-0.5025	-0.322	-0.0919	-0.09565	0.0666345	0.0205	0.285	0.4125	-0.008	0.178
GS1_SS_01899_08537	0.126	0.04385	-0.0055	0.32	-0.0115	-0.21735	0.0608	-0.199	0.244	-0.0405	0.08825	0.2705	0.13965	0.207
GS1_SS_01900_09494	-0.703	-0.307	-0.12725	-0.3105	-0.0278	0.314	0.10535	-0.137	-0.0945	0.2675	0.3165	0.1636	0.21	-0.00985
GS1_SS_01901_14418	-0.391	-0.6235	-0.0295	0.468	-0.1305	0.0045	0.4035	0.046	0.5685	-0.166	-0.3015	0.1285	-0.2015	-0.003
GS1_SS_01904_02882	0.533	-0.1835	0.2867	0.1555	0.3595	-0.015	0.275	0.158	0.2935	-0.0569	0.074	-0.192	-0.18425	0.25715
GS1_SS_01906_06557	0.108	0.389	0.2792	-0.2379	0.2395	0.1499	-0.351	-0.2245	-0.161	0.1995	0.3115	0.1699	0.2027	0.04
GS1_SS_01908_00498	-0.0947	-0.10445	0.02215	-0.1511	-0.2545	-0.0861	0.474	0.0615	-0.1791	0.04085	0.0044	0.2945	-0.1165	-0.1035
GS1_SS_01909_11036	-0.396	-0.8565	-0.2205	-0.048	0.2811	0.1717	0.493	0.2485	0.161	0.4665	0.0555	0.10855	-0.561	0.028
GS1_SS_01913_07903	0.0788	-0.2115	-0.14885	-0.10315	-0.409	-0.3295	0.3175	0.1065	0.214	-0.0124	-0.04415	0.10205	-0.0461	0.1865
GS1_SS_01914_13247	-0.476	-0.6845	0.048	-0.198	0.918	0.6895	0.4755	0.4375	0.0165	-0.707	-0.363	-0.02785	-0.1555	-0.26585
GS1_SS_01917_10349	-0.357	-0.366	-0.21775	0.004	-0.096	0.223	0.35	0.11945	0.354	0.11485	-0.076	0.144	-0.0977	-0.0305
GS1_SS_01919_08613	-0.0358	0.18925	0.18995	-0.0392	0.073605	0.0721	-0.08395	-0.148	0.0179	-0.0338	0.1336	0.0115	0.024895	-0.08985
GS1_SS_01923_06722	-0.0899	0.31907	0.1375	-0.21075	0.00865	-0.2514	-0.08175	-0.324	-0.506	-0.03845	0.08255	-0.0545	0.163	0.0332805
GS1_SS_01924_10582	0.0313	-0.127	0.0875	0.5657	-0.2134	-0.3515	0.672	0.6065	0.3325	-0.017	-0.34385	-0.1935	-0.5685	0.21235
GS1_SS_01925_01073	-0.33	-0.426	-0.2545	-0.1265	-0.23895	0.158	0.671	0.4145	0.28	0.0787	-0.192	0.0405	-0.10755	-0.137
GS1_SS_01926_15991	0.00857	-0.2339	-0.171	-0.0862	-0.20655	-0.0066	0.1245	0.04375	0.07955	-0.04951	-0.0885	0.0375	-0.00765	0.1651
GS1_SS_01927_14150	-0.0282	-3.41	-1.50075	-0.8635	1.0815	1.0215	1.1	1.2	-0.7035	-1.43	-1.525	-1.675	-1.6	-0.8185
GS1_SS_01931_02434	-0.403	-0.13335	-0.017	-0.00995	1.0105	0.9815	0.33555	0.24465	-0.066	-0.29	-0.417	-0.7565	-0.202	-0.8085
GS1_SS_01932_15183	-0.281	-0.3545	-0.437	-0.428	-0.10555	0.377	0.3175	0.4085	0.3155	0.215	0.1082665	-0.08555	-0.01761	-0.3065
GS1_SS_01934_12145	-0.151	0.21155	0.103665	0.09705	-0.015165	0.105	0.00415	-0.10265	0.1965	0.1625	0.1129	0.213	0.22935	0.08855
GS1_SS_01937_17127	0.0326	0.035495	0.05055	0.0363	0.07695	-0.14115	-0.09485	-0.1805	-0.259	-0.037	-0.10515	-0.00662	0.045	0.174
GS1_SS_01939_01247	-0.128	0.014	0.14805	-0.2245	0.09745	0.4905	-0.05005	0.1575	0.145	0.2085	0.3445	0.1485	0.0115	-0.13005
GS1_SS_01941_08126	-2.48	-0.3875	0.383	-0.755	-1.0945	-0.614	0.308	0.19515	0.1585	0.6593	-0.0295	-1.1895	0.01	-1.0445
GS1_SS_01942_00806	-0.174	-0.327	-0.266	0.005	-0.1645	0.2336	0.1545	0.1925	0.366	0.1259	0.07	0.0632	-0.0411	-0.04545
GS1_SS_01943_17833	0.0665	0.0496	0.16635	0.21	-0.257	-0.4385	-0.06985	-0.1839	0.0193	-0.037	-0.0717	0.15315	0.11635	0.06015
GS1_SS_01946_13336	-0.109	0.0895	-0.181	0.2355	-0.5985	-0.4805	0.047	-0.103	0.2051	0.013	0.01	0.1118	0.0729	0.0715
GS1_SS_01947_12606	0.118	-0.63	-0.28185	0.0035	0.2455	0.0635	0.07145	0.2779	0.14775	0.049	0.1433	0.277	0.172595	0.018
GS1_SS_01950_09713	-0.178	0.04435	-0.1821	0.06625	0.07295	-0.0597	0.09065	-0.09264	0.04415	-0.0265	-0.0025	-0.017205	-0.02065	-0.1012
GS1_SS_01951_05112	-0.111	-0.056	-0.224	-0.08995	-0.29895	-0.2355	0.08865	-0.0083	0.2745	0.207	0.1305	0.2522	0.09155	-0.0265
GS1_SS_01952_10608	0.102	0.14725	0.089	-0.2365	0.035415	0.078	-0.064	0.0875	-0.0655	0.24145	0.16525	0.159	0.081	-0.04365
GS1_SS_01957_10309	-0.176	-0.004	-0.0429	-0.236	-0.321	-0.3015	0.0627	-0.08935	0.0474	0.22	0.01655	0.0965	-0.0678	-0.0675
GS1_SS_01959_11855	0.0509	0.024	0.1067	0.2805	-0.446	-0.1151	0.087	0.1787	0.4555	0.2002	0.1879	0.3105	0.21055	-0.1435
GS1_SS_01960_18681	-0.15	0.16725	0.005	-0.08825	0.327	-0.0667225	-0.05335	-0.05855	-0.2375	0.08875	-0.13515	-0.1324	-0.07645	0.0112
GS1_SS_01962_00864	0.152	0.2509	0.254	-0.07165	0.09399	-0.214	-0.243	0.01941	-0.0459	0.0464	0.19	0.1058	0.10545	0.0515
GS1_SS_01968_12523	-0.0987	0.18	-0.0447	0.0675	-0.07615	-0.2092	-0.0901	-0.13	0.0115	0.17655	0.024	0.14095	0.139915	0.0465
GS1_SS_01969_13542	-0.0115	0.0665	0.0375	0.12255	0.4325	0.61	0.376	0.0755	0.1455	0.0455	0.191	-0.046	-0.0866	-0.19117
GS1_SS_01972_09933	0.0768	0.181	-0.19	-0.17421	-0.1565	-0.0458	-0.09245	0.17365	0.143	0.1505	0.454	0.2895	0.404	0.1525
GS1_SS_01974_11102	-0.146	0.1875	0.56	0.114	-0.10565	0.0395	-0.1115	0.0063	-0.0765	0.0185	0.1937	0.021	0.14495	-0.0695
GS1_SS_01982_08238	0.592	0.20435	0.19065	0.1955	-0.271	-0.4265	0.10925	-0.0245	-0.0095	-0.0482	-0.042455	0.20385	0.313	0.4285
GS1_SS_01983_12769	0.342	0.652	0.292	0.2267	0.1675	-0.2875	-0.5365	-0.4345	-0.181	-0.0265	0.184	0.0305	0.2355	0.1505
GS1_SS_01986_15264	-0.0207	-0.226	-0.2635	0.3815	0.04225	-0.2885	-0.0635	-0.0505	0.212	-0.35745	-0.063	0.0685	-0.13895	0.2935
GS1_SS_01987_13511	0.0102	0.2099	0.264	-0.0035	0.1925	0.08025	-0.2715	-0.228	-0.242	0.00615	0.0755	0.024	0.03845	0.0624
GS1_SS_01988_14366	-0.0502	-0.2215	-0.066665	-0.00285	-0.11715	0.10275	0.4095	0.4095	0.418	0.208	0.308	0.07505	-0.0245	-0.158
GS1_SS_01990_03904	-0.423	-0.296	0.0355	0.362	0.10945	-0.0825	0.1685	0.055	0.2535	-0.30415	-0.238	-0.101	-0.231	0.031
GS1_SS_01991_16034	0.441	0.368	0.263	-0.271	-0.4755	-0.32905	-0.8455	-0.304	0.0859	0.3123	0.364	0.1035	0.30525	0.0235
GS1_SS_01995_16281	-0.117	0.086305	0.075235	0.1705	-0.061	-0.286	-0.00705	-0.1875	-0.05795	-0.07945	-0.0857	0.1692	0.02085	0.0305
GS1_SS_01996_09312	0.275	0.13575	0.2865	0.1516	-0.367	-0.41	-0.379	-0.175	-0.1609	0.0268	0.0795	0.17765	0.1835	0.464
GS1_SS_01998_09521	-0.0653	-0.0545	-0.113	0.13165	0.13615	0.09995	0.1134	0.1705	0.3265	0.112655	0.084685	0.0008	-0.09885	-0.1775
GS1_SS_01999_02681	-0.0809	0.395	0.0345	-0.19985	0.28	0.0353	-0.12365	0.0423	-0.11615	0.0804	-0.01229	-0.15065	-0.075	0.16955
GS1_SS_02000_01401	0.127	-0.396365	-0.101275	0.0465	-0.28465	-0.132555	0.248	0.3575	0.148	0.184	0.0315	0.179	-0.1713	0.206
GS1_SS_02005_20923	-0.00743	0.05341	0.14575	0.7	0.335	0.4055	0.0855	-0.8005	-0.369	-0.3365	0.0825	-0.2573	-0.0165	0.0905
GS1_SS_02006_19785	0.219	0.16655	0.149	0.6515	-0.109	-0.02	-0.406	0.29065	0.00395	-0.547	0.2375	0.01545	-0.0205	-0.0585
GS1_SS_02008_10627	-0.19	-0.047	0.15	0.22335	-0.17955	-0.1775	-0.06215	-0.02	-0.0555	0.224	0.109	0.0725	0.182	0.131
GS1_SS_02010_10791	0.0964	-0.03778	-0.1	0.277	0.2095	0.08325	0.345	0.04385	0.0497	0.03005	0.0258	0.161	0.12885	0.15655
GS1_SS_02011_04430	0.131	0.206	0.44955	-0.325	-0.134	0.4265	-0.18385	0.0125	0.323	0.248	0.3855	-0.0395	-0.24505	-0.1645
GS1_SS_02016_05946	0.121	0.0693	-0.31265	-0.27175	0.0663	0.10375	0.01965	0.0955	0.07435	-0.02705	0.0974	0.12865	0.2007	0.414
GS1_SS_02018_16242	0.333	0.1333	0.10144	-0.347	-0.245	-0.2635	-0.152	0.157	-0.094	0.125	0.10245	0.1545	0.2145	-0.0405
GS1_SS_02019_21891	0.00581	-0.0856	-0.19545	-0.15845	-0.615	-0.207	0.1925	0.06665	0.4165	0.156	-0.001	0.242575	0.1327	0.0942
GS1_SS_02026_18921	0.33	0.2705	0.19	-0.2955	-0.17435	0.0378	-0.3975	0.2565	0.243	0.378	0.487	-0.0105	0.12385	-0.1515
GS1_SS_02028_20679	-0.0728	-0.406	-0.16415	0.0959	0.10295	0.188	0.556	0.1794	0.2214	-0.04205	0.236	0.08495	-0.173	-0.16565
GS1_SS_02029_09295	-0.0571	0.3735	0.43155	0.0915	-0.2001	-0.2007	-0.25425	-0.27305	-0.1045	0.053	0.18345	0.11885	0.0695	-0.059
GS1_SS_02032_08594	-0.0315	-0.3355	-0.2534	-0.07205	-0.00285	0.318	0.16455	0.16635	0.3015	0.2555	0.27	0.118	0.019	-0.0175
GS1_SS_02033_04411	-0.17	0.188	0.4635	0.2815	0.2565	-0.063	0.052	-0.0444	-0.3045	-0.468	-0.1645	-0.2962	-0.0385	0.1178
GS1_SS_02034_17140	-0.794	-0.35	-0.231	0.1062	0.508	0.7565	0.568	0.17655	-0.0464	-0.043	-0.12515	-0.392	-0.26585	-0.295
GS1_SS_02035_15470	-0.257	-0.022	-0.0135	-0.0505	-0.0335	-0.16065	0.278	0.10455	0.1935	-0.1245	-0.0204	0.1714	-0.09195	-0.22835
GS1_SS_02036_11692	0.181	-0.4015	-0.014	0.227	-0.4905	-0.4515	0.29275	-0.0975	0.062	-0.19485	-0.4495	0.287	0.1375	0.4
GS1_SS_02042_14306	0.316	0.435	-0.09265	-0.082474	0.486	-0.186315	-0.084	0.19865	0.1825	-0.5623	-0.0525	0.2015	0.1955	0.0425
GS1_SS_02045_18119	0.139	0.03278	0.0285	0.293	-0.4385	-0.316	0.0585	0.013	0.1334	-0.113	-0.0721	0.1807	0.058	0.18225
GS1_SS_02046_16162	0.0126	-0.056	0.0245	0.3289	0.45	0.33555	-0.024	-0.41435	-0.2373	-0.2365	-0.213	-0.012	0.2905	0.1587
GS1_SS_02048_07992	0.425	0.4445	0.3225	0.276	-0.3545	-0.6335	-0.3285	-0.2895	0.1403	0.1015	0.14985	0.2245	0.16415	0.186
GS1_SS_02049_20399	-0.273	-0.853	0.4575	0.024	-0.6555	-0.095	0.4055	0.2485	0.31	0.0985	-0.137	0.8545	-0.4935	-0.21
GS1_SS_02054_10212	0.454	0.0925	0.186	0.534	-0.267	-0.2085	0.1764	-0.2125	0.33235	-0.24	-0.0245	0.3645	-0.877	-0.164
GS1_SS_02056_13310	-0.108	-0.0955	0.0343	0.101975	-0.1309	-0.318	0.3495	-0.023	0.1695	0.014	-0.07675	0.052	-0.0456	0.046
GS1_SS_02058_10531	0.359	0.321	0.379	0.09835	-0.671	-0.4165	-0.48355	-0.367	-0.2425	0.2065	0.064	0.429	0.3995	-0.0145
GS1_SS_02061_17567	0.408	0.17	0.3265	0.176	-0.40325	-0.2048	-0.10745	-0.0475	0.1729	0.0855	0.214	0.269	-0.08485	-0.0486
GS1_SS_02063_20067	-1.06	-0.27115	-0.0245	0.8515	0.5655	0.2025	0.5165	-0.34665	0.03985	-0.3625	-0.4595	-0.07705	-0.0545	-0.3475
GS1_SS_02064_08249	-0.242	-0.0004	-0.0475	0.02535	0.215	0.0623	0.172	0.1167	0.276	0.17885	0.0482	0.22585	0.018135	-0.007
GS1_SS_02065_19705	-0.0308	0.552	1.051	0.8555	-0.8475	-1.49	-0.724	-1.002	-0.66685	-0.3725	-0.2105	-0.444	0.1215	0.171
GS1_SS_02069_13254	-0.158	-0.4515	-0.103	0.094	0.524	0.5945	0.5905	0.3085	0.25575	-0.11112	-0.0432	-0.1048	-0.321	-0.0595
GS1_SS_02073_08230	0.293	0.314	0.4435	0.09185	-0.14885	-0.2705	-0.3925	-0.3735	-0.21	0.0205	0.0937	0.116	0.2855	0.2255
GS1_SS_02074_05038	0.267	0.06855	0.2535	-0.12115	-0.5025	-0.226	-0.078	-0.2085	-0.158	-0.10735	-0.09995	0.2675	0.269	0.3445
GS1_SS_02084_20718	-0.278	-0.0675	0.1925	0.5835	0.917	0.3525	-0.4105	0.03	-0.5275	-0.382	-0.304	-0.3611	-0.1576	0.41495
GS1_SS_02086_18977	0.289	0.197	-0.02685	-0.216379	0.10635	0.1645	-0.1595	0.0555	-0.1575	0.1414	0.10825	-0.0195	0.0125	-0.1112
GS1_SS_02087_14701	-0.677	-0.10235	0.1854	0.4025	-0.0556	0.08335	0.269	-0.391	-0.305	0.013	-0.05355	-0.371	0.05225	0.0285
GS1_SS_02092_03297	-0.0302	0.465	-0.1185	-0.052	-0.593	-0.32987	0.0305	-0.4755	-0.0045	-0.2295	-0.123	0.2845	0.1485	0.347
GS1_SS_02096_06669	0.00571	-0.2855	-0.1895	0.0132	-0.25081	0.3035	0.4735	-0.04659	0.4455	0.181	0.124	0.280255	-0.0385	-0.2565
GS1_SS_02097_17107	-0.118	-1.375	-0.013	0.904	-1.234	-1.774	0.685	-0.195	0.9795	-0.7575	-1.3765	0.145	-1.2585	0.118
GS1_SS_02099_18684	-0.216	-1.66	-0.524	0.21475	-2.4535	-1.93555	0.7875	-0.387	0.796	-0.534	-0.543	0.5255	-0.7465	0.1715
GS1_SS_02100_12988	-0.0169	-0.5135	0.2475	0.40335	0.1774	0.2161	0.43	0.2835	0.298	-0.1255	0.205	-0.1725	-0.703	-0.2311
GS1_SS_02103_17384	0.297	0.5375	0.62	0.4815	0.0685	-0.573	-0.9665	-1.17	-0.845	-0.935	-0.581	-0.0572	0.275	0.528
GS1_SS_02104_14142	0.214	-0.03835	0.14035	0.22445	-0.46	-0.299	-0.0158	-0.05705	0.09085	-0.0978	-0.0395	0.1865	0.08475	0.2665
GS1_SS_02105_12423	-0.507	-0.68	-0.312	-0.4395	-0.06405	0.465	0.9305	1.112	-0.0485	0.0345	-0.06425	0.1535	-0.531	-0.15355
GS1_SS_02109_05764	-0.147	-0.294	-0.328	0.2505	-0.28105	-0.2875	0.1935	0.093	0.4545	0.04	0.018165	0.3065	-0.045	0.05325
GS1_SS_02111_02804	-0.221	0.1135	-0.006	-0.0715	-0.19705	-0.1595	0.2775	0.055695	0.0149	0.13099	-0.01245	0.13706	0.13475	0.2865
GS1_SS_02114_12033	0.199	0.2565	0.436	0.09575	0.1833	0.14025	-0.3475	-0.19995	-0.291	0.048	0.15045	-0.0605	0.247995	0.0335
GS1_SS_02120_08353	-0.844	-1.75	-0.585	0.8448	-1.467	-1.3075	0.945	-0.5415	0.114	-1.675	-2.685	-0.39	-1.1555	0.6615
GS1_SS_02122_15843	-0.115	0.279	0.2015	0.278	0.178	0.1115	-0.05405	-0.27	0.09505	-0.2535	0.2098	0.4255	0.12325	0.2597
GS1_SS_02123_09156	0.0483	-0.2815	-0.1435	0.204	-0.331	-0.44445	0.3093	0.125	0.3275	0.0355	-0.1126	0.19615	0.031	0.05345
GS1_SS_02126_11878	-0.137	-1.343	0.01	0.4766	-3.06	-2.2635	0.1055	-0.924	-0.001	-0.815	-1.6735	0.055	-0.51	0.3275
GS1_SS_02128_06038	-0.372	-0.2754	0.1865	-0.2301	-0.294	0.31655	0.4375	0.491	0.3665	0.294	0.3785	0.085	-0.2105	-0.4155
GS1_SS_02129_08714	0.24	0.17575	-0.0835	0.1365	0.0891	-0.283	-0.1355	-0.0798	-0.1023	-0.169	-0.1235	-0.0478	-0.0565	0.1455
GS1_SS_02130_13438	0.206	0.0605	0.05	0.254	-0.2755	-0.398	0.0702	-0.009	0.167	-0.052	-0.0238	0.14325	0.0488	0.2475
GS1_SS_02133_11373	0.123	0.3241	0.1478	-0.153	-0.1441	-0.313	-0.155345	0.0795	-0.094	0.0285	0.098	0.0938	0.192	0.0053
GS1_SS_02140_13252	0.13	0.0725	0.0706	-0.02195	0.02735	-0.263	-0.061	0.16625	0.1342	0.1322	0.08275	0.106579	0.0992	0.0496
GS1_SS_02144_18497	0.128	0.3165	0.2335	0.2915	0.1079	-0.271	-0.6245	-0.534	-0.3445	-0.2015	0.024	-0.08195	0.11305	0.173
GS1_SS_02154_16480	0.0273	-0.142755	0.1765	0.2205	-0.03095	0.042	0.13505	0.533	-0.037	-0.05	-0.1185	0.2645	-0.1405	0.2043
GS1_SS_02156_10829	-0.401	-0.597	-0.12655	0.216	0.4035	0.5005	0.13295	-0.0525	0.01095	0.04335	0.16035	-0.04425	0.01595	-0.1974
GS1_SS_02157_11793	0.189	0.3065	0.416	0.811	0.3125	0.439	0.0697	-0.229	-0.0470235	-0.278	0.2951	0.363	0.0365	-0.3162
GS1_SS_02160_13416	0.525	0.2145	0.3135	0.617	-0.03385	-0.332	-0.4805	-0.6895	-0.0035	0.043	0.259	0.3757	0.3355	0.246
GS1_SS_02161_15346	0.379	0.21945	0.5275	0.29055	-0.19915	-0.058	-0.046	0.0495	0.20605	0.1439	0.1965	0.2915	0.1414	0.09605
GS1_SS_02162_07936	-0.0588	-0.068965	0.27015	-0.040535	0.248	0.4475	0.032	0.1395	0.02418	0.1968	0.2925	-0.051	-0.0185	-0.06905
GS1_SS_02167_13557	0.119	0.155	0.301	0.05575	0.14284	0.2335	-0.24	-0.2182	-0.039355	0.2605	0.42135	0.15845	0.1325	-0.0428
GS1_SS_02168_09302	-0.196	0.27585	0.213	-0.15675	0.104	-0.297	-0.377	-0.104	-0.1235	0.0665	0.08895	0.01381	0.12	-0.0965
GS1_SS_02171_11294	0.0922	0.1155	0.554	0.1385	-0.13805	-0.22035	-0.2973	-0.0455	0.07	0.0165	0.053	0.1598	0.1443	-0.1625
GS1_SS_02174_12576	0.409	-0.2042	0.080285	0.097	-0.29395	-0.165	0.202	-0.085	0.1526	0.0253	0.1075	0.153	0.0778	-0.0155
GS1_SS_02175_18224	0.00204	0.0948	-0.00195	0.0277	-0.078995	0.016	0.1306	-0.02305	0.205	-0.0575	0.038	-0.0604	-0.15925	-0.0694
GS1_SS_02176_06003	0.0583	0.13755	0.1685	0.06805	-0.14	0.11865	0.125	0.0353	0.314	-0.016165	0.10173	0.1667	0.20515	0.0731
GS1_SS_02178_04233	-0.0458	0.205	0.3395	0.1236	-0.46935	-0.3755	-0.19835	-0.17675	0.2765	0.2385	0.293	0.274	0.2054	0.0825
GS1_SS_02182_20470	0.486	0.2138	0.2645	0.2555	-0.4355	-0.2475	-0.717	-0.1553	-0.3755	-0.414	0.2655	0.05	-0.0335	-0.0245
GS1_SS_02186_01280	-0.0228	-0.3045	-0.24975	-0.2955	0.3505	0.38	0.332	0.3	0.3335	0.343	0.1844	0.1044	0.0345	-0.3715
GS1_SS_02189_02003	-0.0424	-0.214	-0.002	0.12985	-0.3935	-0.1552	0.1201	-0.1455	0.1163	-0.0299	-0.1535	0.1401	0.0465	0.14645
GS1_SS_02192_09664	-0.199	-0.02	0.16625	0.09975	-0.15405	0.039	0.1307	-0.1891	0.26795	0.0898	0.3115	0.1227	0.3125	-0.04225
GS1_SS_02194_18868	0.0919	0.0015	0.01936	0.1955	-0.06595	-0.2435	-0.02854	-0.1062455	-0.0429	-0.07425	-0.16385	0.0155	-0.02545	0.284
GS1_SS_02196_21549	-0.0551	-0.579	-0.2405	0.166	-0.593	-0.205	0.32405	-0.023	0.337	-0.128	-0.293	0.33745	-0.028	0.059
GS1_SS_02199_11461	-1.12	-0.9575	-0.515	-0.2265	0.43765	1.285	0.906	0.8155	0.4945	-0.268	-0.4145	-0.901	-1.2575	-0.3615
GS1_SS_02202_10050	-0.168	-0.558	-0.0195	0.11415	0.692	0.7975	0.3175	0.06455	-0.193	-0.24845	-0.3006	-0.1213	-0.248	-0.144
GS1_SS_02204_03870	0.2	0.337	0.2147	0.38	-0.0728	-0.01875	-0.02395	-0.0941	0.1934	0.1098	0.13	0.316	0.097	0.1155
