V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16
GS1_SS_00016_00323 1.03995790270973 0.359512735020969 0.514311226524633 -0.793123514664581 -2.3210625818806 -1.62502619922024 -0.854374716338693 0.242021793627901 -0.00799447502369896 0.183554737484431 0.456400999487291 1.3050085572268 0.812771627409394 0.688041907636658
GS1_SS_00027_18006 0.793441795103581 0.608211231713086 -0.245913849134601 -1.79749221541733 -1.66559429102163 -1.60394634809754 -0.27278088286477 0.368644458163924 1.07415498637184 1.44690999009884 0.72433875210496 0.58097144297919 0.139973600108321 -0.150918670107866
GS1_SS_00031_10674 0.755816168950975 -0.315936712064249 0.489127781154522 0.218474407631295 -1.67782311386902 -2.25877971818321 -1.05032102493619 -0.0125291086241985 1.07008438546871 0.837356962375489 0.658070651251822 1.26660976496965 -0.252410745093989 0.272260300968394
GS1_SS_00064_19601 0.141292229012672 -0.69163596884609 -0.002779244642683 -0.430196613211789 -1.59508083694016 -1.41625738369794 -1.08792579741715 -0.763325251889543 0.787988192705023 1.47529920002497 1.68583649966931 0.947623436359402 0.395962410709042 0.553199128164942
GS1_SS_00083_12679 0.577251990457652 0.572151344087842 0.284602404989784 -0.65901717342513 -1.55673093451175 -1.73525355745511 -1.44196639119102 -0.507910524719499 -0.354253552828962 0.591087493735763 0.779365102861387 1.14406131830283 1.17530277731792 1.1313097023783
GS1_SS_00101_20807 0.678380877966496 0.1930994458909 0.148273357725829 -1.04686597797873 -1.95676866312047 -1.71814222363477 -1.12715150902065 0.356569707706806 0.556837504583592 1.09854182375254 1.38065625921928 0.714955397663371 0.436409208020714 0.285204791225101
GS1_SS_00114_09277 0.3216750407395 0.0468468115223758 0.172429253610092 -0.32875591550637 -1.21358088888446 -2.03595055621139 -1.61045823211788 0.0076567290400787 1.08059409833319 1.40282366540986 1.42272973905166 0.570500961262022 0.234088316715573 -0.0705990229642542
GS1_SS_00141_15755 0.273323296598344 0.429645252307126 -1.2460065835581 -2.0995207264364 -1.35059474986267 -0.822050980859255 -0.227205785002059 -0.152219805053342 0.167427778214975 0.901786117339148 0.757043565756942 1.2006094496379 1.09041834585273 1.07734482506466
GS1_SS_00357_07789 0.493444051385554 0.694978080166374 -0.415308014171999 -0.446407118429736 -0.730551609650255 -1.78444515465088 -1.44793879466822 -0.827990539161715 -0.520512475067675 0.289321512143328 0.558156812920679 1.42530781749137 1.24041421310529 1.47153121858788
GS1_SS_00367_05955 0.492642039768913 0.61777375891386 -0.472769686830935 -0.665082779779111 -1.51254247603741 -1.27151006620903 -0.994579212363654 -0.656108168774863 -0.686878263646571 0.27878988041054 0.435845572984885 1.36574348175364 1.34394799788618 1.72472792192357
