V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16
GS1_SS_01822_03703 0.945450689775219 0.761805038859609 0.46955174492939 -1.15714939711163 1.05274187651086 -1.92727632030612 -0.34555410112974 0.72318898800997 -0.15664262509827 -2.10719201176467 0.859222803503015 0.367965202069262 0.132977756274019 0.380910355479084
GS1_SS_06089_13399 1.09271910149788 0.565995747661997 -0.0815326447601281 -1.00982399389655 0.916363823561721 -1.69081638592705 -0.465699360264314 0.278539991026025 0.248422391378485 -2.19612278001357 1.48659037688849 0.489028548562727 0.00246199425690213 0.363873190027391
GS1_SS_06722_01461 0.687623172628169 1.44884634247707 -0.505628100414506 -1.53266496848592 1.17074441976252 -1.17501296090186 -0.276064664443504 0.385914923915753 0.271763785871291 -2.12508673873367 0.899109983622724 0.666118779767102 0.0162980661683877 0.0680379587664441
GS1_SS_09317_09731 0.465208652288118 0.109392337312458 -0.123794426251949 -0.322670330872273 0.958691993891266 -1.02032446273526 -0.0515721861289127 0.221643912870255 0.0636445253870155 -1.97679260465793 2.69329652939761 -0.0579260488963352 -0.555645299011098 -0.403152592592958
GS1_SS_13144_16091 0.89876382188197 0.719066599052022 -0.0573771268221821 -1.3500592068316 1.2140636983514 -1.28557682607996 -0.10820441517936 0.0719669428031738 0.444257864613399 -2.35143264909242 1.27854607910305 0.582515675107365 0.0133638379435917 -0.0698942948504424
GS1_SS_13448_09517 0.140290533151962 0.417943961268266 0.197804457547482 -0.858380368612393 1.15174230700421 -1.77904387866788 0.182158907232992 0.113847349521838 0.316578424019457 -1.60936678370792 2.37033235262576 -0.0448117522589068 -0.269358453251378 -0.329737055873495
GS1_SS_16254_02720 0.882219110069708 0.597949368425108 0.504472358235821 -1.1745974486125 1.55850623174951 -1.59451141601453 0.0933493322309004 0.216715543170367 0.0611158804414911 -2.2772745311902 0.858161233779613 0.0986238970691675 0.442349705696232 -0.267079265050677
GS1_SS_20215_12139 0.963324190655972 0.459530304907795 0.229027938060997 -0.668469150762261 0.862479405160498 -1.29633007538227 -0.209399604850029 0.451789553782342 0.0367992851122686 -2.0854566484492 2.23001210399038 -0.169620744899789 -0.317985141470955 -0.485701415855752
GS1_SS_24186_14788 0.504032969378864 0.520373675449039 -0.819564222305346 -1.23534441009092 1.5425756218389 -1.65657149989989 -0.265795849927179 0.88531611101629 0.0406831705890003 -1.50042697522932 1.68419507444709 0.411435634981203 0.0755433435387078 -0.186452643786438
GS1_SS_25224_21742 0.864923146933259 0.373027567063961 -0.146054289386582 -0.820039246933143 1.10490560279792 -1.84646787641787 -0.365891518719819 0.562744748961861 0.327260741740138 -1.85820295983423 1.82074569119619 0.547489140520587 -0.237666173923671 -0.326774573998603
GS1_SS_33154_20111 0.298791424684525 -0.351174525212778 0.221626517390782 -0.349690584687899 1.11941053494299 -0.959590140413451 0.651969269605892 -0.121163743856427 0.330399357864463 -1.74459467807481 2.61522258402172 -0.524795566623702 -0.717707834858062 -0.46870261478325
GS1_SS_35264_20204 0.651212637133818 0.140957439379604 0.837471436314037 -0.808962436439514 1.04235611541228 -1.5400673532217 -0.219038559035946 -0.137648159394169 0.367911438380711 -1.46650295354548 2.39328022946646 -0.128256959435503 -0.525817757685718 -0.606895117328873
GS1_SS_41047_19907 -0.32093925476904 0.206122620260344 0.53590671716628 -1.08486146640802 1.43170023328048 -2.02277759823741 0.282324337132062 -0.15371882052277 0.546066946082509 -1.22689299979947 2.04766411132687 -0.0224825303548105 -0.359040113204899 0.140927818047874
