V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16
GS1_SS_00096_09570 -0.984530880963766 -1.3889743179794 -1.28786345872549 0.195432846529339 0.878037578976643 1.70288932552168 1.01682553736306 1.38305971282906 0.83759323527508 0.360616060805197 -0.428953317484399 -0.622660437318201 -0.872776773367342 -0.788695111461461
GS1_SS_00132_17860 -1.03820671605948 -0.643241186505736 -0.396184558965946 -0.30150660795152 1.40188382403335 2.79360906963167 0.973191814075325 -0.321417421684168 -0.406343137400971 -0.13409323534232 -0.0381962549156913 -0.790337402244888 -0.432755441332034 -0.666402745337592
GS1_SS_00236_09118 -0.490614151438941 -1.45937267796775 -1.57098739742011 -0.0269837783291417 0.775783626962825 1.37964787835892 1.10490395355311 1.12923023856196 1.40826703719286 0.441798043370766 -0.944227818956861 -0.451978287013124 -0.49576560002905 -0.799701066845473
GS1_SS_00251_00031 -1.15722568207625 -0.771834905110084 -0.47865635057783 0.110516398866339 1.22973344978178 2.78889431001934 0.339287179713835 0.634014336454903 0.228597317288393 -0.477248530388 -0.513851855323599 -0.801047174049072 -0.874605778967729 -0.256572715632029
GS1_SS_00254_17418 -1.08399829638805 -1.23152611697192 -1.32032381469478 -0.502879185973897 1.0314101480983 1.4118914225184 1.41666851385159 1.32674679463857 0.541055773014783 0.627043417012236 -0.104132562338652 -1.12081000019089 -0.348045225703975 -0.643100866871704
GS1_SS_00301_12572 -0.537672246724407 -1.75866356126483 -1.4089988659243 -0.24168580731724 0.619056367050729 0.972501221259798 1.11312313116972 1.44880123869662 1.17662980016129 -0.0755478250446345 0.910128599928786 -0.594204522603515 -0.906237736407661 -0.717229792980351
GS1_SS_00305_19541 -1.46408186495677 -1.81286373764246 -1.53799590420142 -0.330771760100905 0.0848838395913858 0.929347118334062 0.584260947610601 1.15062727332273 1.0688298398299 0.796763810438971 0.732550988845181 0.79214418298618 -0.247964938009633 -0.745729796047824
GS1_SS_00315_06622 -1.35029511697396 -0.73756922042448 -1.22964252730592 -0.700900296113604 1.30524472424917 1.78785508292135 0.970492931346654 1.34664512266467 0.768222413373757 0.0828683893182197 -0.275067626696978 -0.599173602864077 -0.631111053070324 -0.73756922042448
GS1_SS_00379_16060 -1.11444020394029 -1.19602915639921 -0.698084209433456 -0.204428990895955 0.710797186119985 2.02294941123244 0.8701900365423 1.90939777636694 0.00551536512203864 0.294020630002534 -0.691944009918507 -0.555093261825047 -0.744766548211495 -0.608084024762281
GS1_SS_00402_07756 -0.985641306363872 -1.00799657893602 -1.29395777392136 -0.0867730550255675 1.38588052566444 1.5181492217163 1.03676568566279 1.28900767785182 0.890338650315242 0.370578563012886 -0.690365414473465 -0.820771171144307 -0.808662065167729 -0.796552959191151
GS1_SS_00415_08826 -0.808607481982157 -0.550369563584662 -0.752117937332705 -0.602824140759153 1.50948133238286 1.88069834007926 1.05756497518724 0.523335281502424 1.00712788175023 0.480564626267839 -0.905446701381217 -0.832817286831922 -1.26254132291525 -0.744048002382783
GS1_SS_00562_18158 -1.38019160185348 -0.980094081964248 -0.186138379727916 -1.11657959069839 2.05378379789757 1.68332313133347 0.934602626277594 0.252175082606877 0.758965274466571 -0.354210534769104 0.0345781858250134 -0.21889490182411 -0.649409192231238 -0.831909815338607
GS1_SS_00654_12804 -0.839343465480213 -0.807709750807884 -1.30082353834713 -0.733277480990639 0.883949661463547 1.70624016226956 1.17684064319441 1.28941945129299 1.2484817028935 0.227457041675448 -0.692339732591154 -0.856090726189093 -0.621629076264772 -0.681174892118568
GS1_SS_00656_03834 -0.671388991547033 -0.54847038648396 -0.138741702940383 -0.955254911822434 0.599236085820531 2.43715138000813 1.04137504427196 0.655935665920484 0.900055450426987 0.129912733275316 -1.54972952273626 -0.806329575947613 -0.432421483899462 -0.661329784346263
GS1_SS_00657_13835 -1.22731118653682 -0.764469256020813 -0.690830584828604 0.177232056089723 0.684173981782981 2.39824926603101 1.18757958710825 0.700815489397039 0.498413153041052 -0.245046199617012 -0.385042882420279 -1.59571256134304 -0.414165520744881 -0.323885341938614
GS1_SS_00669_12475 -0.328141214241272 -1.3989338331821 0.0342887851074095 0.0909536959470534 1.46300280289612 1.49784198858414 -0.0342521893241237 0.940415017575712 0.96398270201173 0.916652643572613 -1.58952467253425 -0.50643587040941 -0.987011696517782 -1.06283815948584
GS1_SS_00677_13251 -0.602634800568943 -0.838094855522392 -1.15668774171733 0.321931711196471 0.439761298950132 0.794693686226684 1.08690309903361 1.56130781863326 1.24022592551492 0.888280346546448 -0.104335614504667 -0.840086061061111 -1.16166575556413 -1.62959905716295
GS1_SS_00688_21138 -0.066305652722041 -0.246018229764402 -1.16156183091722 -1.64834235455952 0.637262011100494 2.01100193072824 0.728957877181951 1.16479625300122 1.17611673029523 0.189820146054867 -0.338563131642909 -0.804966796155998 -0.811759082532402 -0.830437870067513
GS1_SS_00692_20131 -0.329294635562933 -0.923923263352596 -1.0887083194028 -0.955477848553698 1.38867722538598 1.28840376574692 0.77897251800023 1.69160124331656 1.26456252359497 -0.55333219049076 -0.80822311761522 -0.99404456379949 -0.534750045872333 -0.224463291394826
GS1_SS_00695_11285 -0.912181192021789 -1.9603376965878 -0.53915967960157 0.974047911733026 0.698336359074604 2.45255582749365 0.686266906701047 0.330218061681142 -0.083160682113154 -0.143885114367608 0.163885921158072 -0.549795884505767 -0.664380247977215 -0.452410490666636
GS1_SS_00804_13037 -0.679251507147575 -0.607657698523919 -1.29295738631018 -0.184972854597356 2.05850824008979 1.31537075931061 0.777322966117113 1.36257890386158 0.498451012875623 -0.141203713954073 -0.992826136184811 -0.276525391354349 -0.825252854864812 -1.01158433931765
GS1_SS_00833_14379 -1.40014245298863 -1.27572583083019 -1.12287112360695 -1.16643915861637 1.32813633291443 0.828248118884962 0.428337547661385 1.72804690413801 1.3503535868713 0.0550876811860476 -0.149355489725027 -0.155976231404173 -0.538335172001826 0.0906352875170322
GS1_SS_00866_03993 -0.372987505188871 -0.697467744582579 -1.27812215052544 -1.01102112379173 1.63993017315834 1.75711678963044 1.73600208395979 0.24213665776133 0.35879540659167 -0.2171081905753 -0.232944219828287 -1.08439472599723 -0.184697117370852 -0.65523833324128
GS1_SS_00917_10502 -0.824372037108426 -0.393007585077143 -0.546615414337063 -0.799121435038302 2.06261346624241 1.85219178232471 0.83038408522036 1.1232910692338 -0.643409388939204 -0.0218237346463213 -0.135030600594043 -0.912749144353859 -0.967458782172461 -0.624892280754447
GS1_SS_00942_07803 -0.670817674442555 -1.2346290563063 -1.51653474723817 -0.401700875831006 1.1787586880129 1.78107426180881 1.28464521582634 1.27364401813144 0.469181436691702 0.200614697964898 -0.621312284815495 -0.363609228812407 -0.675493183462889 -0.703821267527262
GS1_SS_01055_08653 -0.884526316470509 -1.0051701771013 -0.516160395344488 -0.386508459786595 0.807704901977416 2.0366636956031 1.12475696771514 1.15676780540251 0.736927170407351 0.0759596726314451 0.014029157507638 -0.680396904283207 -0.852354620302298 -1.6276924979562
GS1_SS_01103_00561 -1.38435506601656 -1.40910820211101 -1.43386133820545 0.122199476302448 0.985757715026436 1.56922449439547 0.978685390428023 1.2483177657425 0.852267588231399 0.497767317735971 -0.437547610404085 -0.413678514884443 -0.744309689860228 -0.431359326380474
GS1_SS_01185_11160 -1.36957971570114 -1.20247923404382 -1.37580706284365 0.793084536685076 0.75809722465608 1.31440690272021 0.858253724531432 0.435728220912201 1.47112847247335 0.341902857298399 -1.08831120309782 -0.793550105019064 -0.712594592166447 0.569719973595185
GS1_SS_01194_13584 -1.14322514154445 -1.46212728681271 -0.663049625669092 0.187143493616101 1.60935594661391 1.27131967262955 0.529917742330161 1.92370234694977 -0.104059722463149 0.251288382264346 -0.653026986817803 -0.415217101346326 -0.258043901178396 -1.07397781857191
GS1_SS_01208_10428 -1.67232776000659 -0.88899163121085 -1.470698732961 -1.10607397784753 1.2561130961222 0.676208881657677 0.697549180140605 1.44666724412752 0.781033899550541 -0.22597063351713 1.2384153658286 -0.396325085199811 -0.212651343774337 -0.122948502909892
GS1_SS_01244_04724 -0.547994386503109 -1.90875278675555 -1.97645578029835 -0.00445657261886976 0.6622863355217 0.719702301777078 0.664678667449008 1.55462614440736 0.956543162580509 0.487646104828261 -0.0123512679789841 -0.321129549836549 -0.858638687263974 0.584296314691479
GS1_SS_01266_20694 -0.326706696978897 -0.540504466097384 -1.61547548771138 -0.318123574861002 1.48316164415369 1.57562527787829 1.18756412030557 0.5602159218703 -0.714247665332358 1.06740041065503 -0.883309161593935 0.010115822496091 -0.0536073568640419 -1.43210878791998
GS1_SS_01284_12339 -1.04463264151354 -1.10079788953091 -1.20356834334992 0.0296771024782345 2.08747618941242 1.66444432136672 0.868881508279862 0.354240535702001 0.728755189502915 -0.599779977110449 0.0239410771488013 -0.849846781368201 -0.767391417257598 -0.19139887376034
GS1_SS_01298_19522 -1.34823638810525 -1.16857598115289 -1.20986239424069 0.352892851152755 0.919290830700925 0.983800851150603 0.0355035505403405 1.26764494112918 2.11272620901996 -0.161252011831176 0.15162158734976 -0.470577559887381 -0.724747040459111 -0.740229445367034
GS1_SS_01302_11667 -0.797290597630578 -1.01485398709695 -0.0806111970354739 0.712855282194819 1.15224800994063 2.3929992222209 0.307376847512887 0.776844514390811 0.300977924293288 -0.0447772270057187 -0.795157623224044 -0.70770567255619 -0.645636117326078 -1.5572693786783
GS1_SS_01334_14491 -1.12442305357244 -1.14191269078379 -1.08569599974731 -0.105027056111004 1.05178751943959 1.5477436603614 1.17421497991903 1.66892186104002 0.751965167245055 -0.0225759092575055 -0.486051295358231 -0.48355277575661 -0.780876608349528 -0.964517799068684
GS1_SS_01341_14030 0.080731098796769 -0.212303167005203 -0.899449095690936 -1.66602784500718 1.65350094728079 0.951092817251207 0.627464775119057 1.85815319257336 0.330545585338649 0.422812529826486 -0.582411549593632 -0.685431408664638 -1.03125901638785 -0.847418863836893
GS1_SS_01379_03627 -0.719948778857437 -0.025456406263404 -0.771872282229623 -0.639477691957914 0.825551196017465 0.523526036960129 1.24232522886186 1.85326420300161 1.52434639279533 0.0737361031667279 -0.89599221060935 -1.47521854304808 -0.966326836691196 -0.548456411146114
GS1_SS_01461_10574 -0.52232184449597 -0.850117838908026 -1.28772549144812 0.00821597245994217 0.400587777771173 2.15085448993434 1.18641311517519 1.434620242144 0.435989745167675 -0.441093997080663 0.223414042791457 -0.643606362428431 -0.889453358237472 -1.20577649284511
GS1_SS_01497_01586 -1.062340572384 -1.60711721676008 -1.04405947693514 -0.599463235618819 0.542739608026065 1.77488544127935 1.45679438046916 1.42023218957143 0.159567847417922 0.303622879554953 -0.532188804367008 0.293385466103591 -0.273328492811125 -0.832730013546296
GS1_SS_01499_12148 -1.14178517696068 -1.33715027532002 -1.19241500526789 0.287131662166157 0.861670148608838 1.19654243692337 1.36769326957057 1.15251649926493 0.791503810465694 0.673459265118994 -1.60130590127068 -0.379310969138522 -0.259615451129631 -0.418934313031121
GS1_SS_01501_02824 -0.97907899466223 -1.13832318634195 -1.10301565063016 -0.0391059265799126 1.46650827484439 2.24759743222364 0.632818094874101 1.06155245708873 0.12936145810207 -0.31616199762449 -0.0135259772376955 -0.151153310318357 -0.752822541325436 -1.0446501324127
GS1_SS_01520_02572 -0.430762000225846 -1.65600824397588 -0.820204571588938 -0.238037855935906 1.95682053343865 1.24883391011446 0.936281282328187 1.38863380752685 0.0114051038756334 0.18136183630127 -0.387823460306326 -0.23953571197961 -0.925054494648232 -1.02591013492431
GS1_SS_01525_07217 -1.36407259509818 -0.0828319539827133 -0.367505957360785 -0.398045841823437 0.876399769374506 1.54722022289902 1.75031611710058 1.16556604253139 0.280702146604852 0.342234917524658 -1.39049771144411 -1.21042941862971 -0.566789084775297 -0.58226665292077
