V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16
GS1_SS_00009_12762 0.623686584961556 -0.00167706826169427 -0.0105790419730573 -1.68860108656498 -1.8532876002252 -1.49387041162892 -0.580305359500289 0.371538179587199 0.076437751055516 0.81396627304194 0.469571165083584 1.2980110935973 1.20454036962799 0.770569151199045
GS1_SS_00241_19560 0.663113114955342 1.20804744546287 -0.522737455863705 -1.81953007983582 -2.1764998369772 -1.0404176638343 -0.0183880686992212 0.954761850146787 0.689626636336383 0.702957457142492 0.511882358921587 0.585942474511085 0.427453827149559 -0.16621205941586
GS1_SS_00325_21070 0.567275143464032 0.432960303888878 -0.292391789135937 -1.42250697705067 -1.90962559253116 -1.45238358546681 -0.74963379620029 -0.371110157397584 0.312934277034485 0.890592005845615 0.884486785864927 1.17286100622938 0.998797287631015 0.937745087824127
GS1_SS_00352_18730 0.260032552905935 0.33844003790452 -0.133709382630437 -1.73216149226342 -2.23215125167469 -0.549988735352393 -0.126133780215115 -0.407756800004718 -0.196776272737994 0.411733991272762 0.960965166383622 1.48178783243702 0.688243479432023 1.23747465454288
GS1_SS_00636_12830 0.903277454476054 0.548439302694412 -0.367829968724599 -1.86586655808877 -1.60548719657787 -1.48004896402517 -0.651396397464937 0.100282708210689 0.228666838649092 0.953642805425242 0.996405839250025 1.16555739526805 0.242351009473023 0.832005731434749
GS1_SS_00637_10747 0.653498723116981 0.473067111291511 -1.1673084564336 -1.60383654955974 -2.2440777528114 -0.814852440502124 0.0829942300511423 0.411522039396443 0.772816401904792 1.19102109359107 0.873056186252276 0.688744324710129 0.50335461602446 0.180000472968062
GS1_SS_00846_08805 0.237630660347658 -0.418406375532451 -0.947430614440374 -2.23769271314064 -0.966390252561718 -0.82528356530464 0.0374638614205557 -0.253138733501272 0.768332743337116 1.26061219685943 1.74047560417838 0.770681725051265 0.545682833717448 0.287462629569241
GS1_SS_00916_19267 -0.0312060804771894 0.34349761412507 -0.636600196253398 -1.99086333385682 -1.11870818262743 -1.45787963032775 -0.379529773591646 0.24336128194688 0.361802104953342 0.339190675106653 0.713356002331611 0.470013947791063 1.48429808662821 1.6592674842514
GS1_SS_01046_15449 0.329293121145051 -0.556334456853034 -0.625481463148344 -1.63357202861154 -1.86284894422231 -1.13316606200075 -0.0417351573710977 0.350401154645725 0.697409946764555 1.14140651350286 1.67638598326131 0.721065501549793 0.674664221009519 0.262511670328265
GS1_SS_01294_05868 0.564024815581731 -0.0620323820144062 -0.493213932319589 -1.74532832751186 -1.4583854452803 -1.10085768292761 -0.71877865792408 -0.236960128401562 0.835623158656526 1.23611563064817 1.78851904029182 0.686781128835876 0.759773567150706 -0.0552807847854283
GS1_SS_01573_08120 0.966318125995109 0.195653769703334 0.354629828509901 -1.76033356510862 -2.58902182416956 -0.719362734940991 0.36453634849488 0.707176142895977 0.714723967646437 0.73760331142127 0.748846425372476 0.537035593312688 -0.0494932883376527 -0.208312100795252
GS1_SS_01811_20552 0.296889250339551 0.706081386186126 -0.633373172596904 -1.43017465133367 -2.10628867557962 -1.31124905749236 -0.621260380631585 0.230379010820894 0.387845306370033 0.965515366825128 0.611161143694268 0.706081386186126 1.11791631300695 1.08047677420506
GS1_SS_01888_14274 0.521277657430049 0.165619110295652 -0.451165015065018 -1.95658804600527 -1.99428524219563 -1.02691719226465 -0.289502039094838 0.108638348361768 0.289584890075476 1.02729002167752 0.988142933325995 0.833004472081069 0.628569677356446 1.15633042402143
GS1_SS_03177_04780 0.845758740027272 0.964797068073966 -0.719213040623296 -1.78946589829082 -2.08105519726758 -1.37446989225647 0.310064421922097 0.281145752870019 0.799235503561317 0.546524777781455 0.724536222475135 0.502840987672577 0.363052859324166 0.626247694730158
GS1_SS_03606_02156 0.58962101141536 0.7878338387611 -0.958165092198056 -1.87141548514363 -2.02704297270988 -0.619321607906088 0.0527061793118032 -0.526652513037094 0.866213500680829 0.68936408299191 0.915731337633726 1.13502461556799 0.582334815406577 0.383768289225459
GS1_SS_03988_11888 0.979379842513948 1.2090879432053 -0.338933745821063 -1.23929780069058 -1.78185519087974 -1.5189823145064 -1.02487300676512 -0.279506135792569 0.133983728758637 0.295604697807944 0.740501757763057 0.924818437359714 0.990536656453049 0.909535130593822
GS1_SS_04117_13354 0.42296910560289 0.263272206831899 -1.34227219692144 -1.28726009400134 -1.39404829378742 -1.36168823324618 -0.761894511114403 0.167648227932552 0.41326108744052 1.6947194848734 0.631691496093851 1.00383219231805 0.431059120738199 1.11871040723943
GS1_SS_04866_19783 0.849471863451584 0.16338727422572 -0.65107199575095 -1.63487227430096 -1.46451724771221 -1.73830211187269 -0.488626309682396 0.426626351025948 -0.0319125955420924 0.774434530311304 1.17395762838253 0.47428519775018 0.902200800252863 1.24493888946117
GS1_SS_04952_13983 0.609707827775533 -0.222797455136067 0.384140131307919 -1.42753401581537 -2.58211965583735 -1.06198952746864 -0.333129480582182 0.095047935341026 0.705551809476199 0.88609512384257 0.665431072950339 0.6765757219853 0.745672546002059 0.859347966158663
GS1_SS_05259_21833 0.684093727817734 0.429431869560376 -0.923558193787872 -1.83329098209223 -1.36892621776054 -1.37420309008249 -0.85918035146007 0.231021470255017 0.84408849661929 1.27373144107254 0.909627250857922 0.69960773244427 0.866356897817923 0.421199948738133
GS1_SS_05802_11149 0.0912804563100102 1.56502884051134 -0.410430526314016 -1.50270174927787 -1.7458216086992 -1.0164620304352 -0.932917206015866 1.31793065611765 0.917887978342547 0.978446925143862 0.253065671852207 0.494417386841387 -0.404242020801473 0.39451722642462
