Hour	leaf +1	internode 1	internode 5
-2	3.459173871	7.909560724	4.721954612
0	3.041306436	3.183462532	2.308503336
2	1.44284342	5.018087855	1.856454545
4	1	1.640826873	1.841769844
6	1.229586936	1	1
8	5.314121037	2.857881137	5.597874935
10	17.45148895	12.59173127	11.99037278
12	29.33717579	15.99483204	17.58359295
14	26.70989433	9.049095607	10.26866892
16	8.560999039	10.89405685	7.636309801
18	3.995196926	7.201550388	5.738690918
20	2.973102786	5.695090439	6.312063901
