nodeName	altName	nodeAttr.nodesPresent...
GS1_SS_04088_04707	NA	lightyellow
GS1_SS_04092_19559	NA	lightyellow
GS1_SS_04102_03986	NA	green3
GS1_SS_04104_04147	NA	lightyellow
GS1_SS_04108_15040	NA	lightyellow
GS1_SS_04109_10252	NA	lightyellow
GS1_SS_04114_01392	NA	green3
GS1_SS_04117_13354	NA	blanchedalmond
GS1_SS_04122_11490	NA	lightyellow
GS1_SS_04125_04872	NA	lightyellow
GS1_SS_04128_17019	NA	lightyellow
GS1_SS_04130_11805	NA	lightskyblue3
GS1_SS_04132_14259	NA	lightblue2
GS1_SS_04133_12000	NA	lightyellow
GS1_SS_04144_21793	NA	lightyellow
GS1_SS_04146_13540	NA	lightyellow
GS1_SS_04153_12544	NA	lightyellow
GS1_SS_04156_10152	NA	darkseagreen4
GS1_SS_04157_17040	NA	darkseagreen4
GS1_SS_04178_18417	NA	lightyellow
GS1_SS_04189_08991	NA	lightyellow
GS1_SS_04196_17626	NA	darkolivegreen
GS1_SS_04197_08046	NA	blue1
GS1_SS_04210_19280	NA	darkolivegreen
GS1_SS_04238_10821	NA	lightyellow
GS1_SS_04260_21478	NA	lightskyblue3
GS1_SS_04261_06658	NA	darkseagreen4
GS1_SS_04272_10998	NA	green3
GS1_SS_04273_21509	NA	lightyellow
GS1_SS_04281_08085	NA	green3
GS1_SS_04282_18034	NA	darkolivegreen
GS1_SS_04283_02869	NA	lightyellow
GS1_SS_04291_00734	NA	lightyellow
GS1_SS_04292_17596	NA	green3
GS1_SS_04297_17878	NA	darkolivegreen
GS1_SS_04303_00173	NA	lightyellow
GS1_SS_04312_10872	NA	lightyellow
GS1_SS_04314_15179	NA	lightyellow
GS1_SS_04316_14731	NA	green3
GS1_SS_04319_15872	NA	lightyellow
GS1_SS_04332_14631	NA	lightyellow
GS1_SS_04369_15290	NA	green3
GS1_SS_04371_02134	NA	lightyellow
GS1_SS_04373_20545	NA	darkseagreen4
GS1_SS_04375_03663	NA	darkseagreen4
GS1_SS_04378_16029	NA	green3
GS1_SS_04379_02634	NA	darkseagreen4
GS1_SS_04381_19224	NA	lightyellow
GS1_SS_04385_17144	NA	lightyellow
GS1_SS_04386_13342	NA	chocolate1
GS1_SS_04392_06043	NA	lightyellow
GS1_SS_04400_21712	NA	lightyellow
GS1_SS_04406_21230	NA	green3
GS1_SS_04407_11928	NA	lightyellow
GS1_SS_04415_06113	NA	lightyellow
GS1_SS_04420_00472	NA	darkseagreen4
GS1_SS_04426_12879	NA	green3
GS1_SS_04427_20139	NA	darkolivegreen
GS1_SS_04429_01420	NA	lightyellow
GS1_SS_04436_17455	NA	darkseagreen4
GS1_SS_04437_07987	NA	lightyellow
GS1_SS_04440_08027	NA	lightskyblue3
GS1_SS_04441_15815	NA	lightyellow
GS1_SS_04442_02545	NA	lightyellow
GS1_SS_04444_11607	NA	lightyellow
GS1_SS_04459_07146	NA	lightyellow
GS1_SS_04460_20636	NA	green3
GS1_SS_04474_08617	NA	darkseagreen4
GS1_SS_04476_04447	NA	lightyellow
GS1_SS_04477_20876	NA	chocolate1
GS1_SS_04481_06854	NA	lightyellow
GS1_SS_04484_01565	NA	lightyellow
GS1_SS_04487_21506	NA	lightyellow
GS1_SS_04490_04974	NA	lightyellow
GS1_SS_04498_03410	NA	green3
GS1_SS_04508_08190	NA	blue1
GS1_SS_04512_07204	NA	green3
GS1_SS_04517_10498	NA	lightyellow
GS1_SS_04518_18065	NA	lightyellow
GS1_SS_04524_08968	NA	lightyellow
GS1_SS_04528_17056	NA	lightyellow
GS1_SS_04535_21265	NA	lightyellow
GS1_SS_04540_16847	NA	blue1
GS1_SS_04545_08461	NA	green3
GS1_SS_04549_15921	NA	darkseagreen4
GS1_SS_04553_10543	NA	lightyellow
GS1_SS_04563_14400	NA	lightyellow
GS1_SS_04576_12492	NA	darkseagreen4
GS1_SS_04591_05060	NA	lightyellow
GS1_SS_04608_11875	NA	darkseagreen4
GS1_SS_04612_15660	NA	lightyellow
GS1_SS_04616_10915	NA	lightyellow
GS1_SS_04632_05838	NA	lightyellow
GS1_SS_04633_07348	NA	darkseagreen4
GS1_SS_04643_05813	NA	darkseagreen4
GS1_SS_04644_17092	NA	lightyellow
GS1_SS_04649_11902	NA	lightyellow
GS1_SS_04651_21428	NA	lightyellow
GS1_SS_04656_02459	NA	lightyellow
GS1_SS_04664_09284	NA	lightyellow
GS1_SS_04665_00655	NA	green3
GS1_SS_04669_18524	NA	darkolivegreen
GS1_SS_04673_03058	NA	darkseagreen4
GS1_SS_04685_07694	NA	lightyellow
GS1_SS_04686_07491	NA	green3
GS1_SS_04709_12469	NA	lightyellow
GS1_SS_04723_06306	NA	lightyellow
GS1_SS_04724_09988	NA	green3
GS1_SS_04725_21036	NA	lightyellow
GS1_SS_04727_03109	NA	lightyellow
GS1_SS_04730_08351	NA	darkseagreen4
GS1_SS_04737_12358	NA	darkseagreen4
GS1_SS_04738_02649	NA	green3
GS1_SS_04741_04179	NA	lightyellow
GS1_SS_04747_19141	NA	lightyellow
GS1_SS_04760_18739	NA	lightyellow
GS1_SS_04762_06287	NA	lightyellow
GS1_SS_04763_21236	NA	blue1
GS1_SS_04766_09716	NA	lightyellow
GS1_SS_04773_21418	NA	darkseagreen4
GS1_SS_04786_18595	NA	green3
GS1_SS_04787_18221	NA	chocolate1
GS1_SS_04799_18506	NA	lightyellow
GS1_SS_04815_10890	NA	green3
GS1_SS_04816_18132	NA	green3
GS1_SS_04820_13851	NA	darkseagreen4
GS1_SS_04835_20392	NA	lightyellow
GS1_SS_04837_06949	NA	lightyellow
GS1_SS_04850_05650	NA	darkseagreen4
GS1_SS_04862_00738	NA	green3
GS1_SS_04867_07782	NA	chocolate1
GS1_SS_04870_21835	NA	lightyellow
GS1_SS_04882_15060	NA	darkseagreen4
GS1_SS_04884_04272	NA	darkseagreen4
GS1_SS_04896_09537	NA	chocolate1
GS1_SS_04898_15762	NA	green3
GS1_SS_04907_21767	NA	darkseagreen4
GS1_SS_04908_09104	NA	lightyellow
GS1_SS_04917_11028	NA	darkolivegreen
GS1_SS_04922_18207	NA	darkseagreen4
GS1_SS_04930_13359	NA	green3
GS1_SS_04939_13620	NA	green3
GS1_SS_04943_10595	NA	lightyellow
GS1_SS_04952_13983	NA	lightyellow
GS1_SS_04960_13334	NA	antiquewhite4
GS1_SS_04961_21160	NA	lightyellow
GS1_SS_04971_00099	NA	green3
GS1_SS_04978_04678	NA	green3
GS1_SS_04979_12838	NA	lightyellow
GS1_SS_04987_02152	NA	lightyellow
GS1_SS_04988_04027	NA	lightyellow
GS1_SS_04989_17402	NA	lightyellow
GS1_SS_04997_05877	NA	lightyellow
GS1_SS_04998_09964	NA	lightyellow
GS1_SS_05005_04763	NA	lightyellow
GS1_SS_05008_17274	NA	green3
GS1_SS_05011_15946	NA	darkseagreen4
GS1_SS_05016_03658	NA	lightyellow
GS1_SS_05020_04092	NA	lightskyblue3
GS1_SS_05024_20161	NA	lightyellow
GS1_SS_05031_08589	NA	darkseagreen4
GS1_SS_05041_15588	NA	blue1
GS1_SS_05053_15269	NA	lightyellow
GS1_SS_05058_00397	NA	lightyellow
GS1_SS_05068_09014	NA	chocolate1
GS1_SS_05070_01049	NA	darkseagreen4
GS1_SS_05072_09127	NA	blue1
GS1_SS_05073_19875	NA	plum1
GS1_SS_05083_11770	NA	lightyellow
GS1_SS_05085_20563	NA	lightyellow
GS1_SS_05093_12447	NA	lightyellow
GS1_SS_05094_10786	NA	lightyellow
GS1_SS_05098_11319	NA	lightyellow
GS1_SS_05099_06239	NA	darkseagreen4
GS1_SS_05105_08187	NA	lightyellow
GS1_SS_05107_13443	NA	lightskyblue3
GS1_SS_05108_11375	NA	lightyellow
GS1_SS_05109_00233	NA	green3
GS1_SS_05140_17561	NA	blue1
GS1_SS_05142_11962	NA	lightyellow
GS1_SS_05146_20158	NA	lightyellow
GS1_SS_05152_15303	NA	lightyellow
GS1_SS_05175_05927	NA	lightyellow
GS1_SS_05177_10724	NA	lightyellow
GS1_SS_05185_20140	NA	lightyellow
GS1_SS_05186_13726	NA	lightyellow
GS1_SS_05205_12730	NA	lightyellow
GS1_SS_05207_15881	NA	green3
GS1_SS_05213_04744	NA	green3
GS1_SS_05215_19236	NA	blue1
GS1_SS_05216_11679	NA	green3
GS1_SS_05218_19619	NA	lightyellow
GS1_SS_05220_20933	NA	lightyellow
GS1_SS_05234_09636	NA	lightyellow
GS1_SS_05236_15851	NA	lightyellow
GS1_SS_05238_18341	NA	lightskyblue3
GS1_SS_05244_04480	NA	darkseagreen4
GS1_SS_05248_02314	NA	chocolate1
GS1_SS_05251_08386	NA	lightyellow
GS1_SS_05252_19330	NA	lightyellow
GS1_SS_05256_11488	NA	green3
GS1_SS_05263_17207	NA	lightyellow
GS1_SS_05266_11782	NA	lightyellow
GS1_SS_05267_05466	NA	green3
GS1_SS_05272_13227	NA	lightyellow
GS1_SS_05282_02107	NA	lightyellow
GS1_SS_05284_09549	NA	lightyellow
GS1_SS_05299_11775	NA	lightyellow
GS1_SS_05309_13782	NA	lightyellow
GS1_SS_05324_16217	NA	darkseagreen4
GS1_SS_05327_21136	NA	darkseagreen4
GS1_SS_05328_06016	NA	green3
GS1_SS_05329_04273	NA	green3
GS1_SS_05330_18052	NA	lightskyblue3
GS1_SS_05347_15891	NA	lightyellow
GS1_SS_05352_04138	NA	green3
GS1_SS_05359_19611	NA	blue1
GS1_SS_05361_12758	NA	green3
GS1_SS_05366_07003	NA	lightyellow
GS1_SS_05392_07864	NA	lightyellow
GS1_SS_05395_12676	NA	darkseagreen4
GS1_SS_05397_12212	NA	chocolate1
GS1_SS_05398_18395	NA	green3
GS1_SS_05405_03939	NA	lightyellow
GS1_SS_05408_21075	NA	lightyellow
GS1_SS_05409_16585	NA	lightyellow
GS1_SS_05411_19873	NA	green3
GS1_SS_05415_04371	NA	lightyellow
GS1_SS_05419_10709	NA	green3
GS1_SS_05422_07456	NA	lightyellow
GS1_SS_05426_12819	NA	blue1
GS1_SS_05428_17028	NA	lightyellow
GS1_SS_05429_02544	NA	lightyellow
GS1_SS_05435_08692	NA	green3
GS1_SS_05449_13776	NA	lightyellow
GS1_SS_05467_14389	NA	lightyellow
GS1_SS_05472_13302	NA	deepskyblue4
GS1_SS_05492_06942	NA	darkseagreen4
GS1_SS_05511_14099	NA	green3
GS1_SS_05514_17357	NA	lightyellow
GS1_SS_05515_19995	NA	darkolivegreen
GS1_SS_05526_04978	NA	darkseagreen4
GS1_SS_05534_10740	NA	darkseagreen4
GS1_SS_05555_15237	NA	lightyellow
GS1_SS_05559_03263	NA	lightskyblue3
GS1_SS_05575_08561	NA	lightyellow
GS1_SS_05578_19435	NA	green3
GS1_SS_05582_13838	NA	lightyellow
GS1_SS_05584_17809	NA	green3
GS1_SS_05603_12739	NA	lightyellow
GS1_SS_05610_10521	NA	lightyellow
GS1_SS_05611_10460	NA	darkseagreen4
GS1_SS_05616_17374	NA	lightskyblue3
GS1_SS_05629_09357	NA	lightyellow
GS1_SS_05633_13425	NA	darkolivegreen
GS1_SS_05642_03559	NA	lightyellow
GS1_SS_05665_07634	NA	green3
GS1_SS_05667_07879	NA	lightyellow
GS1_SS_05685_08689	NA	green3
GS1_SS_05706_10336	NA	lightyellow
GS1_SS_05707_21068	NA	lightyellow
GS1_SS_05708_17632	NA	lightyellow
GS1_SS_05710_02918	NA	green3
GS1_SS_05712_19612	NA	blue1
GS1_SS_05714_11038	NA	lightyellow
GS1_SS_05715_13689	NA	green3
GS1_SS_05744_14417	NA	lightyellow
GS1_SS_05750_05622	NA	green3
GS1_SS_05759_18064	NA	green3
GS1_SS_05762_18529	NA	lightyellow
GS1_SS_05770_06505	NA	darkseagreen4
GS1_SS_05774_12756	NA	lightyellow
GS1_SS_05781_15553	NA	lightyellow
GS1_SS_05790_18009	NA	lightyellow
GS1_SS_05796_21308	NA	darkseagreen4
GS1_SS_05799_09412	NA	lightyellow
GS1_SS_05800_09898	NA	lightyellow
GS1_SS_05801_20164	NA	lightyellow
GS1_SS_05808_20247	NA	lightyellow
GS1_SS_05815_18476	NA	darkseagreen4
GS1_SS_05816_11572	NA	lightyellow
GS1_SS_05819_07196	NA	darkolivegreen
GS1_SS_05825_14977	NA	lightyellow
GS1_SS_05831_10248	NA	lightyellow
GS1_SS_05842_20168	NA	lightyellow
GS1_SS_05851_17594	NA	green3
GS1_SS_05861_14151	NA	lightyellow
GS1_SS_05871_06304	NA	green3
GS1_SS_05899_00214	NA	darkseagreen4
GS1_SS_05943_09702	NA	lightyellow
GS1_SS_05947_12849	NA	darkseagreen4
GS1_SS_05951_03788	NA	lightyellow
GS1_SS_05957_13562	NA	lightyellow
GS1_SS_05958_05881	NA	lightyellow
GS1_SS_05970_10448	NA	chocolate1
GS1_SS_05976_20541	NA	lightyellow
GS1_SS_05978_12513	NA	green3
GS1_SS_05983_11907	NA	lightyellow
GS1_SS_05989_10833	NA	darkolivegreen
GS1_SS_05991_14906	NA	green3
GS1_SS_05992_08269	NA	lightyellow
GS1_SS_05993_02030	NA	darkseagreen4
GS1_SS_05995_05634	NA	lightyellow
GS1_SS_05999_13123	NA	darkseagreen4
GS1_SS_06002_09021	NA	chocolate1
GS1_SS_06004_03070	NA	lightyellow
GS1_SS_06007_14158	NA	lightyellow
GS1_SS_06023_14572	NA	lightskyblue3
GS1_SS_06034_14555	NA	darkseagreen4
GS1_SS_06053_08339	NA	chocolate1
GS1_SS_06063_09381	NA	lightyellow
GS1_SS_06065_05186	NA	darkseagreen4
GS1_SS_06071_00776	NA	antiquewhite4
GS1_SS_06083_12784	NA	antiquewhite4
GS1_SS_06089_13399	NA	chocolate3
GS1_SS_06093_11777	NA	blue1
GS1_SS_06095_09528	NA	lightyellow
GS1_SS_06096_02741	NA	blue1
GS1_SS_06102_13609	NA	green3
GS1_SS_06103_20366	NA	lightyellow
GS1_SS_06105_17851	NA	lightskyblue3
GS1_SS_06165_14062	NA	lightyellow
GS1_SS_06166_07887	NA	blue1
GS1_SS_06173_20635	NA	darkseagreen4
GS1_SS_06177_10673	NA	green3
GS1_SS_06190_13574	NA	lightyellow
GS1_SS_06223_13577	NA	lightyellow
GS1_SS_06226_18518	NA	darkseagreen4
GS1_SS_06236_11722	NA	lightyellow
GS1_SS_06243_07266	NA	darkseagreen4
GS1_SS_06248_08754	NA	chocolate1
GS1_SS_06249_09600	NA	lightyellow
GS1_SS_06258_21883	NA	lightyellow
GS1_SS_06263_07854	NA	green3
GS1_SS_06264_08555	NA	lightyellow
GS1_SS_06273_12457	NA	darkseagreen4
GS1_SS_06278_10364	NA	lightskyblue3
GS1_SS_06301_18992	NA	deepskyblue4
GS1_SS_06314_12222	NA	lightskyblue3
GS1_SS_06324_18757	NA	green3
GS1_SS_06331_18849	NA	green3
GS1_SS_06341_04304	NA	lightyellow
GS1_SS_06343_05089	NA	lightyellow
GS1_SS_06346_13128	NA	lightyellow
GS1_SS_06350_09086	NA	darkseagreen4
GS1_SS_06356_15055	NA	lightyellow
GS1_SS_06382_14393	NA	lightyellow
GS1_SS_06386_04935	NA	darkseagreen4
GS1_SS_06392_03925	NA	lightyellow
GS1_SS_06427_20084	NA	green3
GS1_SS_06435_15244	NA	lightyellow
GS1_SS_06436_11898	NA	darkseagreen4
GS1_SS_06448_16412	NA	lightskyblue3
GS1_SS_06451_08997	NA	green3
GS1_SS_06462_14945	NA	darkseagreen4
GS1_SS_06487_06492	NA	lightyellow
GS1_SS_06489_02081	NA	blue1
GS1_SS_06496_10119	NA	green3
GS1_SS_06497_06736	NA	lightyellow
GS1_SS_06506_03195	NA	darkseagreen4
GS1_SS_06514_18366	NA	lightyellow
GS1_SS_06521_20007	NA	green3
GS1_SS_06525_11353	NA	lightyellow
GS1_SS_06528_02894	NA	lightyellow
GS1_SS_06549_02753	NA	lightyellow
GS1_SS_06551_19748	NA	darkseagreen4
GS1_SS_06565_00932	NA	lightyellow
GS1_SS_06595_10174	NA	darkseagreen4
GS1_SS_06615_13515	NA	chocolate1
GS1_SS_06618_00564	NA	blue1
GS1_SS_06623_06812	NA	cornflowerblue
GS1_SS_06630_13888	NA	lightyellow
GS1_SS_06631_19250	NA	lightyellow
GS1_SS_06645_08721	NA	green3
GS1_SS_06683_14464	NA	green3
GS1_SS_06694_13195	NA	lightyellow
GS1_SS_06718_03587	NA	lightyellow
GS1_SS_06720_17873	NA	lightyellow
GS1_SS_06722_01461	NA	chocolate3
GS1_SS_06733_10509	NA	lightyellow
GS1_SS_06748_18960	NA	lightyellow
GS1_SS_06770_12962	NA	darkseagreen4
GS1_SS_06777_04848	NA	green3
GS1_SS_06786_20282	NA	lightyellow
GS1_SS_06799_18617	NA	lightyellow
GS1_SS_06804_04790	NA	blue1
GS1_SS_06806_18666	NA	darkseagreen4
GS1_SS_06809_12303	NA	green3
GS1_SS_06817_07063	NA	lightyellow
GS1_SS_06822_09373	NA	lightyellow
GS1_SS_06834_01406	NA	lightyellow
GS1_SS_06843_11559	NA	lightyellow
GS1_SS_06853_10677	NA	darkseagreen4
GS1_SS_06871_19113	NA	green3
GS1_SS_06872_15562	NA	lightyellow
GS1_SS_06878_20905	NA	darkseagreen4
GS1_SS_06880_08305	NA	lightyellow
GS1_SS_06885_18778	NA	lightskyblue3
GS1_SS_06888_12348	NA	lightyellow
GS1_SS_06890_11474	NA	lightyellow
GS1_SS_06900_05604	NA	darkseagreen4
GS1_SS_06910_14450	NA	deepskyblue4
GS1_SS_06920_06512	NA	lightyellow
GS1_SS_06925_04125	NA	lightyellow
GS1_SS_06930_04214	NA	lightyellow
GS1_SS_06941_08414	NA	lightyellow
GS1_SS_06943_03169	NA	lightyellow
GS1_SS_06967_13352	NA	lightyellow
GS1_SS_06978_08186	NA	green3
GS1_SS_06980_10362	NA	lightyellow
GS1_SS_06996_06682	NA	green3
GS1_SS_06998_21074	NA	lightyellow
GS1_SS_07011_21789	NA	darkseagreen4
GS1_SS_07016_13921	NA	green3
GS1_SS_07017_09773	NA	lightskyblue3
GS1_SS_07023_01108	NA	green3
GS1_SS_07043_04928	NA	chocolate1
GS1_SS_07044_10527	NA	lightyellow
GS1_SS_07052_12361	NA	green3
GS1_SS_07065_12951	NA	lightyellow
GS1_SS_07086_00913	NA	green3
GS1_SS_07090_15442	NA	lightyellow
GS1_SS_07094_18544	NA	lightyellow
GS1_SS_07096_04840	NA	darkseagreen4
GS1_SS_07098_15539	NA	lightyellow
GS1_SS_07102_02291	NA	lightyellow
GS1_SS_07105_10369	NA	chocolate1
GS1_SS_07106_13531	NA	green3
GS1_SS_07107_08004	NA	royalblue3
GS1_SS_07109_04918	NA	lightyellow
GS1_SS_07114_11818	NA	darkseagreen4
GS1_SS_07115_21563	NA	lightyellow
GS1_SS_07147_21296	NA	lightyellow
GS1_SS_07151_17711	NA	lightyellow
GS1_SS_07157_13698	NA	lightyellow
GS1_SS_07165_10690	NA	green3
GS1_SS_07176_04916	NA	lightyellow
GS1_SS_07179_02389	NA	lightyellow
GS1_SS_07192_08534	NA	lightyellow
GS1_SS_07195_03898	NA	darkseagreen4
GS1_SS_07196_15051	NA	lightyellow
GS1_SS_07205_21738	NA	green3
GS1_SS_07214_10254	NA	blue1
GS1_SS_07217_18359	NA	lightyellow
GS1_SS_07228_14649	NA	darkseagreen4
GS1_SS_07232_02046	NA	lightblue2
GS1_SS_07236_12406	NA	lightyellow
GS1_SS_07244_06605	NA	lightyellow
GS1_SS_07246_01854	NA	lightyellow
GS1_SS_07256_03337	NA	chocolate1
GS1_SS_07266_04830	NA	lightyellow
GS1_SS_07269_13869	NA	lightyellow
GS1_SS_07272_12019	NA	lightyellow
GS1_SS_07274_20640	NA	lightyellow
GS1_SS_07281_07559	NA	lightyellow
GS1_SS_07283_15500	NA	darkseagreen4
GS1_SS_07288_06646	NA	lightyellow
GS1_SS_07289_14256	NA	darkseagreen4
GS1_SS_07303_21821	NA	lightyellow
GS1_SS_07308_12882	NA	lightyellow
GS1_SS_07310_01149	NA	lightyellow
GS1_SS_07315_10030	NA	deepskyblue4
GS1_SS_07316_19131	NA	lightyellow
GS1_SS_07321_15808	NA	darkseagreen4
GS1_SS_07341_02077	NA	blue1
GS1_SS_07350_13223	NA	darkseagreen4
GS1_SS_07353_08361	NA	lightyellow
GS1_SS_07361_20152	NA	lightyellow
GS1_SS_07368_16881	NA	darkolivegreen
GS1_SS_07385_06112	NA	green3
GS1_SS_07425_09714	NA	lightyellow
GS1_SS_07438_09218	NA	lightyellow
GS1_SS_07450_04265	NA	lightyellow
GS1_SS_07451_11527	NA	lightyellow
GS1_SS_07453_03849	NA	blue1
GS1_SS_07456_16851	NA	lightyellow
GS1_SS_07470_00765	NA	lightyellow
GS1_SS_07471_07017	NA	green3
GS1_SS_07477_19258	NA	lightyellow
GS1_SS_07488_14290	NA	darkseagreen4
GS1_SS_07495_18169	NA	lightskyblue3
GS1_SS_07529_12765	NA	lightskyblue3
GS1_SS_07550_14733	NA	lightyellow
GS1_SS_07558_11971	NA	green3
GS1_SS_07562_13627	NA	lightyellow
GS1_SS_07565_03331	NA	darkseagreen4
GS1_SS_07570_13610	NA	darkseagreen4
GS1_SS_07585_15536	NA	darkseagreen4
GS1_SS_07587_02396	NA	darkseagreen4
GS1_SS_07593_16571	NA	lightyellow
GS1_SS_07594_17779	NA	darkseagreen4
GS1_SS_07606_16073	NA	lightskyblue3
GS1_SS_07630_03468	NA	darkseagreen4
GS1_SS_07647_21820	NA	lightskyblue3
GS1_SS_07648_03218	NA	lightyellow
GS1_SS_07651_09132	NA	lightyellow
GS1_SS_07689_13477	NA	green3
GS1_SS_07704_18776	NA	lightyellow
GS1_SS_07710_10743	NA	lightyellow
GS1_SS_07713_19265	NA	lightyellow
GS1_SS_07714_13991	NA	lightyellow
GS1_SS_07715_10131	NA	darkseagreen4
GS1_SS_07744_18917	NA	lightskyblue3
GS1_SS_07764_16164	NA	lightyellow
GS1_SS_07768_19769	NA	lightyellow
GS1_SS_07775_17380	NA	lightyellow
GS1_SS_07788_02032	NA	chocolate1
GS1_SS_07794_18157	NA	lightskyblue3
GS1_SS_07799_11923	NA	chocolate1
GS1_SS_07803_09391	NA	lightyellow
GS1_SS_07804_03675	NA	darkseagreen4
GS1_SS_07805_19650	NA	lightyellow
GS1_SS_07807_18115	NA	lightyellow
GS1_SS_07811_18084	NA	chocolate1
GS1_SS_07820_03102	NA	lightyellow
GS1_SS_07822_20133	NA	lightyellow
GS1_SS_07825_01043	NA	lightyellow
GS1_SS_07838_02752	NA	darkseagreen4
GS1_SS_07856_03889	NA	blue1
GS1_SS_07861_16087	NA	lightyellow
GS1_SS_07867_11892	NA	green3
GS1_SS_07869_18566	NA	lightyellow
GS1_SS_07876_18866	NA	darkseagreen4
GS1_SS_07877_21256	NA	lightskyblue3
GS1_SS_07880_06470	NA	darkseagreen4
GS1_SS_07884_09271	NA	green3
GS1_SS_07897_15170	NA	lightyellow
GS1_SS_07902_20135	NA	green3
GS1_SS_07914_11991	NA	lightyellow
GS1_SS_07915_10907	NA	lightyellow
GS1_SS_07917_21846	NA	lightskyblue3
GS1_SS_07950_02039	NA	green3
GS1_SS_07970_09912	NA	lightyellow
GS1_SS_07977_21880	NA	green3
GS1_SS_07985_15617	NA	lightyellow
GS1_SS_07994_17179	NA	lightyellow
GS1_SS_07998_01464	NA	green3
GS1_SS_08000_15358	NA	lightyellow
GS1_SS_08001_19828	NA	lightyellow
GS1_SS_08021_00429	NA	lightyellow
GS1_SS_08023_08569	NA	green3
GS1_SS_08025_17433	NA	deepskyblue4
GS1_SS_08026_15032	NA	lightskyblue3
GS1_SS_08030_10876	NA	lightyellow
GS1_SS_08038_15456	NA	lightskyblue3
GS1_SS_08044_02482	NA	darkseagreen4
GS1_SS_08058_05483	NA	lightyellow
GS1_SS_08068_08908	NA	green3
GS1_SS_08070_01762	NA	darkseagreen4
GS1_SS_08073_04408	NA	lightyellow
GS1_SS_08076_07830	NA	chocolate1
GS1_SS_08079_13710	NA	lightyellow
GS1_SS_08084_01718	NA	lightyellow
GS1_SS_08088_15207	NA	mediumpurple4
GS1_SS_08099_11283	NA	darkseagreen4
GS1_SS_08107_09989	NA	green3
GS1_SS_08108_16898	NA	lightyellow
GS1_SS_08115_13190	NA	chocolate1
GS1_SS_08120_20481	NA	chocolate1
GS1_SS_08128_18330	NA	darkseagreen4
GS1_SS_08141_15276	NA	lightyellow
GS1_SS_08143_11998	NA	lightyellow
GS1_SS_08145_12998	NA	lightyellow
GS1_SS_08148_19405	NA	darkseagreen4
GS1_SS_08150_13607	NA	lightyellow
GS1_SS_08161_20608	NA	chocolate1
GS1_SS_08172_10001	NA	green3
GS1_SS_08184_00646	NA	blue1
GS1_SS_08189_21412	NA	lightskyblue3
GS1_SS_08191_08901	NA	darkseagreen4
GS1_SS_08192_06427	NA	darkseagreen4
GS1_SS_08199_11751	NA	lightskyblue3
GS1_SS_08200_19180	NA	green3
GS1_SS_08204_10246	NA	lightyellow
GS1_SS_08210_01096	NA	chocolate1
GS1_SS_08249_10812	NA	lightyellow
GS1_SS_08250_07998	NA	lightyellow
GS1_SS_08257_00881	NA	lightyellow
GS1_SS_08290_18795	NA	lightyellow
GS1_SS_08300_11087	NA	lightyellow
GS1_SS_08306_18679	NA	darkseagreen4
GS1_SS_08312_03098	NA	lightyellow
GS1_SS_08325_07993	NA	lightyellow
GS1_SS_08330_08470	NA	lightyellow
GS1_SS_08332_12007	NA	lightyellow
GS1_SS_08335_03755	NA	darkseagreen4
GS1_SS_08339_09726	NA	lightyellow
GS1_SS_08343_13929	NA	lightyellow
GS1_SS_08353_09230	NA	lightyellow
GS1_SS_08359_15625	NA	chocolate1
GS1_SS_08367_12554	NA	darkseagreen4
GS1_SS_08382_10040	NA	green3
GS1_SS_08397_05482	NA	green3
GS1_SS_08400_14365	NA	lightyellow
GS1_SS_08405_14225	NA	lightyellow
GS1_SS_08406_10650	NA	green3
GS1_SS_08409_12760	NA	darkseagreen4
GS1_SS_08413_04926	NA	lightyellow
GS1_SS_08427_11435	NA	green3
GS1_SS_08436_17742	NA	green3
GS1_SS_08444_10240	NA	lightyellow
GS1_SS_08455_19222	NA	lightyellow
GS1_SS_08457_17376	NA	green3
GS1_SS_08460_07270	NA	darkseagreen4
GS1_SS_08468_02508	NA	lightyellow
GS1_SS_08475_00313	NA	deepskyblue
GS1_SS_08479_02934	NA	lightyellow
GS1_SS_08484_10600	NA	green3
GS1_SS_08493_13349	NA	lightyellow
GS1_SS_08494_15138	NA	lightyellow
GS1_SS_08516_07698	NA	lightyellow
GS1_SS_08518_20981	NA	lightyellow
GS1_SS_08519_10841	NA	lightyellow
GS1_SS_08520_13486	NA	lightyellow
GS1_SS_08522_15103	NA	lightyellow
GS1_SS_08537_07131	NA	green3
GS1_SS_08545_21573	NA	darkseagreen4
GS1_SS_08560_09831	NA	lightyellow
GS1_SS_08569_17687	NA	darkseagreen4
GS1_SS_08573_19951	NA	mediumpurple4
GS1_SS_08576_13471	NA	lightyellow
GS1_SS_08580_00148	NA	green3
GS1_SS_08582_19866	NA	lightskyblue3
GS1_SS_08583_10647	NA	chocolate1
GS1_SS_08585_20765	NA	chocolate1
GS1_SS_08591_13840	NA	lightyellow
GS1_SS_08592_06652	NA	lightyellow
GS1_SS_08602_08539	NA	green3
GS1_SS_08606_20061	NA	green3
GS1_SS_08609_02137	NA	lightyellow
GS1_SS_08611_11920	NA	lightyellow
GS1_SS_08616_21169	NA	darkseagreen4
GS1_SS_08617_16285	NA	darkseagreen4
GS1_SS_08623_08143	NA	lightyellow
GS1_SS_08631_20996	NA	lightyellow
GS1_SS_08633_08986	NA	lightyellow
GS1_SS_08635_13526	NA	lightyellow
