ProbeName	ZT23a	ZT01a	ZT03a	ZT05a	ZT07a	ZT09a	ZT11a	ZT13a	ZT15a	ZT17a	ZT19a	ZT21a	ZT23b	ZT01b
GS1_SS_00002_16347	0.008	0.1283	0.058	0.0465	0.2455	0.06095	0.0135	-0.05705	-0.11215	-0.1097	0.0836	-0.024	-0.0565	-0.189
GS1_SS_00003_16888	0.1155	0.0533	-0.03469	-0.0204	0.07	-0.553	-0.174375	-0.1546	0.0717	-0.112375	0.117	-0.11135	0.00465	-0.009
GS1_SS_00007_14861	-0.1565	-0.1165	0.3321	0.0421	0.0055	-0.2105	-0.1908	-0.195	-0.357	-0.2705	0.0478	-0.2055	0.276	0.3265
GS1_SS_00009_12762	0.1268	0.00295	-0.126	-0.3835	-0.10105	-0.3055	-0.10365	-0.299	-0.0213	0.04065	-0.0798	-0.04375	0.102765	0.1815
GS1_SS_00011_16789	0.1151	0.1835	0.301	0.17515	-0.1294	-0.1044	-0.038	-0.1786	0.07	0.3295	-0.00347	0.12385	0.2635	0.1505
GS1_SS_00016_00323	0.413	0.3675	0.3435	0.2002	-0.6425	-0.9815	-0.508065	-0.6485	-0.5265	-0.011665	0.209	0.2375	0.229	0.16205
GS1_SS_00019_02015	0.163	0.2405	0.21425	0.2603	-0.25205	-0.03575	0.0435	0.07045	0.11735	0.1795	0.294	0.1835	0.216	0.16845
GS1_SS_00020_18986	0.039925	-0.05475	-0.215	-0.255	-0.147	-0.02436	-0.0023	0.165	0.13675	0.01705	0.163	0.0275	-0.0235	-0.03845
GS1_SS_00021_01564	0.12355	0.10615	-0.17695	0.121	-0.02745	-0.1025	-0.0835	0.1339	0.193	0.2845	0.136	0.1399	0.307	0.192
GS1_SS_00022_20026	0.2664	0.4935	0.1572	0.15475	-0.0813	-0.3225	-0.3795	-0.6055	-0.276	-0.1338	0.205	0.2425	0.18915	0.068
GS1_SS_00027_18006	0.12555	0.3905	0.0916	-0.1605	-0.49	-0.004	-0.22615	-0.1569	0.12705	0.24235	-0.257	0.3645	0.269	0.41719
GS1_SS_00031_10674	0.2315	0.319	0.466	0.2376	-0.391	-0.356	-0.1938	-0.21035	-0.0235	0.1117	-0.0923	0.11585	0.1959	0.17065
GS1_SS_00032_11430	-0.299	-0.252	0.0445	0.0385	0.2535	0.5055	0.39145	0.243	0.736	0.00095	0.837	0.0934	-0.06315	0.1395
GS1_SS_00033_11874	0.03605	-0.0066	0.141	0.2325	0.16	0.334	0.01795	-0.09325	0.1245	0.11375	0.165	0.1176	0.0502	0.06095
GS1_SS_00034_11858	-0.4795	-0.04	0.1382925	-0.240485	0.1555	0.00815	0.0155	-0.082	-0.1898	-0.311	-0.308	-0.0665	-0.525	-0.42865
GS1_SS_00037_14514	-0.0218	-0.2295	0.1955	0.14385	0.4645	0.25345	-0.2975	-0.1485	-0.2666	-0.19215	0.188	-0.0412	-0.0734	-0.06885
GS1_SS_00038_20270	0.114	-0.068	-0.21635	-0.28865	0.279	0.1326	-0.13005	-0.0175	-0.0175	-0.12905	-0.312	-0.127	-0.056	-0.071
GS1_SS_00039_13324	0.10785	-0.10895	-0.184	-0.277	-0.1366	-0.5595	-0.08085	0.2975	0.28315	-0.1271	0.15	-0.021675	0.00653	-0.01405
GS1_SS_00040_10111	0.10187	0.04385	0.191	0.1228	-0.14925	-0.11235	-0.0815	-0.029	0.15095	0.036	0.0948	0.007	-0.0405	-0.05435
GS1_SS_00041_12635	0.1386	0.0589	0.14325	0.167	0.07195	-0.0493	-0.0805	-0.1115	-0.169	-0.2105	-0.0471	0.13978	0.1139	0.163
GS1_SS_00042_09899	0.2295	0.41705	0.0305	-0.2974	-0.2104	-0.1495	-0.20125	0.0305	-0.1151	-0.3295	0.536	0.3315	-0.1518	0.2387
GS1_SS_00045_14409	-0.14795	-0.27805	-0.26415	-0.2935	0.412	0.4275	0.128	0.12975	-0.2895	-0.2575	-0.481	-0.21295	-0.17419	-0.24185
GS1_SS_00048_16360	-0.2465	-0.06515	-0.26	-0.112	0.2665	0.3775	-0.048	-0.1335	-0.3985	-0.334	-0.293	-0.10365	-0.1018	-0.16555
GS1_SS_00050_15319	0.01765	0.0749	0.08765	0.04015	-0.187	-0.1407	0.017	0.255	0.2245	0.2015	-0.00582	0.0155	0.0052	-0.01919
GS1_SS_00051_20570	0.262	0.2445	0.2315	-0.019	-0.301	-0.2955	-0.0135	-0.298	0.16825	0.226	0.24	0.2225	0.4985	0.4515
GS1_SS_00054_14737	-0.01345	-0.0517	0.0732	-0.017655	-0.1865	-0.166	-0.1171	-0.12235	0.0205	0.1464	0.108	0.125	0.1195	0.10875
GS1_SS_00061_18971	-0.2465	-0.13375	-0.1428	-0.06255	0.24304	-0.053	0.00935	-0.0508	0.0285	0.04753	0.0224	0.0105	-0.048	-0.027
GS1_SS_00064_19601	0.0811	0.1425	0.10535	-0.047	-0.1885	-0.143	-0.00895	-0.052755	0.0319	0.12155	0.0372	0.145	0.10146	0.12515
GS1_SS_00069_01155	-0.158	-0.111	-0.073	-0.0305	0.5145	0.3735	0.2051	0.03365	0.08665	0.0946	0.106	0.0845	-0.179325	-0.075
GS1_SS_00070_12058	0.20755	0.179	-0.1414	-0.04875	-0.10515	-0.03195	0.048	0.0685	0.1276	0.163605	0.129	0.146	0.0255	0.1425
GS1_SS_00075_12059	-0.851	-0.08465	0.859	1.545	1.58	0.31	-1.87	-2.03	-2.185	-2.055	-1.73	-1.51	-0.949	-0.0615
GS1_SS_00079_10928	0.1107	0.2175	0.0177	-0.0865	-0.037	0.0395	-0.0861	0.09745	0.04925	0.0664	0.33	0.267	0.147165	0.227
GS1_SS_00082_06509	0.16695	0.2213	0.1834	0.1065	-0.2369	-0.208	-0.1585	-0.17365	-0.09955	-0.01	-0.123	0.14365	0.15825	0.2067
GS1_SS_00083_12679	0.459	0.257	0.373	0.2805	-0.1632	-0.2915	-0.266	-0.385	-0.2242	0.081	0.375	0.3636	0.3025	0.18685
GS1_SS_00084_18450	0.28	0.331	0.169	-0.06363	-0.506	-0.409	-0.14805	-0.00105	-0.0807	-0.0351	-0.102	0.0634	0.1975	0.16455
GS1_SS_00089_09220	0.145	0.1295	0.09535	0.00355	0.01745	-0.03955	0.00935	-0.0557	-0.05885	0.10385	-0.0413	0.141	0.04395	0.03555
GS1_SS_00090_17329	-0.2285	-0.26865	-0.45	-0.2038	-0.145	0.4695	0.276	0.3515	0.15823	0.0464	-0.269	-0.3455	0.09515	-0.1565
GS1_SS_00091_09993	0.358	0.2846	0.3067	0.235	-0.3425	-0.0788	-0.09973	-0.10742	0.011	-0.0569	0.595	0.153	0.18155	0.132
GS1_SS_00094_20065	0.321	0.303	0.297	0.1163	-0.303	-0.235	-0.19745	-0.1589	-0.23285	-0.10145	0.0562	0.252	0.19485	0.0135
GS1_SS_00096_09570	-1.21	-1.59	-1.495	-0.10135	0.54	1.315	0.6704	1.0145	0.502	0.05385	-0.688	-0.87	-1.105	-1.026
GS1_SS_00097_00551	-0.0729	-0.13775	-0.1845	-0.1415	-0.257	0.1307	0.10067	0.06175	0.085825	0.03042	0.0816	0.13055	0.1215	-0.0125
GS1_SS_00098_00659	0.201	0.2948	0.1314	0.05165	-0.1895	-0.07739	0.084435	0.309	0.18955	0.1405	0.152	0.432	0.1905	-0.216
GS1_SS_00099_21780	-0.6775	-0.641	-0.386	-0.2475	1.19	0.5405	0.0885	0.0798	-0.4085	-0.4165	-0.3	-0.573	-0.7645	-0.6995
GS1_SS_00101_20807	-0.05035	0.1765	0.1392	-0.2775	0.058	-0.0496	-0.1005	-0.1333	-0.0541	-0.1635	-0.0873	0.0375	-0.03685	0.0185
GS1_SS_00102_14702	-0.2155	-0.306	-0.421	-0.174	0.0505	0.567	0.378705	0.4275	0.3535	0.040555	-0.252	-0.2061	-0.3535	-0.44
GS1_SS_00106_00925	-0.14825	0.1786	-0.1379	-0.2305	-0.1865	-0.0425	0.0065	0.00435	0.2902	0.1964	-0.421	0.168846	0.364	0.312
GS1_SS_00107_06987	-0.1085	-0.067	-0.1223	0.1934	0.0525	0.104	-0.0033	-0.0791	0.1425	-0.1495	-0.306	-0.3135	-0.168	0.05825
GS1_SS_00110_07817	-0.0015	0.1336	0.0179	0.1555	-0.2045	-0.2615	-0.0692	-0.0713	-0.0883	-0.0257	-0.107	0.04895	0.197	0.234
GS1_SS_00111_14214	0.1705	0.2245	0.203	0.1001	-0.12015	0.2735	0.10251	0.0285	0.153	0.308	0.351	0.2755	0.21365	0.0753
GS1_SS_00114_09277	-0.0601	-0.09135	-0.1395	-0.03985	-0.1147	-0.2035	0.1081	0.2885	0.0575955	0.1244	0.0179	0.0131	0.09165	0.1285
GS1_SS_00118_18846	-0.16425	-0.16125	0.0563	0.0445	0.1528	0.232	-0.314	0.05537	-0.2015	-0.38213	-0.092	-0.23995	-0.3395	-0.016
GS1_SS_00121_19999	0.1195	0.0977	0.14485	0.01	-0.2	-0.10995	-0.1835	-0.2025	-0.2035	-0.0285	0.0419	0.203	0.06295	0.09135
GS1_SS_00125_11304	0.236	0.017845	-0.128	-0.1516	0.059	-0.3895	0.1195	0.2725	0.2805	0.1355	0.0958	0.08055	0.0487	0.1201
GS1_SS_00130_04569	0.27305	0.329	0.14345	-0.1321	-0.3875	-0.338	0.16485	-0.1685	0.0801	0.0545	-0.166	-0.04	-0.02175	0.36
GS1_SS_00132_17860	-0.3405	-0.2433	-0.1825	-0.1592	0.26	0.6025	0.1545	-0.1641	-0.185	-0.118	-0.0944	-0.2795	-0.1915	-0.249
GS1_SS_00133_18900	0.14795	0.258	0.1135	0.00195	-0.4335	-0.597	-0.0765	0.0115	0.08735	0.2645	0.0376	0.09565	0.2405	0.2519
GS1_SS_00136_07237	-0.2349	0.1622	0.3815	0.248	0.034835	0.0776	-0.2481	-0.509	-0.1245	0.00045	0.394	-0.08135	0.0942	0.26
GS1_SS_00138_18549	0.0955	0.1411	0.05375	-0.02395	0.04535	0.1918	-0.0028	-0.10145	-0.07915	-0.04798	-0.114	-0.02565	0.09685	0.1086
GS1_SS_00141_15755	0.1179	0.0381	-0.00345	0.11425	-0.074635	-0.0085	0.0535	0.03284	0.01905	0.2504	0.181	0.283	0.039	0.11585
GS1_SS_00142_20039	-0.3235	-0.312	-0.1542	0.0499	0.664	0.4375	0.08625	-0.03065	0.06745	0.166	-0.117	-0.24815	-0.2255	-0.1033
GS1_SS_00148_10580	0.0475	0.029	-0.06	-0.335	0.2525	-0.314	-0.0075	0.432	0.3755	-0.17815	0.0875	0.45305	-0.071	-0.39885
GS1_SS_00150_11144	0.1438	0.077	-0.1182	-0.0607	-0.331	-0.1505	0.0055	0.10165	0.251	0.364	0.599	0.208	0.2495	0.18785
GS1_SS_00151_20551	-0.409	0.34515	0.2235	0.11815	-0.2665	-0.1765	-0.266	-0.049	-0.3287	-0.3085	0.215	-0.75	0.0395	-0.0395
GS1_SS_00153_20534	0.08875	0.15865	0.0629	0.0031	-0.304	-0.3885	-0.193	-0.261	-0.09355	-0.015	0.0248	0.203	0.1429	0.1423
GS1_SS_00154_16809	0.0324	0.04975	-0.002874	-0.1565	-0.0285	0.0023	0.04555	0.12	0.224	-0.02305	0.00223	-0.13125	0.0437	-0.0163
GS1_SS_00155_19594	0.0524	0.11285	-0.1944	-0.0498	-0.1073	-0.4215	-0.058	0.208	0.1251	0.2395	-0.062	-0.025	0.155	0.2617
GS1_SS_00156_19233	0.4835	0.4	0.4215	0.1025	-0.218	-0.401	-0.2665	-0.4015	-0.1092	-0.1145	-0.0488	-0.0858	0.247	0.463
GS1_SS_00158_13733	0.0965	0.1825	-0.0178	-0.08585	-0.17405	-0.1495	-0.08945	-0.30055	-0.0817	-0.11775	0.162	0.2055	0.21065	0.251835
GS1_SS_00161_20790	0.0742	0.1965	0.10725	0.00915	0.1475	0.296	0.10925	-0.03425	-0.01525	-0.06125	-0.0665	-0.06147	-0.0614	-0.00025
GS1_SS_00164_01993	-0.3775	0.3305	0.3886685	0.3	-0.071	0.3485	0.216875	0.20615	0.2385	-0.008575	-0.0838	0.2255	-0.13545	0.1196
GS1_SS_00166_14818	-0.2119	0.2661	0.2246	0.16	-0.261	-0.26775	-0.061	-0.04735	-0.16005	-0.0978	0.106	0.0015	0.0815	0.30215
GS1_SS_00167_19962	-0.291	-0.256	-0.314	-0.056	0.827	0.5105	-0.2635	0.255	-0.268	-0.51985	-0.427	-0.19812	-0.665	-0.50705
GS1_SS_00169_15159	0.3594	0.5025	0.15	-0.11375	0.05945	0.14855	0.112	-0.128	0.3454	-0.07608	0.359	0.0116	0.11645	-0.3442
GS1_SS_00173_02848	0.156795	-0.0545	-0.1402105	-0.2645	0.305	-0.195	-0.0215	-0.2325	0.06355	-0.538	0.459	0.15646	-0.156865	-0.2405
GS1_SS_00174_21558	-0.3455	-0.5975	0.3377	0.1145	0.578	0.692	-0.706	-1.54	-0.6085	0.074	-0.364	1.23	-1.1535	-0.7655
GS1_SS_00175_11182	0.06315	0.348	-0.1216	0.16195	-0.077	-0.0395	0.1005	0.1225	0.15045	0.228	0.0947	0.0705	-0.0161	0.3609
GS1_SS_00176_04703	-0.1065	-0.022	0.0692	0.33	0.0471	0.004	0.1605	0.18475	0.08645	0.195	-0.028	-0.079	0.121	0.15165
GS1_SS_00179_05530	0.1383	0.144	0.14535	0.0072	0.011	-0.021	-0.09325	-0.374	-0.2135	-0.029	-0.162	0.0377	0.0738	0.0049
GS1_SS_00180_12338	0.0454	0.14575	0.03225	-0.20245	-0.3445	-0.0943	0.0175	-0.0747	0.00945	0.002	0.129	-0.0755	0.1355	0.16005
GS1_SS_00183_03382	-1.285	-1.45	-1.295	0.04455	1.6	1.265	-0.042	-0.1575	-0.566	-0.7755	-1.26	-0.9535	-1.36	-1.15
GS1_SS_00184_14092	-0.0015	0.027	-0.163	-0.222	-0.257	0.3175	-0.17165	-0.2357	0.0051	0.00215	-0.275	-0.0175	-0.397	0.2485
GS1_SS_00187_09901	-0.11355	0.030945	0.13785	0.038405	-0.04	-0.0786	-0.0675	-0.249	-0.292	-0.215	-0.294	-0.01005	-0.0061	-0.05771
GS1_SS_00188_11083	-0.006	0.0575	0.03885	-0.3175	0.0228	-0.3005	0.00943	0.1428	0.1517	-0.16365	0.238	0.2565	-0.195	-0.1695
GS1_SS_00196_04639	-0.1975	-0.415	-0.12635	-0.28755	-0.3165	0.24925	0.114	0.104265	0.173	0.5155	0.454	0.4905	0.1975	-0.219
GS1_SS_00200_10056	-0.0878	0.07725	0.1205	-0.129	0.058	-0.647	-0.29	-0.0445	-0.241	-0.496	0.0638	0.0826	0.054	-0.118
GS1_SS_00203_15232	-1.243	-1.056	-1.44	-0.6825	0.113	0.6865	0.59715	0.897	0.791	0.0198	-0.395	-0.394	-2.735	-2.525
GS1_SS_00204_10283	0.1475	0.324	0.107	0.12975	0.24865	0.0385	-0.904	-0.8175	-0.4445	-0.9775	-0.368	-0.0647	0.09595	-0.3775
GS1_SS_00207_07950	0.11285	-0.04745	-0.07497	0.02125	0.03505	0.12645	0.1365	0.12645	0.209	0.2375	-0.0362	0.054595	0.00481	0.03277
GS1_SS_00208_12181	0.0882	0.14135	0.184	0.1235	-0.2365	-0.16665	-0.08435	-0.212	-0.191	0.0426	0.0478	-0.034	0.11165	0.05275
GS1_SS_00209_06867	-0.001	0.057638	-0.0065	-0.3035	0.0675	-0.1141	-0.0845	-0.01455	0.1009	-0.07	0.096	-0.12885	-0.0082	-0.2135
GS1_SS_00219_04018	0.03425	-0.0031	0.0745	0.3445	0.4795	0.015	-0.015	-0.1226	-0.314	0.2565	-0.117	0.088	0.066	0.272535
GS1_SS_00220_03417	-0.02015	0.00625	-0.0379	-0.106	0.0769	0.1865	0.1215	0.1395	0.0733	0.223	-0.00467	-0.0043	-0.0594	-0.04565
GS1_SS_00224_02692	0.11255	0.0702	0.1082	-0.1745	-0.06665	-0.05525	0.03105	0.1645	0.1965	0.1465	0.173	0.207	0.0927	0.05815
GS1_SS_00227_14356	0.2055	0.26415	0.0095	0.18875	-0.3025	-0.1635	-0.1875	-0.022	0.164	-0.138	0.0774	0.2815	0.0245	-0.253
GS1_SS_00229_12141	-0.8655	-0.0505	0.332	0.1218	0.19755	0.725	0.12125	0.5155	0.34135	0.44025	0.427	0.222	-0.2745	-0.295
GS1_SS_00233_20834	0.134	0.428	0.35305	-0.0025	-0.456	-0.655	-0.14145	-0.4265	-0.4335	-0.03855	0.255	0.3415	0.2895	0.262
GS1_SS_00236_09118	-0.1525	-0.491	-0.53	0.0095	0.29	0.501	0.405	0.4135	0.511	0.1733	-0.311	-0.139	-0.1543	-0.2605
GS1_SS_00237_02343	-0.284	-0.07075	-0.1545	0.02495	0.17185	0.0747	0.2045	0.2775	0.333	-0.013	0.0567	-0.3005	0.0115	-0.0729
GS1_SS_00238_12178	0.123	0.0299	-0.0706	0.0019	0.17	0.08757	0.198	0.173	0.16565	0.1725	-0.0339	0.1255	-0.01825	-0.078
GS1_SS_00240_19339	0.111	0.1955	0.2415	0.184	-0.194	-0.3015	-0.1338	-0.2155	-0.249	-0.1823	0.144	-0.0045	0.0929	0.1207
GS1_SS_00241_19560	0.256	0.133	0.207	0.07365	-0.12365	-0.11135	-0.072576	0.0688	-0.035	0.182924	0.35	0.23965	0.108	0.1235
GS1_SS_00243_02760	-0.1485	-0.115	-0.09895	0.10395	0.1486	0.216	0.16975	-0.0748	-0.1728	0.129405	-0.265	-0.249	-0.08605	0.09285
GS1_SS_00246_05672	0.302	0.2365	0.2985	0.17	-0.0661	-0.008	-0.00665	-0.0026	-0.06405	0.0392	-0.0244	-0.01072	0.05541	0.10885
GS1_SS_00247_17909	-0.1525	-0.1765	-0.3645	0.0206	0.11285	-0.1983	0.2218	0.589	0.362	0.465	-0.0647	-0.3835	-0.134415	-0.011735
GS1_SS_00248_20496	0.1895	0.08035	0.11435	0.327	0.3665	0.2065	-0.09905	-0.08095	-0.2666	-0.07995	-0.0831	0.1275	0.0541	0.046
GS1_SS_00249_14079	0.158	0.229	0.4445	0.191	0.009525	-0.1279	-0.1745	-0.4205	-0.317	-0.2485	-0.0882	-0.09705	0.1505	0.115055
GS1_SS_00251_00031	-0.1021	-0.04735	-0.0057	0.078	0.237	0.4585	0.1105	0.15237	0.094775	-0.0055	-0.0107	-0.0515	-0.06195	0.02585
GS1_SS_00252_08835	0.4305	0.439	0.4205	-0.002	-0.2195	-0.336	0.0015	0.08855	0.02425	-0.0475	0.000709	-0.0909	0.0212	0.1805
GS1_SS_00254_17418	-0.21545	-0.2417	-0.2575	-0.11205	0.16095	0.22865	0.2295	0.2135	0.0737	0.089	-0.0411	-0.222	-0.0845	-0.137
GS1_SS_00256_13873	0.058	0.01175	-0.21765	-0.25165	0.03045	0.0978	0.1595	0.06375	0.12365	0.047	-0.2	0.01095	-0.2181	0.0294
GS1_SS_00260_20342	-0.164	-0.0515	0.062	-0.13925	0.333	0.21485	0.1675	0.09935	0.1564	0.058	0.239	0.04375	-0.325	-0.2825
GS1_SS_00263_21153	0.2905	0.312	0.269	-0.12145	-0.403	-0.284	-0.207	-0.312	-0.2745	-0.1185	-0.216	0.07895	0.149	0.11125
GS1_SS_00267_06013	-0.0915	-0.0455	0.075	0.05895	-0.0709	-0.06715	-0.09345	-0.04495	-0.07335	0.10955	0.221	0.0615	-0.0408	-0.0448
GS1_SS_00268_14291	0.1169	0.1371	0.2245	0.2085	-0.063	0.18625	-0.08685	-0.16655	0.08375	0.0215	0.0494	0.0572	0.19865	0.24
GS1_SS_00270_03274	0.31	0.509	0.2915	-0.03145	-0.5295	-0.4605	-0.239285	-0.573	-0.198	-0.220285	0.0677	0.0997	0.301	0.403
GS1_SS_00271_17715	0.2815	0.347	0.3815	0.59	0.309	0.05695	-0.495	-0.727	-0.7565	-0.646	-0.361	-0.1605	0.0125	0.179
GS1_SS_00272_17699	-0.03955	-0.09205	-0.345	-0.318	-0.1184455	-0.209	-0.01478	0.0295	0.233	0.043	0.00881	-0.04917	-0.0674	-0.18545
GS1_SS_00273_10095	-0.0455	-0.19995	-0.1568	-0.1321	-0.00925	0.1072	0.1025	0.3415	0.327	0.0925	0.0136	-0.11945	-0.04755	0.0065
GS1_SS_00276_04878	0.296	0.2875	0.1235	-0.14225	-0.1322	-0.333	0.03515	-0.11815	-0.00145	0.186	0.243	0.1625	0.1725	0.189
GS1_SS_00277_09034	0.01935	-0.12835	-0.1261	0.07305	0.119	0.071	0.0445	0.038	0.01945	-0.1695	-0.0192	-0.25165	-0.0947	-0.03545
GS1_SS_00279_20580	0.177	0.0774	0.05643	0.07815	0.05525	0.00475	0.09215	0.1375	0.1335	0.1309	0.165	0.0246	-0.053045	-0.038865
GS1_SS_00280_04396	0.3275	0.358	0.349	-0.07315	-0.326	-0.225	-0.0731	-0.1793	-0.0091	0.1939	0.486	0.278	0.09005	0.057
GS1_SS_00281_11022	-0.05745	-0.048615	0.0409	-0.02465	-0.0607	-0.0526	0.0225	0.199	0.0706	0.121	-0.0831	-0.04975	0.0998	0.06195
GS1_SS_00282_09270	0.092	0.12815	0.2055	0.00605	-0.1001	0.11245	-0.03253	-0.0605	-0.131	0.0404	-0.0969	0.0511	-0.0165	0.03
GS1_SS_00283_19610	0.0284	-0.379	-1.14	-1.845	-1.87	-0.36105	0.5865	1.27	0.837	0.4135	-0.0649	-0.02088	0.0566	-0.286
GS1_SS_00284_02498	0.10435	0.08255	0.07065	0.204	0.1202	0.12315	0.1022	0.0147	0.032505	-0.01605	0.106	0.01395	0.09785	0.08695
GS1_SS_00287_15114	0.19695	0.1309	0.07575	0.09205	-0.16315	-0.1628	-0.034	-0.0031	-0.0395	-0.0015	-0.0444	0.108	0.149	0.2
GS1_SS_00288_08605	0.151	0.302	0.05375	0.06	-0.2	-0.445	-0.003	0.3275	0.4125	0.1675	0.276	0.0105	-0.09417	-0.313
GS1_SS_00289_20932	0.2415	0.3125	0.2015	0.0294355	-0.364	0.0375	-0.1615	-0.207	0.1065	0.2455	0.0982	0.377	-0.0145	0.321
GS1_SS_00292_13707	0.234	0.1234	0.0788	0.035156	-0.2055	-0.167	-0.2187	-0.13325	-0.0854	-0.06875	0.0539	0.133	0.07895	0.054375
GS1_SS_00296_18314	-0.0926	0.0302	-0.11015	-0.103	-0.04225	-0.05	-0.206	-0.2765	-0.13	-0.13985	-0.12	-0.0144	-0.00365	-0.0255
GS1_SS_00297_12677	-0.039535	0.013	-0.15905	-0.5445	-0.20135	-0.363	0.2755	-0.06295	0.2185	0.3978	-0.382	-0.0765	0.19665	0.2715
GS1_SS_00301_12572	-0.122	-0.445	-0.3525	-0.0437	0.184	0.2775	0.3147	0.4035	0.3315	0.00025	0.261	-0.136955	-0.2195	-0.1695
GS1_SS_00302_19006	0.254	0.0388055	0.03775	0.1375	0.02495	-0.020725	0.07363	0.12105	0.0905	0.2155	0.419	0.06905	-0.1048	-0.03185
GS1_SS_00304_06316	-0.03055	-0.1988	0.0554	0.2635	0.7805	0.2375	-0.11325	-0.13065	-0.16345	-0.32	-0.1	-0.3355	-0.0994	-0.093255
GS1_SS_00305_19541	-0.3375	-0.413	-0.3535	-0.092175	-0.002199	0.1806	0.1059	0.2285	0.2107935	0.1519	0.138	0.1509	-0.07425	-0.182
GS1_SS_00306_10505	0.177	0.289	0.115355	0.045	0.03097	0.12025	0.0881	0.0055	0.126985	0.2515	-0.0573	-0.0333	0.198	0.07485
GS1_SS_00307_19580	0.2457	0.1655	0.307	0.2955	0.011	-0.08455	-0.0959	-0.02805	0.08285	0.01435	0.168	0.20154	0.150835	0.1493
GS1_SS_00314_13853	0.3915	0.15485	0.489	-0.10925	-0.544	-0.659	-0.143	-0.1865	0.217	0.4	0.306	0.23	0.1825	0.039
GS1_SS_00315_06622	-0.7245	-0.4655	-0.6735	-0.45	0.398	0.602	0.2565	0.4155	0.171	-0.1187	-0.27	-0.407	-0.4205	-0.4655
GS1_SS_00319_12530	0.301	0.2235	-0.09185	-0.2269	-0.728	-0.676	0.1945	0.02495	-0.2259	0.6015	0.534	0.2105	0.15253	0.23865
GS1_SS_00321_19396	0.24525	0.23355	-0.091	0.10695	0.006	-0.519	-0.4205	-0.1835	-0.2335	-0.587	-0.0608	0.0095	0.14105	0.205
GS1_SS_00323_10701	0.6145	0.7985	0.9205	0.5125	-0.6235	-1.165	-1.2385	-1.51	-1.36	-1.0735	-0.679	-0.1077	0.2861	0.5755
GS1_SS_00324_15487	0.1805	0.1255	0.3295	0.3195	-0.14925	-0.279	-0.39	-0.389	-0.2555	-0.343	-0.142	-0.12785	0.02202	-0.049
GS1_SS_00325_21070	0.0185	-0.1021	-0.0115	0.00265	-0.16	0.0207	-0.001	0.1388	0.08	-0.118	0.229	0.013545	0.019	-0.016
GS1_SS_00329_09488	-0.1093	-0.0743	-0.2035	-0.317	-0.05076	0.11085	0.1365	0.13505	0.221	0.2255	0.0894	-0.0152	-0.06405	-0.05195
GS1_SS_00331_11604	0.141715	0.052	-0.00815	0.17145	-0.067	-0.01502	-0.1125	-0.0295	0.1575	0.1125	0.0966	0.116725	0.24075	0.3875
GS1_SS_00332_04492	0.02745	0.04645	0.13275	0.2018	-0.1919	0.235	0.1604	0.06935	-0.04325	-0.01005	-0.396	-0.05445	0.193	0.03405
GS1_SS_00335_09755	0.326	0.026	0.1675	0.2112	0.1089	-0.06145	-0.0855	-0.062	0.01905	-0.3515	0.0241	-0.04	0.09498	-0.0757
GS1_SS_00337_01267	-0.00915	0.06295	0.0542	0.0051	0.0595	0.0031	0.0448	-0.0981	-0.0262	0.0443	-0.145	-0.0425	0.054	0.0374
GS1_SS_00339_03801	-0.083	0.21035	-0.1322	-0.1335	0.00995	-0.5885	0.1845	0.4315	0.0933	0.3595	0.375	0.1435	0.1735	0.11285
GS1_SS_00341_02364	0.2395	0.2545	0.1379	-0.0015	-0.20028	0.0655	-0.0875	0.00455	-0.04285	0.152	0.255	0.2875	0.282	0.19785
GS1_SS_00343_11026	0.0926	0.019	-0.13955	-0.2369	-0.423	-0.094915	0.1111	0.04475	0.052	0.045	0.0249	0.0666	0.11875	0.1327
GS1_SS_00344_00804	0.0865	0.08885	0.10985	0.17	-0.1432	-0.225	-0.066635	-0.0832	-0.0135	0.079865	0.0133	0.13805	0.09025	0.1211
GS1_SS_00346_03424	0.4355	0.432	0.478	0.03195	-0.419	-0.2995	-0.261	-0.5395	-0.387	-0.0347	-0.159	0.2815	0.2935	0.296
GS1_SS_00348_12354	0.1985	0.0285	0.084	0.133	0.6135	-0.0175	-0.146	0.408	0.489	-0.261	-0.563	0.186	0.223	-0.007
GS1_SS_00350_11004	0.0909	-0.02175	-0.0689	-0.1205	-0.03745	-0.103904	0.1915	0.3575	0.307	0.2425	0.0557	-0.0145	-0.0061	0.1325
GS1_SS_00352_18730	0.1193	0.18345	0.19265	-0.006	-0.2533	-0.12275	-0.0855	-0.0849	0.03905	-0.013	-0.0635	-0.0075	0.144095	0.217
GS1_SS_00353_05249	0.2305	0.2545	0.0369	-0.0017	0.0447	-0.05755	-0.1047	-0.00225	0	0.02715	-0.104	0.10825	0.06815	0.04755
GS1_SS_00357_07789	-0.0089	-0.05075	0.157	0.1235	-0.186	0.022295	-0.16815	-0.15615	0.0483	0.13935	0.212	0.318	0.1168	0.13155
GS1_SS_00361_13138	0.1885	0.1395	0.2809	0.12315	0.2685	-0.14555	0.054	0.1971	0.1812	-0.2005	0.199	-0.145	0.2106	0.16515
GS1_SS_00362_04466	0.0026	0.1375	-0.0737	0.0655	0.136	-0.11025	0.1231	0.2835	0.214	0.02325	0.439	0.1585	0.10805	-0.03795
GS1_SS_00363_03267	0.09235	0.0642	-0.0055	0.1665	0.2215	0.2696	0.14335	-0.0173	-0.05	-0.0585	0.0177	-0.44185	0.36565	-0.0717
