ProbeName	ZT23a	ZT01a	ZT03a	ZT05a	ZT07a	ZT09a	ZT11a	ZT13a	ZT15a	ZT17a	ZT19a	ZT21a	ZT23b	ZT01b
GS1_SS_02755_03610	-0.019	-0.14195	0.025	-0.16736	-0.0931	-0.06535	0.09295	-0.0516	0.202	0.173	-0.0744	0.0341	0.06285	-0.09355
GS1_SS_02756_03752	0.19635	0.14445	0.0629	0.05921	-0.1236	-0.09065	-0.12855	-0.1905	-0.1725	-0.05505	-0.263	0.0185	0.1445	0.291
GS1_SS_02757_19685	0.62	0.746	0.561	0.13925	-0.6545	-1.0925	-0.54805	-1.0985	-0.575	-0.08555	-0.353	0.04746	0.4985	0.5025
GS1_SS_02760_21595	0.03125	-0.006	-0.106	0.00805	-0.2345	-0.1655	0.066	0.2885	0.3655	0.14155	0.163	-0.04235	0.067125	0.061
GS1_SS_02762_11504	-0.1665	0.0605	0.282	0.1215	0.07665	-0.346	-0.228	-0.3667	-0.2605	-0.4365	0.318	-0.0465	-0.3078	-0.128
GS1_SS_02764_00289	0.13726	0.111	0.00065	0.0406	-0.226	-0.1354	-0.103	-0.16861	0.05915	0.229	0.0111	0.2135	0.17855	0.205
GS1_SS_02766_21097	0.151	-0.196	-0.2565	0.0685	0.264	-0.509	-0.439	0.116	-0.005	-0.479	-1.28	-0.3555	0.188	0.0675
GS1_SS_02771_08052	0.161	0.15355	0.07895	-0.00324	-0.183	-0.2715	-0.0335	-0.135	-0.0557	0.1085	-0.123	0.0552	0.10095	0.12845
GS1_SS_02772_14664	0.1457	0.278	0.25005	-0.10535	-0.04185	-0.4735	-0.08805	-0.2265	-0.09115	-0.07755	-0.123	0.1315	-0.03	0.0989
GS1_SS_02773_07211	0.4095	0.6325	0.11205	-0.29555	-0.574	-0.3505	-0.051	-0.1145	0.006	0.693	1.25	0.728	0.6085	0.26695
GS1_SS_02774_18192	0.17505	0.2515	-0.1012	-0.263	-0.2545	-0.194	-0.0768	0.12465	-0.033	-0.0288	0.107	0.25135	0.1403	0.0699
GS1_SS_02775_14412	0.1671	-0.05049	-0.06135	-0.1941	0.07455	-0.0425	0.04968	0.5185	0.35	0.16588	0.255	-0.01565	-0.03485	0.0895
GS1_SS_02782_12889	-0.3565	-0.266	-0.4045	-0.22	0.13595	0.3995	0.27743	0.169	0.13525	0.16993	-0.361	0.0055	0.0425	0.10935
GS1_SS_02785_04589	0.147	0.1793	0.12285	-0.148975	-0.3675	-0.588	-0.21925	-0.264	0.10685	-0.30325	0.292	0.0745	0.012	-0.0884
GS1_SS_02786_07895	-0.08325	-0.165	-0.2035	-0.1375	0.02725	-0.03385	0.1074	-0.252	-0.0255	0.05175	-0.128	-0.027	0.03675	0.155
GS1_SS_02787_16634	0.17105	0.1406	0.15445	0.0314	-0.1079	0.02201	-0.02035	0.1274	0.10745	0.05095	0.29	0.11435	0.10475	0.19
GS1_SS_02790_19804	-0.121	-0.13965	-0.2725	0.05315	0.0005	-0.1883	0.149	0.2365	0.3015	0.046	0.106	-0.13675	0.0175	0.0515
GS1_SS_02794_14757	0.00785	0.02245	-0.071	0.0002	-0.0112	-0.075	0.0614	-0.01635	-0.0391	0.0855	-0.0848	-0.0279	0.185	0.151
GS1_SS_02796_07069	-0.085	0.08905	0.22645	0.19315	-0.2975	-0.2715	0.483	0.59895	0.068	0.4975	-0.0878	0.30565	-0.9605	-0.61695
GS1_SS_02799_13864	0.2285	0.09925	0.012	-0.116	-0.1038	-0.26855	0.071	0.0892	0.116	0.0825	0.208	0.19405	0.14	0.12645
GS1_SS_02800_21499	-0.712	-0.7055	-0.415	-0.713	-0.55329	0.1628	-0.23545	-0.0216	0.3365	0.388	-0.625	0.171	-0.26305	-0.3255
GS1_SS_02801_12851	-0.046	0.0805	-0.1092	-0.09395	-0.09805	-0.0229	-0.016	0.0335	0.1134	0.28	0.37	0.04935	0.1825	0.1595
GS1_SS_02804_12458	0.009	0.025	-0.03095	-0.0781	0.2285	-0.2185	0.0245	0.21725	0.0567	-0.277	0.404	0.0735	-0.0025	-0.0262
GS1_SS_02805_11695	-0.07925	-0.018625	-0.0265	0.10734	0.1249	0.1735	0.11	0.08085	-0.009	0.10105	-0.214	-0.05525	-0.03848	-0.046
GS1_SS_02808_14014	0.1862	0.15775	0.01725	-0.243	-0.1403	-0.2325	-0.0136	-0.08805	-0.17439	-0.0531	-0.155	0.06625	0.1315	0.09445
GS1_SS_02809_02983	0.0922	0.05795	-0.11005	0.026	-0.06205	-0.1485	-0.1291	0.05325	0.1805	0.0809	0.334	0.2365	0.0169	0.15285
GS1_SS_02810_19099	-0.04835	0.0635	-0.05805	0.2045	0.2685	0.21	0.05677	-0.022	-0.0435	0.12427	-0.395	0.1685	-0.02155	0.0255
GS1_SS_02813_13639	-0.00375	-0.15535	-0.05389	0.0335	0.14	0.332	0.149	0.2005	0.09545	0.1405	0.0562	0.1737	0.032555	0.02077
GS1_SS_02817_00338	-0.298	-0.0665	0.2378	0.3655	0.2709	0.07	0.3354	0.1477	0.2175	0.3404	0.171	0.14755	-0.02	0.02575
GS1_SS_02818_06322	-0.3035	0.779	0.1645	-0.2582	-0.12045	0.0425	-0.2362	-0.535	0.1105	-0.0335	-0.432	0.87	0.13855	-0.506
GS1_SS_02820_13067	-0.114365	0.0406	0.011925	0.3125	0.05375	-0.0205	-0.1131	-0.0701	-0.10595	0.1164	-0.37	0.047	0.01015	0.2815
GS1_SS_02821_11371	0.17855	0.220155	0.0675	0.094	0.28615	0.2	0.1537	0.4143	0.585	0.3297	0.601	0.107	0.2009	0.1305
GS1_SS_02824_17488	-0.079605	0.0265	0.11755	-0.0267	-0.01975	-0.19	-0.17015	-0.10305	-0.0565	-0.0205	0.000481	0.0693	0.0592	0.0239
GS1_SS_02825_20172	0.10445	-0.199	-0.09935	0.091	0.3275	0.321	-0.57165	-0.12575	-0.351	-0.928	-0.427	-0.2287	-0.5895	-0.6915
GS1_SS_02826_00023	-0.002	0.001	0.498	-0.019	-0.1164	-0.0525	-0.1625	-0.10115	-0.26	-0.07535	-0.109	0.0574	-0.04715	-0.2695
GS1_SS_02829_12937	-0.07614	-0.1034	-0.206	-0.10285	-0.064	-0.181	-0.0584	0.1863	0.1545	-0.02755	-0.0858	-0.1745	-0.05505	-0.0417
GS1_SS_02833_08412	0.06495	0.0349	0.06125	0.03635	-0.0266	-0.1843	0.04095	0.14045	-0.00435	0.23	0.296	0.082605	0.08795	0.203
GS1_SS_02835_12310	0.0633	0.12175	0.124	0.185	-0.106155	-0.1105	-0.037	0.01565	0.0411	0.172	-0.071	-0.05015	0.138	0.219
GS1_SS_02837_14845	0.3415	0.741	0.13005	0.08885	-0.555	-0.178	-0.492	-0.6405	-0.1175	-0.274	0.213	0.571	0.1765	0.513
GS1_SS_02840_06031	0.222	0.261	0.2945	0.3175	-0.001335	-0.05905	-0.1047	-0.1758	-0.18055	-0.0925	-0.133	-0.14515	0.132	0.11025
GS1_SS_02841_08679	-0.114	0.02425	-0.0995	-0.0187	0.07445	0.1334	-0.0325	0.302	0.341	0.0745	0.352	0.0525	0.0625	0.2935
GS1_SS_02842_13565	0.1841	0.261	0.20205	0.005	-0.1825	-0.243	-0.2475	-0.1204	-0.322	-0.14565	0.0419	-0.00015	0.178	0.171
GS1_SS_02843_09908	-0.24037	0.6615	0.237	0.408	-0.4245	-0.17825	-0.5166	-0.5395	-0.03835	-0.1931	-0.192	0.33985	0.96	0.15525
GS1_SS_02845_08155	-0.11875	0.104	0.1323	0.06305	-0.0405	0.158	0.08985	-0.0835	0.0915	0.29	0.132	0.20545	0.5195	0.552
GS1_SS_02848_09657	0.0539	0.1835	0.0265	0.21165	-0.236	-0.3015	-0.101915	-0.12715	-0.123	0.120585	0.0384	0.09065	0.203	0.1035
GS1_SS_02849_13617	-0.0636	-0.3255	0.2884	0.1175	-0.2064	-0.1208	-0.0599	-0.266	-0.2199	-0.04885	1.28	0.3045	-0.480575	-0.646
GS1_SS_02853_08541	-0.0505	-0.1378	-0.21	-0.005	0.3584	-0.7026	-0.4551	0.2655	-0.21	-0.6506	-0.552	-0.221	-0.0867	-0.1975
GS1_SS_02855_06143	0.1663	0.1985	0.24	0.0085	-0.121	-0.1421	0.0807	-0.0001	-0.1785	0.0962	-0.121	0.1895	0.12135	0.11785
GS1_SS_02859_14338	0.08695	-0.08258	0.1625	0.3995	0.0685	0.0773	-0.0764	-0.2195	0.0661	0.0585	0.0967	0.2005	-0.341	0.2105
GS1_SS_02860_16155	0.02625	-0.04957	-0.08435	-0.1049	-0.0133	-0.016	-0.00635	-0.03685	0.10245	-0.1054	0.166	0.1025	-0.0271	-0.07705
GS1_SS_02861_05161	-0.2335	-0.2405	-0.4865	-0.307	0.124	0.407	0.341	0.36	0.318	0.168	0.0785	-0.251	-0.15085	-0.1768
GS1_SS_02863_13092	-0.0665	0.10755	-0.192	-0.0609	-0.18	-0.1995	-0.05405	0.06585	-0.0874	0.025	-0.194	0.0035	0.09595	0.1825
GS1_SS_02864_10929	-0.044	0.009	-0.08005	-0.026	-0.0058	0.07685	0.0012	-0.226055	-0.3405	-0.15325	-0.193	0.04	0.106725	0.063855
GS1_SS_02865_19960	0.388	0.417	0.4715	0.14725	-0.4105	-0.472	-0.37	-0.4165	-0.2745	-0.13965	0.273	0.142	0.204	0.262
GS1_SS_02866_10787	-0.4225	-0.601	-0.503	0.045	0.9365	0.8775	0.1885	0.441	-0.054925	-0.14315	-0.11	-0.45	-0.4475	-0.5395
GS1_SS_02868_20178	0.215	0.4675	0.4125	0.0883	-0.201	-0.2765	-0.1082	-0.14535	-0.163	-0.002	-0.192	0.0715	0.2045	0.228
GS1_SS_02869_11057	-0.0535	-0.2045	-0.341	-0.091	0.2336	-0.16167	-0.0409	0.0005	-0.012	0.12245	0.134	-0.10967	0.029	0.043
GS1_SS_02871_10432	0.08365	-0.239	-0.101535	-0.0215	0.24	0.236	0.0848	0.236	0.2567	-0.00525	0.389	0.06918	-0.0183	-0.09525
GS1_SS_02874_17733	0.145205	0.1645	0.03795	0.07115	-0.1262	-0.2575	-0.11755	-0.18265	-0.0998	-0.13455	0.131	0.0095	0.132	0.1765
GS1_SS_02875_14216	0.13275	0.3845	-0.11385	-0.146	-0.2105	-0.23825	0.092	0.07545	0.00965	0.091	0.076	0.323	0.3205	0.04065
GS1_SS_02876_19320	-0.282	-0.547	-0.5155	-0.4775	0.1595	0.3565	0.3145	0.4215	0.4055	0.13605	-0.064	-0.21065	-0.3165	-0.46
GS1_SS_02877_07356	-0.0615	0.456	0.35095	-0.1235	-0.344	0.0055	-0.16005	-0.4945	-0.103	-0.1195	1.29	0.187	-0.5315	-0.6225
GS1_SS_02882_14423	0.1875	0.209	0.2755	0.294	-0.2045	-0.2175	-0.142	0.1475	0.0148	0.1165	0.328	0.09815	0.177	0.2605
GS1_SS_02884_07640	-0.03655	-0.2515	-0.10275	-0.06335	0.03785	0.15215	-0.0877	0.0730945	0.0706	-0.142	0.163	0.07675	-0.0674	-0.066305
GS1_SS_02887_05528	0.1655	0.2065	0.2475	0.006	-0.14035	-0.18	-0.00365	-0.2965	-0.1433	0.033385	-0.287	0.0661	0.1117	0.1318
GS1_SS_02891_20917	-0.26	-0.3005	-0.3385	-0.065	0.182	0.349	0.1378	0.235	0.0777	-0.003	0.0115	-0.01075	-0.10065	-0.07155
GS1_SS_02893_01729	-0.376	-0.44	-0.30845	-0.25685	0.1055	0.3135	0.3565	0.4935	0.5765	0.2745	-0.383	-0.2765	-0.1281	-0.212
GS1_SS_02896_16059	0.0129	-0.02984	-0.0024	-0.00025	0.05385	0.10115	0.01395	0.2027	0.22755	-0.0493	0.353	0.0055	-0.06325	-0.0801
GS1_SS_02897_05605	-0.04655	-0.0592	-0.0039	-0.06075	0.00855	-0.0423	0.0663	0.10765	0.1758	0.07885	0.278	0.00585	0.0911	0.0978
GS1_SS_02898_16270	0.16615	0.2585	0.033	-0.1285	-0.474	-0.233	-0.0085	0.1451	0.1305	0.0595	0.464	0.04845	0.0725	-0.153
GS1_SS_02899_00911	-0.13075	-0.03175	-0.2082	0.0058	-0.037055	0.05325	0.0329	0.1472	0.244	0.2215	0.233	-0.035	-0.0035	-0.0445
GS1_SS_02900_14337	0.14	-0.145	-0.335	-0.11	0.045	-0.5	-0.64	-0.19	-0.165	-0.765	-2.1	-0.555	0.1455	-0.063
GS1_SS_02901_10450	0.22325	0.3056	0.0385	0.013	-0.193	-0.1615	-0.1489	0.00985	0.039735	0.0299	0.373	0.2935	0.149	0.12595
GS1_SS_02903_02974	0.147	0.052325	0.05685	0.0233	-0.05677	0.122	0.09605	0.0721	0.03865	0.165	-0.0245	0.0981	-0.04475	-0.0287
GS1_SS_02907_06795	-0.18695	-0.2165	-0.3965	-0.17355	0.17385	0.539	0.462	0.2855	0.4385	0.3035	-0.348	-0.0776	-0.044275	0.0593
GS1_SS_02909_02112	-0.1078	-0.0203	-0.2165	-0.2005	-0.1605	-0.10925	0.0403	0.1436	0.128	-0.10955	0.0204	-0.1525	0.0465	0.03725
GS1_SS_02913_06742	0.07715	-0.077	-0.0452	-0.222	-0.8355	0.019	0.1575	0.5095	0.377	0.2015	0.269	0.0694	-0.09885	-0.10005
GS1_SS_02914_10636	0.2205	0.08395	-0.2125	-0.0323	0.115965	-0.1755	-0.05715	0.0222	0.231	0.00705	-0.0775	0.84235	-0.03	0.5575
GS1_SS_02915_10406	0.1026	0.3065	0.231	-0.032	-0.5435	-0.1922	-0.0415	0.03815	0.1965	0.361	0.174	0.2715	0.2245	0.32445
GS1_SS_02916_07795	-0.0668	0.11755	-0.1965	-0.13795	-0.0485	-0.1948	-0.00235	-0.0288	0.01335	-0.1045	0.103	0.1246	0.152	0.0435
GS1_SS_02919_17069	0.1053	0.1059	0.11105	0.2348	0.0022	0.0342	0.1148	0.044	0.112505	0.2535	0.17	0.0376	0.10925	0.166
GS1_SS_02924_03096	-0.083855	-0.15455	0.09085	0.271	0.37415	0.269	-0.05575	0.24007	0.047	-0.0774	-0.206	-0.107	-0.266	-0.3081
GS1_SS_02926_13561	-0.17115	-0.5435	-0.0375	0.3315	0.10465	0.2	0.2175	-0.0744	-0.1698	0.416	-0.0482	0.5065	-0.051	0.0445
GS1_SS_02929_14326	0.15694	0.06535	0.01375	-0.152	-0.2085	-0.12865	0.07665	0.04045	0.087495	0.139	-0.0413	-0.0368	0.07035	0.112
GS1_SS_02930_19324	-0.472	-0.439	-0.456	-0.267	0.00825	0.3095	0.19325	0.052	0.2275	0.077	-0.0664	-0.344	-0.147	-0.16
GS1_SS_02932_11802	0.136	0.07065	0.2115	0.1278	-0.1053	0.10875	-0.0923	0.0177	-0.0852	-0.0651	0.0976	0.0775	0.2145	0.1735
GS1_SS_02933_10338	0.0806	0.314	-0.0086	-0.158	-0.3625	0.20045	-0.2043	0.3655	0.2332	-0.071	0.813	1.0365	0.37035	0.2745
GS1_SS_02935_00010	-0.1379	-0.142	-0.367	0.0025	0.10865	0.03485	0.0582	0.0856	-0.0458	0.1422	-0.0414	0.09995	-0.03265	-0.02395
GS1_SS_02937_09242	-0.0692	0.10245	-0.09515	0.067	0.16565	-0.1255	0.092	0.02644	0.08761	-0.03645	0.199	0.2075	0.1257	-0.08805
GS1_SS_02940_13337	-0.2189	-0.14	-0.164	0.015595	-0.06535	-0.4245	-0.096	-0.0541	0.0966	0.161	-0.275	-0.126	0.0541	0.10825
GS1_SS_02941_18662	0.075	0.175	-0.07915	-0.032585	-0.092275	-0.401	0.0225	-0.0175	0.1649	0.20255	0.0167	0.05165	0.2185	0.23639
GS1_SS_02942_02025	0.1059	-0.0255	0.079735	0.386	0.4055	0.27411	-0.017	0.07875	0.0351	0.041	0.122	0.163	-0.04005	-0.025876
GS1_SS_02944_07472	-0.25035	-0.263	-0.2865	-0.2795	0.08976	0.11545	0.0055	0.228	0.1277	0.07515	-0.00953	-0.07485	-0.09975	-0.12346
GS1_SS_02949_13718	-0.404	-0.3245	-0.4485	-0.09135	0.0207	-0.0639	0.0737	0.4225	0.04	-0.24	0.285	0.1515	-0.0883	-0.20176
GS1_SS_02950_00200	-0.14815	-0.11005	-0.255	-0.1755	0.06195	0.153	0.1375	0.0683	0.2955	0.0245	0.013	-0.173	-0.11625	-0.0415
GS1_SS_02953_12104	-0.06415	-0.08705	-0.06075	-0.02995	-0.10905	0.02055	-0.0637	-0.1062	0.013	-0.0532	0.000672	0.02675	-0.0075	-0.007
GS1_SS_02954_02533	-0.0174	-0.028055	-0.02118	-0.369	-0.3555	-0.2162	0.0635	-0.1248	-0.1438	0.3295	-0.0236	0.2075	0.2225	0.1895
GS1_SS_02955_07892	-0.0495	0.0485	0.1215	0.11475	0.0015	-0.1056	-0.10925	-0.192	-0.1408	-0.10075	-0.303	0.0205	0.0865	0.1275
GS1_SS_02958_05984	-0.0695	0.1776	-0.2595	-0.0245	0.0641	-0.1888	0.006	0.19405	0.019	0.169	0.421	0.23785	0.05215	-0.147
GS1_SS_02959_16437	0.288	0.226	-0.02485	-0.031	-0.41	-0.432	0.053	0.0347	0.203	0.3075	0.492	0.3905	0.246	0.18095
GS1_SS_02961_08282	-0.3215	-0.065215	0.3005	0.2655	-0.1597	-0.1515	0.0255	0.2345	-0.13775	-0.2274	0.165	-0.4175	-0.334	0.5025
GS1_SS_02965_21769	-1.705	-2.32	-1.85	-0.68795	1.585	1.104	-0.369	0.775	-1.47	-0.863	-1.69	-2.02	-2.005	-2.085
GS1_SS_02967_00091	0.1876	0.401	0.13265	-0.028215	0.046115	-0.01495	-0.04705	0.0005	0.0133	0.09795	-0.00991	0.208	0.02455	0.0306
GS1_SS_02969_13924	-0.351	-0.2298	-0.201	-0.3415	-0.03105	-0.3935	-0.103174	0.0055	0.206	-0.071174	0.00636	0.1526	-0.14405	-0.107
GS1_SS_02971_14363	-0.0075	0.09585	-0.08865	0.126089	0.1965	0.1785	-0.1765	-0.1601	-0.17	-0.06963	0.0102	0.0785	0.083	0.07655
GS1_SS_02973_21840	0.021715	0.166	0.231	0.2615	-0.1179	0.2255	0.03955	-0.10945	-0.1203	0.16005	0.131	0.12915	0.10435	0.09485
GS1_SS_02974_20793	0.082	0.09861	-0.0125	-0.1245	-0.17235	-0.1208	0.0018	-0.03785	0.058	0.13455	-0.0247	0.1037	0.10217	0.1335
GS1_SS_02975_14536	0.2385	0.02975	-0.20255	-0.08432	0.241	-0.16465	0.11135	-0.02945	0.1309	0.203	-0.215	-0.2645	0.0674	0.0721
GS1_SS_02976_08564	0.417	0.4485	0.406	0.02168	-0.371	-0.2615	-0.1965	-0.1535	-0.12775	-0.0959	0.0104	-0.0436	0.1337	0.12645
GS1_SS_02980_08776	0.11405	-0.1235	0.07645	-0.15085	-0.408	-0.516	-0.16975	-0.0267	0.07445	-0.16175	0.0935	-0.1445	0.4177	0.23855
GS1_SS_02982_05905	0.1585	0.1082	0.1665	0.094665	-0.0385	-0.006	-0.0045	0.0848	0.232	0.1615	-0.085	0.0231	0.178	0.2315
GS1_SS_02983_13842	-0.01835	-0.03325	-0.04905	-0.0837	0.1153	0.06355	0.14255	-0.0285	-0.153	-0.19345	0.0256	0.0757	0.0743	0.01805
GS1_SS_02984_21414	-0.1839	-0.2085	-0.442	-0.335	0.0987	0.1965	0.17985	0.319	0.3355	-0.10015	0.129	-0.156	-0.1606	-0.12645
GS1_SS_02986_16193	0.1305	0.002905	-0.12985	0.1855	0.04865	-0.119	-0.12835	0.0465	0.0229	0.01115	0.0847	-0.07895	0.07385	0.1176
GS1_SS_02988_07535	0.18615	0.223	0.1421	0.0601	-0.2335	-0.2735	-0.0821	0.04835	0.11635	-0.037465	0.0418	-0.0908	0.1582	0.142
GS1_SS_02991_11214	-0.09515	-0.0525	-0.18565	0.012115	0.103	0.644	0.16725	0.10235	-0.0229	-0.15625	-0.324	-0.1846	-0.32	-0.188
GS1_SS_02992_12887	0.039	0.08	-0.337	-0.3655	0.7155	0.1865	-0.213425	0.0045	-0.145375	-0.372	-0.118	-0.3065	-0.1925	-0.243
GS1_SS_02995_10669	0.2365	0.2386	-0.012195	0.09295	-0.1285	-0.1558	-0.09505	0.208	0.4135	0.01225	0.107	-0.08625	-0.0495	0.0725
GS1_SS_02997_12657	-0.19495	-0.09495	-0.19645	-0.2305	0.028	-0.18655	0.0846	0.28635	0.2205	0.2366	-0.0734	-0.0283	-0.06875	0.063
GS1_SS_03000_19495	0.0947	-0.1131	-0.1251	-0.1339	-0.03065	0.116	0.0134	0.187	0.14955	0.227	0.174	0.11335	0.1264	0.0792
GS1_SS_03001_11270	-0.198	-0.2195	0.34445	-0.2099	0.0921	0.179895	0.239	0.12375	0.232	-0.3195	0.634	-0.473	-0.09315	-0.284
GS1_SS_03004_11447	-0.322	-0.217	0.0405	0.4085	0.173	0.4305	0.0765	0.1051	0.29215	0.0575	-0.0912	0.1723	-0.23055	-0.069
GS1_SS_03006_13423	0.274	-0.18505	-0.1053	0.054875	0.2184	0.448	0.364	0.211	0.0901	0.307	0.159	0.0245	-0.07155	-0.012
GS1_SS_03007_08493	-0.16425	-0.242035	-0.357	-0.11	-0.331	-0.3015	-0.2419	0.1765	0.237	0.4326	0.414	0.18945	0.4062	0.006
GS1_SS_03008_02935	-0.2615	-0.005165	0.03587	0.13515	0.14765	-0.09155	-0.0695	-0.093	-0.04665	-0.1208	-0.123	-0.009	-0.0152	0.14795
GS1_SS_03009_21753	-0.0215	-0.049	0.164	0.092	0.0802	0.1335	0.14595	0.3184	0.319	0.29795	0.542	0.4826	0.1195	0.31775
GS1_SS_03010_02855	-0.19685	-0.0345	0.1725	-0.266	0.0295	0.0375	0.227	0.11606	0.245	0.207	0.0278	-0.00075	0.131	-0.48005
GS1_SS_03011_21830	-0.2695	-0.1919	0.0985	0.1065	0.6315	0.08755	-0.31635	-0.1505	-0.1598	-0.3157	-0.0111	-0.1822	-0.13997	-0.1932
GS1_SS_03014_11825	-0.0456	0.13265	-0.17845	-0.1675	-0.08695	0.0327	0.0525	0.03555	0.38465	0.3945	0.671	0.192	0.185	0.2641
GS1_SS_03015_09303	-0.1685	-0.212	-0.0458	-0.07865	0.0295	0.0935	0.12455	0.09605	0.262	0.118	0.14	-0.011565	-0.016515	-0.035
GS1_SS_03016_06477	0.00745	-0.201	-0.23275	0.06485	0.1822	0.461	0.23095	0.3535	0.0815	-0.17155	-0.0414	-0.1465	-0.06605	-0.183
GS1_SS_03019_00127	-0.368	-0.5645	-0.4465	-0.00968	0.453	0.4075	0.14075	0.3105	0.15305	0.02415	-0.0327	-0.1149	-0.2785	-0.19
GS1_SS_03021_11409	0.02043	0.09525	0.21539	0.1368	-0.04065	-0.09875	-0.06165	-0.142	-0.25315	0.0648	0.225	0.172	0.01455	0.0062825
GS1_SS_03022_00956	-1.345	-1.165	-1.14	0.20325	1.27	0.8835	-0.3125	-0.4185	-0.5125	-0.896	-0.839	-0.8415	-1.0795	-1.047
GS1_SS_03023_14908	0.0825	0.11609	0.1108	-0.0385	-0.1287	-0.0263	-0.05905	-0.0448	-0.058	0.2024	0.274	0.2415	0.04155	0.0945
GS1_SS_03024_01622	0.0659	0.05255	-0.224	-0.0829	-0.3465	-0.1176	-0.2998	-0.299	0.402	0.2442	0.608	-0.3485	-0.1595	0.494
GS1_SS_03025_20848	-0.341	0.071	0.09185	0.5155	0.41	0.4595	-0.2765	-0.5115	-0.752	-0.525	-0.279	-0.456	-0.1333	0
GS1_SS_03026_18163	0.0889	0.2095	-0.261	0.0145	-0.0578	0.1635	0.1163695	0.13745	0.205	0.0968695	-0.224	-0.3725	0.1584	-0.21725
GS1_SS_03031_12800	0.029	0.09545	0.0655	-0.15025	-0.302	-0.0898	-0.0433	0.188	0.207	0.1057	0.144	-0.0351	0.0831	0.1131
GS1_SS_03035_09874	-1.019	0.8015	0.1075	-0.29135	-0.362	-0.1009	-0.4835	-0.5245	-0.3076245	-0.2845	0.322	0.30565	0.784	0.4785
GS1_SS_03038_16495	0.11205	0.0831	0.0121	0.1715	-0.1644	-0.0634	-0.3505	0.02395	-0.0952	-0.2045	0.126	0.2655	0.1115	0.07825
GS1_SS_03040_16340	-0.03821	-0.12975	-0.1776	-0.1497	0.0732	-0.14685	0.042665	0.04665	0.1885	0.056015	0.196	0.042305	0.10405	0.106315
GS1_SS_03044_12755	-0.2165	-0.07555	-0.197	-0.0938	0.034995	-0.0082	0.008595	-0.0629	0.126	0.00655	-0.0298	-0.1123	0.05935	0.12525
GS1_SS_03047_12113	-0.0707	0.02485	0.1026	-0.4315	0.0795	-0.07085	-0.2575	-0.3667	0.5975	-0.296	0.268	0.045	0.0084	-0.1035
GS1_SS_03051_10950	-0.715	-0.7935	-0.8745	-0.728	-0.1185	0.509	0.261	0.42805	0.24825	0.2066	-0.0766	-0.25445	-0.4805	-0.5565
GS1_SS_03052_09953	-0.1735	0.348	-0.1524	-0.2885	-0.11905	0.20925	-0.33905	-0.2735	0.028	-0.27755	-0.0625	0.358	0.065	-0.0915
GS1_SS_03055_11668	-0.0843	-0.25683	-0.2265	0.0253	0.0085	-0.0155	0.0805	0.3494	0.2844	0.12305	-0.0886	-0.031	-0.0755	0.0709
GS1_SS_03056_09454	-0.21	-0.3485	-0.154	-0.18425	0.4935	-0.0085	0.029	0.1273	0.4095	-0.444	0.132	-0.21335	-0.2345	-0.197
GS1_SS_03058_05662	0.1225	0.09135	-0.00785	0.06865	-0.175	-0.4245	-0.10445	-0.1199	-0.05305	0.00255	-0.00964	-0.07925	0.09465	0.133
GS1_SS_03059_02923	0.0965	0.0115	-0.069	-0.0185	0.109	-0.022	-0.0325	0.125	0.0005	0	0.288	0.0055	-0.017	-0.015
GS1_SS_03061_09330	0.1712	0.2215	0.285	0.273	-0.02295	-0.081	-0.10445	-0.3075	-0.3445	-0.02965	-0.179	0.00773	0.231	0.311
GS1_SS_03062_09339	0.243	0.289	0.0865	-0.10996	-0.16785	-0.1685	0.09385	-0.008	-0.1102	-0.002	0.0404	-0.05	0.058	0.2565
GS1_SS_03063_20839	0.0013	0.07247	0.15645	0.0414	-0.11505	-0.04365	-0.028	-0.05195	0.0115	-0.043	0.24	0.1634	0.05265	0.1704
GS1_SS_03066_20475	0.3825	0.342	0.3645	-0.0429	-0.2515	-0.2395	-0.08665	-0.0672	-0.144	-0.02965	-0.0275	-0.04195	-0.0095	0.1426
GS1_SS_03068_07297	-0.613	-0.506	-0.415	-0.3439	-0.108	0.4355	0.3805	0.14335	0.4785	0.233	-0.44	-0.12625	-0.14	-0.1046
GS1_SS_03070_09096	-0.0792	-0.02045	-0.117	-0.03385	-0.1786	0.06025	0.121	0.01235	0.038	0.196334	-0.128	-0.04795	0.17	0.13315
GS1_SS_03071_10575	0.02715	-0.0047	-0.227	-0.15855	-0.306	-0.0945	0.059	0.159	0.1583	0.3505	0.0887	0.0958	-0.02995	0.1067
GS1_SS_03073_10462	-0.057	0.0253	0.013595	-0.0232	-0.0628	-0.10955	0.03371	0.1605	0.0722	0.028525	0.0125	-0.055	0.02076	0.07316
GS1_SS_03074_14292	-0.02125	0.1674	-0.0408	-0.222	-0.0258	0.077	0.196	-0.1675	0.03565	0.368	-0.105	0.10095	0.38	-0.181
GS1_SS_03076_08083	0.05065	0.086705	0.0536	-0.0677	0.0014	-0.1695	-0.10135	-0.333	-0.2314	-0.09985	-0.379	0.0355	0.08125	0.03235
GS1_SS_03078_13763	-0.284	-0.23	-0.06385	0.00875	0.1093	0.5025	0.4225	0.2815	0.508	0.3395	0.204	-0.11855	-0.17115	-0.20777
GS1_SS_03081_08573	0.2097	0.29175	0.19655	-0.09585	-0.4475	-0.274	-0.0935	-0.2735	0.0643	0.353	-0.641	0.1561	0.22374	0.188
