V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16
GS1_SS_00090_17329 -0.144223800531401 -0.774187537752497 -0.997201119814064 -0.707680519956688 -1.25528805454407 0.911980435816862 1.6663883988738 1.86491681020457 1.29911083791187 0.192149504400037 0.0425914345308553 -0.603783984693584 -0.831760777038421 -0.663011627407264
GS1_SS_00273_10095 -0.136824077425561 -1.32298357941485 -1.66237745762379 -0.522387310991437 0.00610445883898657 -0.0381002430985023 1.6023853621372 1.69570639956079 1.60729699568581 0.160820915620198 -0.485795641054293 0.311608065562521 -0.793509482874702 -0.421944404922365
GS1_SS_00283_19610 0.0369042527707772 -0.823226956928093 -0.74138512911758 -0.367024768358526 -1.72454308642838 0.160511813354267 1.57025049768515 1.89233769100394 1.15576124070933 0.466283442290188 0.269335043752633 0.0163117928700676 -0.69386406780825 -1.21765176579553
GS1_SS_00476_17167 -0.491499824948066 -1.26852680562265 -1.5972968421802 -0.096830948463774 -0.435980655779022 1.07027854254635 1.70512817260977 0.965516284201284 1.64960900344072 0.312321189542878 0.227835497329115 -0.359219369710518 -0.832580633799629 -0.848753609166264
GS1_SS_00620_20145 -0.431321158705461 -0.739658843030231 -1.24180878607343 -1.40809089440571 -0.589894824929628 1.22599389454018 2.06291046627884 1.38456756076435 0.875810381628475 0.405077846205941 -0.219889603739904 -0.129590710473364 -0.52932849408012 -0.66477683397993
GS1_SS_00654_12804 -1.27942893467019 -1.05837074418634 -1.40186116324586 -0.445869511784159 -0.355915832733423 0.910747598739045 1.68785216067074 1.27804428446606 1.65724410352682 0.431901549198641 -0.0381021727224089 -0.369009279400543 -0.670668687030045 -0.346563370828337
GS1_SS_00689_17735 -1.0734209048205 -1.68385293071822 -1.30632888477649 -0.791800144742998 -0.106167764532692 1.0151395428894 1.1856342733147 1.02396873428643 1.581425611802 0.574897792541222 0.104819464368614 0.692417374584374 -0.362518769922158 -0.854213394273688
GS1_SS_00807_20656 -0.750952820128533 -0.231374702934791 -1.59034639706019 -1.56431868924835 -0.735889284232434 1.07489088287164 1.88435259581969 0.848449824908685 1.24146821286738 0.400773250545135 0.205565441956377 0.296662419297797 -0.429835975000027 -0.649444759662379
GS1_SS_00904_10764 -1.61685068525118 -0.567553127716925 -0.710370905514051 -1.42918104335248 -0.86617211765637 0.301156661197823 0.440433502355351 1.22876402955122 1.64907320867152 1.32448735004169 0.763839048771983 0.166601068893093 0.229157616192661 -0.913384606184345
GS1_SS_01119_16539 -0.684831219920424 -0.579377205201206 -1.33333396380469 -0.720859150136216 0.518028289619986 0.306857282588733 0.904605351059514 1.1228767530968 2.45880292460211 0.383909717283823 0.111727908719257 -0.71533662068708 -1.17554740811509 -0.59752265910551
GS1_SS_01587_21894 -0.491987763134104 -0.959292988776072 -0.63013950642905 -1.23281489664191 -1.72700871661645 -0.230065038547596 0.483604614684307 1.50889453237258 1.11298316064813 1.18344982165764 0.763431434324677 0.798664764829428 0.530706014411712 -1.1104254327833
GS1_SS_01714_12885 -0.850549794480333 -1.17680219941242 -1.09251206439957 -0.217877957560357 -0.342825687108816 0.832277959835027 1.94391609335743 1.52841531017644 1.6236135803086 -0.22809193862662 -0.433065714004926 -0.443696187503017 -0.568921578672695 -0.573879821908745
GS1_SS_01751_10166 -0.919336447250799 -0.872211990159596 -1.32578488966242 -0.534486714339308 -0.167505004741564 -0.269411643201291 1.6587640594471 1.39761602640002 2.03575971617672 0.226376915779074 0.334017029851564 -0.0102271291996742 -0.651905153258222 -0.901664775841598
GS1_SS_01917_10349 -1.64236403719468 -1.68320959044041 -1.01039256058705 -0.00400351256019703 -0.457842993068363 0.989904949752686 1.56628108999806 0.51995416768648 1.58443466921838 0.499077551583105 -0.36707509696673 0.631371760151235 -0.465558264237002 -0.160578133335514
GS1_SS_01988_14366 -0.665261938745264 -1.46588579565493 -0.742216239994638 -0.443956978881441 -0.978173597940258 0.049597482821193 1.48328906546592 1.48328906546592 1.52301646058403 0.541516110607199 1.00889722964378 -0.079867087151941 -0.545144991152861 -1.1690987850667
